,episode no.,speaker,dialouge
618,3,Jerry," Dad, please, what are you saying?"
619,3,Beth," Whatever it is, it's beautiful Leonard. glares at Jerry And we support you."
620,3,Jerry," Speak for yourself! Because it, heheh, it sounds like you're about to say Jacob is your lover."
621,3,Leonard," No no no no no no. Jerry sighs in relief. Jacob is your mother's lover. Jerry again looks disturbed. I watch them. Sometimes from a chair, sometimes from a closet. Almost always dressed as Superman."
622,3,Jacob," Oh... reaches across the table and puts a hand atop theirs
"
623,3,Jacob," Jerry, this ham's got to be all you, right? It's in-cred-i-ble."
624,3,Summer,"
smirks Happy human holiday, Dad."
625,3,Poncho, AHHHHHH!
626,3,Dr. Bloom, Hepatitis won't follow us into the respiratory system!
627,3,Roger, That's strange... taps the meter Air flow is down twenty percent.
628,3,Dr. Bloom, So the brain isn't getting enough oxygen. That's why security is offline.
629,3,Morty," W-Well, I guess we better check it out."
630,3,Alexander," Hey, wait for me! removes the head of his costume
"
631,3,Dr. Bloom,"
points his cane at Alexander Put that back on!"
632,3,Roger," If we got up to the bronchial catwalk, we could look for blockage."
633,3,Morty,"
raises his hand I'll go. glances at Annie Heheh..."
634,3,Poncho," Don't be a hero, kid."
635,3,Morty," I'm not. I'm doin' it because it's fun. he hops from frond to frond
"
636,3,Poncho,"
cocks his gun We shouldn't be here."
637,3,Dr. Bloom," Whatever you do, don't fire that thing in here! We must save Ruben. This is my life's work."
638,3,Annie, Ah!
639,3,Dr. Bloom," It's alright, my dear. Nearly all human lungs contain a strain of this bacteria, but the scar tissue... prods it with his cane, seeing something has escaped from the scar tissue ...keeps them dormant. looks up toward Morty, who is getting close to the catwalk Morty! Get down!"
640,3,Morty, Whoa! grabs hold of the catwalk as a fluid drips down onto it Whoa!
641,3,Morty, Oh! What are those things?!
642,3,Dr. Bloom," Tuberculosis, coming in fast!"
643,3,Poncho,"
raises gun and starts shooting at the disease Not faster than a bullet! Ahh!"
644,3,Dr. Bloom,"
grabs Poncho's arm No! Do you know what you've done?!"
645,3,Dr. Bloom, Get to the digestive tract! He's coughing!
646,3,Alexander, Waaaah! Don't let me die!
647,3,Rick," Just take a deep breath, Ruben."
648,3,Morty, You're not gonna die! What's your name?
649,3,Alexander, My name is... his hand slips from Morty's and he's coughed up ALEXANDEEEEEEEER!
650,3,Morty, Rick! Ruben's got tuberculosis!
651,3,Rick," Oh, great work, Morty. pulls a massive syringe form his lab coat I'll just cure it, and then—"
652,3,Rick," Okay. Well I can't cure death. This is bad, Morty. You're trapped in a dead man. Listen, if the situation keeps darkening, do yourself a favor—"
653,3,Rick," —and hop by Pirates of the Pancreas. Obviously I'm biased, but, I think it's great, Morty."
654,3,Rick,"
sitting in a lounge chair, pulls out a flask It's a bunch of pirates runnin' around a-a-a- pancreas. We don't whitewash it either, Morty. The pirates are really rapey. The top priority is to get you guys out of there, but I'm just saying, if that becomes impossible—"
655,3,Rick," —please, you gotta treat yourself."
656,3,Morty," Geez, what's that horrible smell?"
657,3,Dr. Bloom," You mean the Panda Express? chuckles Kidding, I-I'm kidding. As he speaks, Poncho and Roger stock up on bottled water from the Panda Express. The body is beginning to constrict and fill with gas. We're inside a corpse, my boy. Anatomy Park is doomed."
658,3,Morty," Forget about the park, Doctor! How do we get out?!"
659,3,Dr. Bloom, The digestive tract is the evacuation route. Get it? There's an emergency station in the colon with a ray that can enlarge us all.
660,3,Morty, Everybody! Get to the colon!
661,3,Poncho, Now I'm takin' orders from a twelve-year-old boy?!
662,3,Dr. Bloom, Morty. The scar sacs containing the tuberculosis were sabotaged. This disaster was an inside job. Keep your eyes on Annie. She was written up several times by her manager at the churro stand.
663,3,Roger, Intestines are ahead to the left. Then the right. Then left. Et cetera.
664,3,Morty," Hey, just so you know, I-I'm actually fourteen. So, you know..."
665,3,Annie, What?
666,3,Morty, Not twelve.
667,3,Annie, Okay.
668,3,Morty, Because he just said I was twelve.
669,3,Annie, Oh. Good for you.
670,3,Rick,"
through speakerOh. Oh, Morty. Strike one."
671,3,Morty,"
slumps forward Nnn..."
672,3,Animatronics,"
singing It's a road of laughter, a trail of food. It's a pathway that breaks up the fat in food. It's a tube in the chest and it sends out the rest. It's a small, small intestine!"
673,3,Roger, It goes on like this for miles...
674,3,Dr. Bloom,"
excitedly And then we get to the large intestine!"
675,3,Poncho, Shh. shines flashlight I hear something.
676,3,Dr. Bloom,"
whispers Don't move. Gonorrhea can't see us if we don't move."
677,3,Dr. Bloom, Wait! I was wrong! I was thinking of a T-rex.
678,3,Annie, We're sitting ducks!
679,3,Morty, Doc! Didn't you say the body was filling up with gas?
680,3,Dr. Bloom, Yes. Why?
681,3,Poncho," Kid! You're a genius! pulls out a match
"
682,3,Dr. Bloom, Are you mad?!
683,3,Morty,"
grabs Annie's hand Everybody! In here!"
684,3,Poncho, Hey Gonorrhea! How's this for a burning sensation?
685,3,Summer,"
singing Drummer, drum, drum, drum! Drummer, drum, drum drum drum, Christmas drums!"
686,3,Leonard," Oh, Summer. Sing it! Haha."
687,3,Summer, Christmas drums being played by a boy!
688,3,Beth," Jerry, come on. This is what you wanted."
689,3,Jerry," I get it, Beth. Be careful what you wish for. I'm being punished for taking your iPad."
690,3,Beth," What? Jerry, let that stuff go, okay? I'm sorry I was a bitch earlier. Let's just be here."
691,3,Ethan, Ugh... Summer!
692,3,Summer,"
stands up Ethan, what are you doing here?"
693,3,Ethan, I've been texting you for hours. What the hell?!
694,3,Summer, I don't have my phone! I'm doing a human holiday!
695,3,Ethan, Did you even consider how that might make me feel?
696,3,Summer, How you feel? Why is everything always happening to you?!
697,3,Jerry,"
stands up Summer, do you have a boyfriend?"
698,3,Ethan," Yeah, do you, Summer?"
699,3,Summer," I don't know Ethan, do I?"
700,3,Jacob,"
stands up and puts a hand on Ethan and Summer's shoulders Jerry, no disrespect, but you really need to connect more with your family, man."
701,3,Roger," I should be able to access the backup generator to get the growth ray back online. If it works, we'll be regular-sized in a few minutes. I just hope Ruben's not in a room with white carpets or upholstery."
702,3,Poncho, What the hell is that?
703,3,Dr. Bloom," The sphincter dam. We built it when Ruben became incontinent, but it was not designed to hold a corpse-load."
704,3,Roger," Almost got it. Everybody, move inside the circle!"
705,3,Morty, Poncho? What is this in your backpack?
706,3,Dr. Bloom," That's bubonic plague! What are you doing with that, Poncho?"
707,3,Poncho, Everybody get back!
708,3,Dr. Bloom," Poncho, you son of a bitch! You released the tuberculosis so you could steal from me?"
709,3,Poncho,"
laughs That's right, baby. A lot of people would pay top dollar to decimate the population. I'll take the highest bidder. Al Quaeda. North Korea. Republicans! Shriners! Balding men that work out! People on the Internet that are only turned on by cartoons of Japanese teenagers! Anything is better than working for you! points the knife at Dr. Bloom You pompous, negligent, iTunes Gift Card as a holiday bonus-giving—"
710,3,Morty, AHHHHH!!!
711,3,Poncho, Ah! Eh! Get! Get off! he backs up and falls over the railing Ahhhh!
712,3,Annie, You guys!
713,3,Roger," It's gonna burst! urges the others on Go! Go, go, go! pulls a lever before trying to run after the others but catches his foot in some of the machinery My foot is stuck!"
714,3,Annie, No!
715,3,Roger," This is okay! It's okay, just go! Tell my family I love them! They may be hard to find because my wife kept her last name and she made the kids take it too, so, I dunno, you can—"
716,3,Annie, No!
717,3,Jacob," Let me ask you something Ethan. Where's the anger coming from, man?"
718,3,Ethan, From Summer being a total bitch!
719,3,Jacob, Where's the anger coming from?
720,3,Ethan, ...My brother... took me fishing once...in the bushes... voice begins choking up as tears fill his eyes I can't... I can't! covers his eyes as he starts to cry He made me feel like a girl! sobbing openly I'm... m-made me a girl!
721,3,Jacob," He didn't make you anything, man. You are who you are. gestures to Summer She is who she is. Summer watches on with a sympathetic expression. Now you go to her. Brand new."
722,3,Ethan, Come here right now!
723,3,Summer," Oh my god, I'm so sorry Ethan! they hug I love you!"
724,3,Ethan, I love you so much.
725,3,Jerry, Um...
726,3,Joyce," You did it again, cubby. Come here."
727,3,Jerry, No! Stop! I hate this!
728,3,Joyce," Well, Christmas doesn't revolve around what you hate, son."
729,3,Jerry," Well then, I hate Christmas! Enjoy being human! You guys are gross and lame."
730,3,Animatronic Ruben," My name's Ruben Ridley. You're inside me right now, but by the end of this journey, I'll be inside all of you."
731,3,Animatronic Ruben, My story begins in the dot com crash in the early '90s.
732,3,Annie,"
whispering to Morty You can put your fingers wherever you want..."
733,3,Rick,"
through speakerMorty, you wanna put it on mute or something? Annie and Morty both look at Morty's helmet, startled.
"
734,3,Rick, I'm trying to concentrate.
735,3,Jerry," Ah, Rick?"
736,3,Rick,"
holds up a hand without even looking over at him Not now, Jerry. I've got much, much smaller fish to fry."
737,3,Jerry,"
enters anyway I wanted to say I'm sorry I ever judged you. leans on the ping pong table, looking down at Ruben's corpse Right now, you're my sanest relative."
738,3,Rick," Relative... That's it! Relative size! Jerry, hand me a scalpel and a bundle of dynamite! into his headset Morty! Can you get to the left nipple?"
739,3,Morty," Are you kidding? I'm hoping I can get to both of them, Rick."
740,3,Rick,"
through speakerMorty, I'm talkin' about Ruben's left nipple!"
741,3,Morty, We need to get to the left nipple!
742,3,Dr. Bloom," The body is decaying! Bits of debris begin to fall from the 'ceiling'. The arterial transit system is useless! We can try the service shuttle. It's connected to the skeletal system. That's why we call it the Bone Train. to Annie Would you like to ride the Bone Train, miss?"
743,3,Annie, If it'll get us out of here.
744,3,Dr. Bloom," How about you, Morty? Would you like to ride the Bone Train?"
745,3,Morty, Why are you doing this bit? We're gonna die. Let's go.
746,3,Jerry," Well, I can see that you're busy... Merry Christmas, Rick."
747,3,Dr. Bloom, There's no autopilot. One of us will have to stay here and operate it manually.
748,3,Morty," ...Uh, well..."
749,3,Dr. Bloom," No, you're right. It was a dick move for me to even pause like that. This is all my fault. You go on."
750,3,Annie,"
points What the hell is that?"
751,3,Dr. Bloom, E. coli outbreak. Hurry!
752,3,Dr. Bloom," Oh wait, there is an autopilot. E. coli surround him. WAAAIT! ...OKAY, NEVER MIND, I WANTED TO SACRIFICE MYSELF ANYWAAAAAYYYY!"
753,3,Annie, They're chewing through the doors!
754,3,Morty," Euuuugh! grabs a fire extinguisher and beats the E. coli off the train with it We're in the areola, Rick! Almost to the nipple! But we're also in a really bad situation!"
755,3,Rick," I'm almost there, Morty!"
756,3,Reporter, Reports are coming in from across the country about what appears to be a giant naked man over the continental United States. We now go to Tom Randolph in New York. Tom?
757,3,Tom," Well, his eyes aren't twinkling, and his dimples aren't merry, but I'm standing under a nose like a seventy-mile cherry!"
758,3,Reporter," Thank you, Tom. Let's go now to Eric McMan in Los Angeles."
759,3,Eric," We've got feet here on the West Coast, Bill! Giant feet, even relative to the giant man's size! And you know what they say about that!"
760,3,Reporter," Well, if the old adage is true, one can only wonder what is going down in the Rocky Mountains."
761,3,Morty," Oh my god, the track!"
762,3,Annie, It's Hepatitis A!
763,3,Annie, The nipple hole...
764,3,Morty, It's beautiful...
765,3,Annie, Aw no!
766,3,Annie, Whoa! It's Hepatitis C!
767,3,Morty, Um... We... Did we have some sort of relationship with him?
768,3,Annie, I... think they're just like that? I think they're just good guys.
769,3,Morty, Oh. Huh.
770,3,Rick, Where's Dr. Bloom?
771,3,Morty, Sorry Rick... He's dead...
772,3,Rick," Goddamn it, Morty, I ask you to do one thing!"
773,3,Beth, Jerry doesn't know what he's missing.
774,3,Jacob," He'll come around, Beth. Christmas is a special time. It has funny ways of bringing families together."
775,3,Beth," I dunno, Jacob. Jerry got an invitation to be alive today, and he rejected it. I don't know if our marriage will—"
776,3,Summer, It's raining blood!
777,3,Jacob," Listen, find Jerry!"
778,3,Beth, Oh god.
779,3,Beth, Jerry!
780,3,Jerry,"
stands and hugs her It's alright! The TV says there's nothing to worry about."
781,3,Reporter on TV, The giant naked sky Santa has exploded. Blood and chunks of viscera are raining down on the country. Everything should be fine.
782,3,Summer," Dad, can I have my phone back?"
783,3,Jerry," Sure, sweetie. pulls out the stocking and gives Summer her phone, then gives Beth her tablet Everybody, take a device. It'll help you relax."
784,3,Jacob, This is nice.
785,3,Jerry," Yeah. puts an arm around Beth and Jacob I guess we really learned something this Christmas, Jacob."
786,3,Summer," No we didn't, Dad. No we didn't."
787,3,Rick," Too bad about Dr. Bloom. Rick, Annie, and Morty exit the car He was a genius. The only man capable of creating a new Anatomy Park."
788,3,Annie," Actually, I studied Dr. Bloom's work. I believe I have the knowledge necessary to create a new, much safer park!"
789,3,Rick, What about Pirates of the Pancreas...?
790,3,Annie, I think it was one of the most underrated attractions.
791,3,Rick, Booyah! Hold your breath!
792,3,Morty," Hey, wh-wh- What the hell, Rick? What the hell, man? I liked her! I really had somethin' going there, Rick!"
793,3,Rick," Yeah, so I heard. You dodged a bullet, Morty, trust me. whispers Puffy vagina."
794,3,Morty, W-What's wrong with that? That doesn't sound like a problem to me! I dunno!
795,3,Rick," C'mon. Let's get some stuffing, I'm starving."
796,3,Rick," Oh, unbelievable. We got a bunch of robot computer people sittin' around with their faces stuffed in computer screens. No one acknowledges him. Do you realize Christ was born today? Jesus Christ our Savior was born today! A-A-A-Are you people even human? What kind of Christmas is this?"
797,3,Annie,"
through speaker phoneHey Rick! Rick, can you hear me?"
798,3,Rick," Loud and clear, Annie."
799,3,Annie," Great! We're also on with Alejandro, our Chief Imaginarian—"
800,3,Alejandro, Hey Rick.
801,3,Annie," Natalie Jacobs and Chris Desiter from Microscopic Marketing, Zach from Organ Concepts and Jamie from New Media."
802,3,Rick, Hey everybody.
803,3,All," Hey, hi Rick, how's it goin'. etc.
"
804,3,Annie, So. Pirates of the Pancreas.
805,3,Rick," Yeah, talk to me."
806,3,Alejandro," Hey Rick, it's Alejandro speaking. Um, so we asked ourselves internally, we asked ourselves over here, “Okay, what does a pancreas do?” Rick begins to look agitated. And the answer was, does it make pirates? No. It makes insulin, you know? So we're starting with a new—"
807,3,Ethan," So those guys are inside me, huh? Like, building a park?"
808,3,Rick," Those guys are inside you building a piece of shit, Ethan! They're inside you building a monument to compromise! Fuck. Fuck those people. Fuck this whole thing, Ethan."
809,3,Ethan, ... Cool. And who pays me?
810,4,Rick:," T-t-t-this is just sloppy craftsmanship.
"
811,4,Morty," Hey, Rick. Boy, sure is really especially beautiful out there today,
huh?
"
812,4,Rick:," Oh, yes, Morty. It's almost "
813,4,Morty:," Yeah, you know? There's something about the air. And just the way the sunshine is.
"
814,4,Rick:," Oh, sure, buddy. Yeah. Sure. B-brilliant. Very convincing.
"
815,4,Morty:," Wh… convincing?
"
816,4,Rick:," Oh! Responsive, too! In real time! I love it!
"
817,4,Morty:," Uhhokay.
"
818,4,Beth," *robotic* I’m going to work. Morty, good morning. Dad, good morning. I am going to work. Goodbye. (Beth drives away.)
"
819,4,Morty:," What's with Mom?
"
820,4,Rick:," Oh, what's with Mom? So, you're saying that she's acting weird? How soph—*burp*—isticated. Careful, guys. You're gonna burn out the CPU with this one.
"
821,4,Morty:," Okay, you know what, Rick? You're acting weird, too.
"
822,4,Rick:," Whatever, quote-unquote “Morty.”
"
823,4,Morty:," Alright, well I'll see you after school. (Walks into the side of the garage.) Ow! Oof! Ugh! Damn it! I'm all right. I'm okay.
"
824,4,Mr. Goldenfold," Alright, who can tell me what 5 x 9 is? (Students whisper.) Morty?
"
825,4,Morty:," Uh, me?
"
826,4,Mr. Goldenfold:," What is 5 x 9?
"
827,4,Morty:," Um, you know, it's, uh, at least 40.
"
828,4,Mr. Goldenfold:," Morty, that's exactly correct! 5 x 9 "
829,4,Jessica," Whoo! Way to go, Morty!
"
830,4,Mr. Goldenfold:," Everybody, this is the best student. I want you to be the teacher today. *sits down at a desk* Teach us, Morty!
"
831,4,Rick:," *spying from outside* Interesting…
"
832,4,Morty:," W-w-w-what do you want me to teach you?
"
833,4,Student:," Ooh, ooh! How do you make "
834,4,Mr. Goldenfold:," Oh, that's a good question.
"
835,4,Morty:," Concentrated huh?
"
836,4,Mr. Goldenfold:," Concentrated dark matter. The fuel for accelerated space travel. Now, do you know how to make it?
"
837,4,Morty:," Uhhh…
"
838,4,Jessica:," Come on, Morty. Isn't your grandpa, like, a scientist?
"
839,4,Morty:," Oh, yeah, but, you know, he told me that I shouldn't go around spouting off about, you know, his science and stuff.
"
840,4,Jessica:," I bet you've seen him make concentrated dark matter a lot. You know, if you tell us, I’ll be your girlfriend.
"
841,4,Morty:," Uh, y-you will?
"
842,4,Mr. Goldenfold:," Seems like a rare opportunity, Morty.
"
843,4,Rick:," *kicks open the door* Morty, u-uh, come on. There's a family emergency.
"
844,4,Mr. Goldenfold:," Stop right there! If he leaves, I'm giving him an F!
"
845,4,Rick:," He doesn't care.
"
846,4,Morty:," Aw, man! (Rick drags him to the locker room.) Rick, I have to go back! I think I was about to get married! *falls down* Ugh!
"
847,4,Rick:," Take a shower with me, Morty.
"
848,4,Morty:," What?!
"
849,4,Rick:," Listen to me, Morty. Get your clothes off and get in the shower right now. *strips* Y-y-y-you got to trust me, Morty.
"
850,4,Morty:," Ugh! I'm gonna get an F in class, Rick. *strips*
"
851,4,Rick:," Morty, that's not class. T-t-t-that wasn't your teacher. This isn't your school. This entire world is not the world. We're
inside a huge simulation chamber on an alien spaceship.
"
852,4,Morty:," Wait a minute. W-what are you talking about?
"
853,4,Rick:," It’s all fake *burps* Morty, all of it. Nanobotic renderings, a bunch of… crazy, fake nonsense, Morty. I couldn't say so until we
got in the shower. They won't monitor us in here.
"
854,4,Morty:," Monitor us?! *looks around and tries to cover himself* W-who?!
"
855,4,Rick:, 
856,4,Morty:," Aw, come on, Rick. If everyone’s just gonna be insane today, at least let me be insane with Jessica.
"
857,4,Rick:," I can’t let you do that, Morty.
"
858,4,Morty:," Give it to me!
"
859,4,Rick:," No! You give it to me!
"
860,4,Morty:," G-g-give it!
"
861,4,Rick:," Morty, come on! Morty!
"
862,4,Morty:," No, Rick!
"
863,4,Zigerion 1:," Oh, god, sir! They're still naked! Ugh.
"
864,4,Prince Nebulon," Well, check every five quintons and tell me when they're not!
"
865,4,Zigerion 1:," I think we should make Kevin look, sir.
"
866,4,Kevin," What?! No! W-w-why would you even say that?
"
867,4,Stu," Uh, sir, we have a situation over here.
"
868,4,Prince Nebulon:," If there's a wiener on that monitor, I swear to god, Stu.
"
869,4,Stu:," Something is drawing a lot of processing power. Oh, wait. No wonder. ("
870,4,Jerry:," Okay, Jerry, big pitch meeting. Make-or-break time. *trims nostril hairs while driving* You can do this.
"
871,4,Prince Nebulon:," How did this happen?! Where's the Abductions Department?
"
872,4,Zigerion 2:," Hey, man, Abductions just follows the acquisition order.
"
873,4,Zigerion 3:," Don't put this on Acquisitions! We only acquire humans that haven't been simulated!
"
874,4,Kevin:," Well, Simulations doesn't simulate anybody that's been abducted, so—
"
875,4,Prince Nebulon:," Oh, I see! Oh, oh! It was no one's fault. Oh, okay. I'm sorry. Well, then, problem solved. Oh, wait no. *shouts* There's still another human in here! Who is he?
"
876,4,Stu:," Rick's son-in-law, Jerry Smith. So far, he hasn't noticed he's in a simulation.
"
877,4,Prince Nebulon:," *sighs* Well, cap his sector at 5% processing, keep his settings on auto, and we'll deal with him later. Rick Sanchez is the target.
"
878,4,Jerry:," *inhales deeply* Gotta relax. It's just a pitch. Gotta relax.
"
879,4,Radio:," This is earth radio. And now, here's…human music.
"
880,4,Jerry:," Hmm. Human music. I like it. *rocks head side to
side in rhythm with the music*
"
881,4,Morty:," Rick!
"
882,4,Rick:," Uhp, uhp, uhp! Morty, keep your hands off your ding-dong! It's the only way we can speak freely.
Look around you, Morty. Do you really think this world is real? You'd have to be an idiot not to notice all the sloppy details. Look, that guy's putting a
bun between two hot dogs.
"
883,4,Morty:," I don't know, Rick. I mean, I’ve seen people do that before.
"
884,4,Rick:," Well, look at that old lady. She's, she's walking a cat on a leash.
"
885,4,Morty:," Uh, Mrs. Spencer does that all the time, Rick.
"
886,4,Rick:," Look, I-I-I don't wanna hear about Mrs. Spencer, Morty! She's an idiot! Alright, alright, there. W-what about that, Morty?
"
887,4,Morty:," Okay, okay, you got me on that one.
"
888,4,Rick:," Oh, really, Morty? Are you sure you haven't seen that somewhere in real life before?
"
889,4,Morty:," No, no. I haven't seen that. I mean, why would a Poptart wanna live inside a toaster, Rick? I mean, that would be, like, the scariest place for them to live. You know what I mean?
"
890,4,Rick:," You're missing the point, Morty. Why would he drive a smaller toaster with wheels? I mean, does your car look like a smaller version of your house? No.
"
891,4,Morty:," So, why are they doing this? W-what do they want? 
"
892,4,Rick:," Well, that would be obvious to you, Morty, if you'd been paying attention.
"
893,4,Paramedic:," We got the president of the United States in here! We need 10cc of concentrated dark matter, stat, or he'll die!
"
894,4,Morty:," Concentrated dark matter! They were asking about that in class.
"
895,4,Rick:," Yeah, it's a special fuel I invented to travel through
space faster than anybody else. These Zigerions are always trying to scam me out of my secrets, but they made a big mistake this time, Morty. They dragged you into this. Now they're gonna pay!
"
896,4,Morty:," Wait, wha, w-w-what are we gonna do?
"
897,4,Rick:," We'll scam the scammers, Morty. And we're gonna take them for everything they've got.
"
898,4,Jerry:," National Apple Farmers of America…
"
899,4,Jerry:," Welcome to our ad agency. I'm Jerry Smith. (Audience stares blankly.) Alright. I'll just get to the pitch. Um, simple question,
gentlemen, *hoarsely* what are apples? *clears throat* Excuse me. *drinks some
water* Ahh. *coughs, clears throat* What are apples? *pulls poster board to the front of the room* Apples are food. And when do we need food? When we're hungry. (Audience stares blankly.) With that, I give you your new slogan! (Flips paper to reveal sign saying “Hungry for Apples?” Audience continues staring.) Well, say something! Do you like it?
"
900,4,Jerry:," You do?
"
901,4,All:," Yes.
"
902,4,Jerry:," So I sold it? I sold the idea?
"
903,4,All:," Yes.
"
904,4,Jerry:," Oh my god! Thank you!
"
905,4,All:," *shaking each others’ hands* Thank you. You're welcome.
"
906,4,Jerry:," Hey! I just sold my first pitch!
"
907,4,Old man:," Slow down!
"
908,4,Woman:," Lookin' good.
"
909,4,Mailman:," My man!
"
910,4,Simulation Beth:," (at Simulation Smith house) *answers phone* Hello.
"
911,4,Jerry:," Guess who just sold the apples campaign.
"
912,4,Simulation Beth:," Who just sold the apples campaign?
"
913,4,Jerry:," Me! I guess it wasn't a rip-off of ""got milk?"" after all. Guess someone was wrong.
"
914,4,Simulation Beth:," Yes.
"
915,4,Jerry:," Well, all is forgiven, because right now, I’ve got an erection the size
of an East Coast lighthouse, and I’m coming home to share it with my beautiful
wife.
"
916,4,Simulation Beth:," Okay.
"
917,4,Jerry:," Wait, really?
"
918,4,Simulation Beth:," Yes.
"
919,4,Jerry:," Yes! See you in 10 minutes! *hangs up, shouts* Hey! I'm going to make love to my wife!
"
920,4,Woman:," Lookin' good.
"
921,4,Old man:," Slow down!
"
922,4,Mailman:," My man! *glitches into a tree*
"
923,4,Morty:," Aw, geez, Rick. I-I don't know if I like this plan,you know? I mean, crowds, t-t-t-they have a tendency to make me really nervous.
"
924,4,Rick:," Morty, relax. It's just a bunch of 1s and 0s out there. You're gonna be fine. (Lowers Morty’s pants slightly and puts a hat on him.) Just follow my lead. (Rick and Morty fist bump.) Yo, deejay, drop that beat.
"
925,4,Rick:," Uh-oh, Morty. This
crowd looks too small for one of our famous rap concerts. I don't think we can
perform our new song, ""The Recipe for Concentrated Dark Matter,"" for a crowd this tiny.
"
926,4,Rick:," Now that’s more like it! Morty, here we go. Let me hear everybody say ""hey-oh!"" yeah! (Crowd cheers.) All the ladies say, ""yeah!"" (Ladies cheer.) Everybody over thirty, do this with your hands! Everybody with a red shirt, jump up and down! (People start glitching.)
"
927,4,Jerry:," *kisses Beth, who is still in front of the phone* Mm. Mm. Mm. Yeah, don't move. Mm, mm, mm, mm! Mm!
"
928,4,Rick:," Yo, everyone whose first name begins with an ""L"" who isn't Hispanic, walk in a circle the same number of times as the square root of your age times ten! (Simulation freezes. Rick and Morty jump offstage.) Run, Morty! Before the system reboots!
"
929,4,Jerry:," Yeah! You like that? Now who's unremarkable? You hungry for apples? Are you hungry for apples?!
"
930,4,Jerry:," Oh, my god. That's the best sex I've ever had in my life. It's… it's too good. I don't deserve this, Beth. I'm a fraud.
"
931,4,Morty:," Oh, man, Rick! W-w-w-where we running to?
"
932,4,Rick:," Out of the simulation, Morty. Normally, the chamber
operates like a treadmill, with the virtual world disappearing behind us and being rendered in front of us as we move through it, but while it's frozen, Morty, we can get to…the edge. Here we go. *jumps off the edge*
"
933,4,Morty:," Holy crap!
"
934,4,Rick:," Come on, Morty.
"
935,4,Morty:," *jumps off edge*
"
936,4,Zigerion:," Sir, they're over the edge.
"
937,4,Prince Nebulon:," Yes, they are. Just as planned. *evil laughter, others join in* Oh, this is going to be such a mindfuck!
"
938,4,Rick:," Keep your eyes peeled for the central processing room, Morty. That's how we're gonna scam these idiots.
"
939,4,Morty:," So, hey, why do these aliens keep coming after you, Rick, if you're so much smarter than them?
"
940,4,Rick:," It's an obsession for them at this point. The Zigerions have been trying to outsmart me for years, Morty. Every time they do, I'm one step ahead of them. *finds central processing room* Aha! Here we go. *starts collecting chips* Grab as many processors as you can carry, Morty. These guys aren't good at much, but they're really good at making these chips.
"
941,4,Morty:," I’ve got so many, I can barely hold them all! *holding chips in his shirt* Look at, look at this. Oops. I dropped one.
"
942,4,Rick:," Don't worry about it, Morty. There's plenty of them, you little goofball. (Both laugh and toss chips at each other playfully.) Come here, Morty! Oh, I gotcha!
"
943,4,Morty:," Come on, quit it, Rick! Quit it!
"
944,4,Rick:," Nothing wrong with just a little bit of horseplay every now and then, little fella.
"
945,4,Morty:," Wow. What do you know? Huh. That was easy.
"
946,4,Rick:," Totes malotes, dawg.
"
947,4,Morty:," Just kind of hard to believe, you know?
"
948,4,Rick:," Believe it, Morty. And once again, I'm flying away with everything I can carry, and the Zigerions got nothing of mine.
"
949,4,Jerry:," Mr. Marklevitz, do you have a minute to talk?
"
950,4,Mr. Marklevitz:," *snaps fingers* Yes.
"
951,4,Jerry:," Look, I’m a fraud. I mean, let's face it. ""Hungry for apples"" is just a rip-off of ""Got milk?"" It's almost identical.
"
952,4,Mr. Marklevitz:," *snaps fingers* Yes.
"
953,4,Jerry:," Okay. I deserve that. Um, I guess I'll just pack up my desk.
"
954,4,Mr. Marklevitz:," *snaps fingers* Yes.
"
955,4,Jerry:," *crying* Oh my god. Wait. You know what?! No! The milk people don't have
a patent on simple rhetorical questions! Y-You— There's not even a single word in ""Hungry for Apples"" that's shared by ""Got milk?"" It's a completely different slogan. It's different! And I shouldn't be fired. I should be promoted!
"
956,4,Mr. Marklevitz:," *snaps fingers* Yes.
"
957,4,Jerry:," Yeah! Wait. Really?
"
958,4,Mr. Marklevitz:," *snaps fingers* Yes.
"
959,4,Jerry:," Yes! I mean, it may be derivative, but it's the most successful campaign to come out of this agency in a long time.
"
960,4,Mr. Marklevitz:," *snaps fingers* Yes.
"
961,4,Jerry:," I-I’m not saying it should win an award for commercials, but it could certainly be nominated for an award for commercials specifically about apples, like an Appley or something.
"
962,4,Mr. Marklevitz:," *snaps fingers* Yes.
"
963,4,Jerry:," Is there really an award called the Appley for apple-related ad campaigns?
"
964,4,Mr. Marklevitz:," *snaps fingers* Yes.
"
965,4,Jerry:," Could we nominate me?
"
966,4,Mr. Marklevitz:," *snaps fingers* Yes.
"
967,4,Jerry:," Holy crap!
"
968,4,Rick:," Get in, Morty. I'm gonna be able to use these processors to make some real important science stuff. (Keypad beeps.) Huh. I thought I entered the code right. (Keypad beeps.)
"
969,4,Prince Nebulon:," Well, what's this? W-what could this possibly be? Because it looks like you're inside a simulation…inside a simulation. You're still on the ship. Game-day bucket go boom!
"
970,4,Cynthia," Sir, the, uh, doctor's appointment to examine the discoloration on your butthole flaps was—
"
971,4,Prince Nebulon:," Too loud, Cynthia. Too loud and too specific.
"
972,4,Rick:," Uhh…
"
973,4,Prince Nebulon:," We've known how to make concentrated dark matter for a long time. But now we also know the code to your fabled safe, Rick Sanchez! All your most valuable secrets will now be ours!
"
