Date,User_ID,Steps,Calories,Distance,Active_Minutes,Heart_Rate,Sleep_Duration
2024-01-06,18,17749,2207,14.2,91,84,6.9
2024-01-07,18,4649,2424,3.72,43,74,5.0
2024-01-08,18,7692,3041,6.15,76,65,5.5
2024-01-09,18,10476,1515,8.38,112,82,5.2
2024-01-10,18,4599,2894,3.68,32,64,7.5
2024-01-11,18,19690,1585,15.75,70,75,7.6
2024-01-12,18,5817,1888,4.65,40,78,4.9
2024-01-13,18,5826,1607,4.66,35,74,5.7
2024-01-14,18,14102,3486,11.28,118,86,7.6
2024-01-15,18,16960,2516,13.57,46,98,7.1
2024-01-16,18,3893,1878,3.11,47,84,5.6
2024-01-17,18,15153,3342,12.12,62,92,4.5
2024-01-18,18,15429,2527,12.34,31,66,4.5
2024-01-19,18,6710,2477,5.37,103,69,5.0
2024-01-20,18,9586,1613,7.67,37,77,4.6
2024-01-21,18,5255,1501,4.2,84,89,6.0
2024-01-22,18,17588,1567,14.07,86,72,8.7
2024-01-23,18,17678,2315,14.14,94,79,7.0
2024-01-24,18,17904,1868,14.32,117,64,7.0
2024-01-25,18,6409,1888,5.13,100,70,7.8
2024-01-26,18,18919,3316,15.14,34,95,5.6
2024-01-27,18,10014,2485,8.01,30,79,8.9
2024-01-28,18,17350,3013,13.88,32,90,5.7
2024-01-29,18,15436,2398,12.35,114,85,8.5
2024-01-30,18,10423,3091,8.34,58,88,5.8
2024-01-01,19,14817,3369,11.85,68,99,7.3
2024-01-02,19,13680,1888,10.94,87,99,5.0
2024-01-03,19,13774,2507,11.02,85,90,5.5
2024-01-04,19,15375,2001,12.3,57,95,8.7
2024-01-05,19,6501,2675,5.2,33,85,5.0
2024-01-06,19,16721,2617,13.38,82,73,8.3
2024-01-07,19,9168,2250,7.33,70,60,7.6
2024-01-08,19,8887,3025,7.11,72,93,7.1
2024-01-09,19,4083,3485,3.27,59,86,8.2
2024-01-10,19,15473,2983,12.38,114,89,8.1
2024-01-11,19,6176,2982,4.94,34,80,7.1
2024-01-12,19,5157,2337,4.13,100,81,4.5
2024-01-13,19,15678,2479,12.54,100,95,5.0
2024-01-14,19,8414,2786,6.73,81,83,5.4
2024-01-15,19,10516,1633,8.41,47,61,5.9
2024-01-16,19,14785,3071,11.83,58,93,4.6
2024-01-17,19,6264,2455,5.01,88,72,4.9
2024-01-18,19,17916,2439,14.33,50,61,6.7
2024-01-19,19,13011,1680,10.41,36,89,4.3
2024-01-20,19,9352,2083,7.48,73,73,7.8
2024-01-21,19,11015,1798,8.81,52,79,8.6
2024-01-22,19,19544,3305,15.64,36,84,8.5
2024-01-23,19,3566,2679,2.85,114,85,8.5
2024-01-24,19,8059,1645,6.45,46,97,7.2
2024-01-25,19,9018,1790,7.21,52,71,7.8
2024-01-26,19,10085,1853,8.07,37,96,5.0
2024-01-27,19,17405,2375,13.92,94,100,6.6
2024-01-28,19,12130,1726,9.7,89,84,7.0
2024-01-29,19,14365,1895,11.49,116,93,4.3
2024-01-30,19,5922,3212,4.74,95,65,5.2
2024-01-01,20,10175,1895,8.14,58,84,6.0
2024-01-02,20,13970,2539,11.18,96,100,7.6
2024-01-03,20,14776,2400,11.82,118,78,6.4
2024-01-04,20,4732,2809,3.79,116,87,6.8
2024-01-05,20,6420,2172,5.14,89,70,7.9
2024-01-06,20,17242,1512,13.79,39,75,8.6
2024-01-07,20,4031,1721,3.22,50,85,6.5
2024-01-08,20,7951,2526,6.36,40,67,9.0
2024-01-09,20,9782,1983,7.83,106,60,6.5
2024-01-10,20,3116,2024,2.49,83,71,7.2
2024-01-11,20,13886,3265,11.11,77,98,7.8
2024-01-12,20,17879,2905,14.3,79,85,7.8
2024-01-13,20,3477,1866,2.78,30,93,6.5
2024-01-14,20,13484,3237,10.79,34,100,6.1
2024-01-15,20,8170,1778,6.54,120,66,5.8
2024-01-16,20,15517,2087,12.41,54,71,6.3
2024-01-17,20,3409,1786,2.73,32,87,6.8
2024-01-18,20,19924,1837,15.94,54,60,9.0
2024-01-19,20,15331,1536,12.26,115,97,6.8
2024-01-20,20,14801,2003,11.84,58,61,5.0
2024-01-21,20,10381,3460,8.3,96,86,7.6
2024-01-22,20,16121,1587,12.9,69,93,8.9
2024-01-23,20,14965,3392,11.97,51,84,8.4
2024-01-24,20,7426,2985,5.94,76,77,8.1
2024-01-25,20,6904,3167,5.52,30,72,6.6
2024-01-26,20,15038,2128,12.03,95,69,5.0
2024-01-27,20,14807,2134,11.85,78,73,6.2
2024-01-28,20,5475,1606,4.38,77,98,8.0
2024-01-29,20,16069,2360,12.86,74,85,4.6
2024-01-30,20,8423,1675,6.74,47,63,7.0
2024-01-01,21,11893,3008,9.51,88,73,7.8
2024-01-02,21,6983,2808,5.59,116,74,8.7
2024-01-03,21,7868,2447,6.29,105,64,8.5
2024-01-04,21,10210,1538,8.17,46,89,7.5
2024-01-05,21,9898,2067,7.92,41,94,8.1
2024-01-06,21,15090,3228,12.07,77,67,4.2
2024-01-07,21,9870,2045,7.9,62,80,5.3
2024-01-08,21,14024,2542,11.22,112,60,7.4
2024-01-09,21,14130,1695,11.3,53,69,4.6
2024-01-10,21,18578,2425,14.86,62,92,4.1
2024-01-11,21,5346,1789,4.28,118,72,4.9
2024-01-12,21,14581,1967,11.66,31,65,7.4
2024-01-13,21,15723,2037,12.58,98,89,7.3
2024-01-14,21,13843,2511,11.07,65,84,6.3
2024-01-15,21,4880,2208,3.9,56,91,5.4
2024-01-16,21,11379,3073,9.1,51,61,7.1
2024-01-17,21,4358,2245,3.49,72,70,5.6
2024-01-18,21,13700,3172,10.96,61,91,7.1
2024-01-19,21,10238,1544,8.19,45,95,8.1
2024-01-20,21,12825,1968,10.26,91,86,8.6
2024-01-21,21,10984,2523,8.79,103,99,8.3
2024-01-22,21,17346,2234,13.88,86,83,5.2
2024-01-23,21,17679,3224,14.14,91,69,8.7
2024-01-24,21,11287,3334,9.03,37,71,8.9
2024-01-25,21,18881,3014,15.1,88,75,5.8
2024-01-26,21,5646,2466,4.52,105,75,4.9
2024-01-27,21,6855,2394,5.48,49,88,6.4
2024-01-28,21,14371,2309,11.5,41,69,7.6
2024-01-29,21,10611,2690,8.49,35,83,8.1
2024-01-30,21,16443,2955,13.15,89,65,4.3
2024-01-01,22,12823,1850,10.26,70,61,7.4
2024-01-02,22,10729,2054,8.58,66,91,8.3
2024-01-03,22,14071,2319,11.26,73,86,8.7
2024-01-04,22,16964,2921,13.57,47,60,5.3
2024-01-05,22,19236,1852,15.39,43,65,5.6
2024-01-06,22,5509,2170,4.41,54,79,4.5
2024-01-07,22,16250,2558,13.0,67,77,8.0
2024-01-08,22,9698,2832,7.76,71,97,8.7
2024-01-09,22,10619,2579,8.5,31,80,6.2
2024-01-10,22,12802,3051,10.24,96,71,7.3
2024-01-11,22,14860,2519,11.89,72,90,8.4
2024-01-12,22,9794,1870,7.84,49,62,5.4
2024-01-13,22,15337,2749,12.27,32,68,5.3
2024-01-14,22,9208,2151,7.37,65,77,8.5
2024-01-15,22,16850,2988,13.48,87,64,6.1
2024-01-16,22,18760,2129,15.01,76,80,8.2
2024-01-17,22,15158,1811,12.13,69,86,7.7
2024-01-18,22,5868,1611,4.69,62,78,4.7
2024-01-19,22,3989,2117,3.19,90,92,5.5
2024-01-20,22,9512,3363,7.61,118,77,7.4
2024-01-21,22,8501,2041,6.8,65,87,4.5
2024-01-22,22,17889,3435,14.31,98,69,4.3
2024-01-23,22,6042,2130,4.83,49,88,4.9
2024-01-24,22,6125,1603,4.9,41,70,4.4
2024-01-25,22,6179,2842,4.94,91,96,6.9
2024-01-26,22,16137,2482,12.91,109,80,5.2
2024-01-27,22,3640,2521,2.91,44,63,8.6
2024-01-28,22,14209,3114,11.37,81,63,5.9
2024-01-29,22,5236,2681,4.19,72,91,6.8
2024-01-30,22,9236,3092,7.39,34,90,4.3
2024-01-01,23,17134,3380,13.71,39,96,5.6
2024-01-02,23,18135,1949,14.51,54,75,4.8
2024-01-03,23,18109,2261,14.49,56,66,8.6
2024-01-04,23,13980,3280,11.18,53,100,5.5
2024-01-05,23,7550,2552,6.04,65,64,5.9
2024-01-06,23,13399,3471,10.72,83,72,5.3
2024-01-07,23,18162,2806,14.53,62,95,4.5
2024-01-08,23,4640,1500,3.71,60,72,5.0
2024-01-09,23,14509,2979,11.61,77,84,6.8
2024-01-10,23,12495,2163,10.0,78,66,6.6
2024-01-11,23,10398,2579,8.32,88,84,4.8
2024-01-12,23,15400,3036,12.32,95,98,8.2
2024-01-13,23,3398,1867,2.72,36,68,5.0
2024-01-14,23,16497,3184,13.2,93,98,7.5
2024-01-15,23,13572,1545,10.86,75,98,7.7
2024-01-16,23,5467,2290,4.37,89,69,7.1
2024-01-17,23,7473,3319,5.98,38,83,8.3
2024-01-18,23,10902,3261,8.72,86,83,4.9
2024-01-19,23,13712,1864,10.97,50,62,6.9
2024-01-20,23,18821,3022,15.06,93,93,5.0
2024-01-21,23,8396,2884,6.72,66,93,6.4
2024-01-22,23,14096,3433,11.28,50,79,4.2
2024-01-23,23,16521,2515,13.22,97,80,4.1
2024-01-24,23,7415,3253,5.93,96,63,4.1
2024-01-25,23,7786,2374,6.23,51,85,4.4
2024-01-26,23,13466,2705,10.77,111,84,6.3
2024-01-27,23,15723,3156,12.58,58,85,4.6
2024-01-28,23,6387,3176,5.11,90,62,4.7
2024-01-29,23,15275,1752,12.22,92,93,8.5
2024-01-30,23,5297,3374,4.24,115,73,7.5
2024-01-01,24,18874,2416,15.1,115,80,4.3
2024-01-02,24,5741,3083,4.59,107,99,6.1
2024-01-03,24,9552,2028,7.64,75,76,4.4
2024-01-04,24,10533,2301,8.43,91,85,8.0
2024-01-05,24,17004,3117,13.6,54,60,5.8
2024-01-06,24,19942,2685,15.95,57,68,6.4
2024-01-07,24,7588,3225,6.07,47,83,4.2
2024-01-08,24,16736,3479,13.39,80,82,6.3
2024-01-09,24,13309,2234,10.65,83,78,6.5
2024-01-10,24,14941,2202,11.95,99,60,7.8
2024-01-11,24,10048,1792,8.04,111,69,6.0
2024-01-12,24,17086,3252,13.67,104,66,4.9
2024-01-13,24,19949,1908,15.96,73,71,7.2
2024-01-14,24,18594,2730,14.88,50,69,5.4
2024-01-15,24,6197,2572,4.96,107,85,6.5
2024-01-16,24,12702,2405,10.16,120,99,8.1
2024-01-17,24,18760,2447,15.01,86,91,8.4
2024-01-18,24,17286,3406,13.83,84,78,8.5
2024-01-19,24,14876,2063,11.9,111,83,7.5
2024-01-20,24,8916,2364,7.13,114,68,8.4
2024-01-21,24,3576,2285,2.86,79,85,8.6
2024-01-22,24,3046,1534,2.44,73,75,7.5
2024-01-23,24,15165,2122,12.13,114,93,5.8
2024-01-24,24,4719,1874,3.78,106,62,6.9
2024-01-25,24,7190,2695,5.75,79,75,4.9
2024-01-26,24,12367,1635,9.89,103,77,4.3
2024-01-27,24,18043,2621,14.43,120,67,8.7
2024-01-28,24,4066,3303,3.25,113,88,7.3
2024-01-29,24,8633,2322,6.91,34,98,7.5
2024-01-30,24,11806,2624,9.44,34,84,7.6
2024-01-01,25,3260,1690,2.61,118,92,6.1
2024-01-02,25,7188,2880,5.75,80,68,6.6
2024-01-03,25,18655,3369,14.92,78,75,5.6
2024-01-04,25,4715,2789,3.77,46,92,5.5
2024-01-05,25,8481,2739,6.78,120,83,7.5
2024-01-06,25,14543,2156,11.63,85,90,4.2
2024-01-07,25,4765,1587,3.81,94,90,5.6
2024-01-08,25,5124,2360,4.1,71,75,9.0
2024-01-09,25,15383,2975,12.31,46,64,7.4
2024-01-10,25,11637,3139,9.31,104,69,6.2
2024-01-11,25,13661,2534,10.93,101,69,5.2
2024-01-12,25,8811,2427,7.05,99,98,7.9
2024-01-13,25,16173,3295,12.94,115,93,8.8
2024-01-14,25,17856,2100,14.28,36,89,6.0
2024-01-15,25,13080,2653,10.46,44,65,7.9
2024-01-16,25,10430,1751,8.34,88,62,6.1
2024-01-17,25,11866,2040,9.49,79,88,5.3
2024-01-18,25,4898,1670,3.92,75,91,7.9
2024-01-19,25,3097,2163,2.48,88,96,4.9
2024-01-20,25,5879,1738,4.7,104,82,5.1
2024-01-21,25,5797,3479,4.64,118,73,4.3
2024-01-22,25,13066,2186,10.45,115,78,7.7
2024-01-23,25,7778,3199,6.22,88,64,8.0
2024-01-24,25,3643,2653,2.91,91,98,8.3
2024-01-25,25,9604,1862,7.68,71,70,6.4
2024-01-26,25,7872,2377,6.3,80,81,6.3
2024-01-27,25,16588,1619,13.27,44,89,7.0
2024-01-28,25,19908,2640,15.93,98,93,5.6
2024-01-29,25,16155,2865,12.92,73,65,4.5
2024-01-30,25,9446,2825,7.56,109,89,8.3
2024-01-01,26,15217,2502,12.17,115,96,4.8
2024-01-02,26,14770,3192,11.82,75,80,8.1
2024-01-03,26,5661,2737,4.53,93,62,5.6
2024-01-04,26,14999,1792,12.0,61,86,4.1
2024-01-05,26,12337,1534,9.87,59,78,4.7
2024-01-06,26,11935,2412,9.55,74,97,4.1
2024-01-07,26,11368,1727,9.09,106,99,5.7
2024-01-08,26,8660,1914,6.93,116,81,4.4
2024-01-09,26,16098,2224,12.88,77,69,4.4
2024-01-10,26,18947,1903,15.16,50,97,4.1
2024-01-11,26,19378,3096,15.5,69,93,7.1
2024-01-12,26,6873,2017,5.5,31,62,5.3
2024-01-13,26,12099,2072,9.68,49,88,8.2
2024-01-14,26,19030,3322,15.22,33,82,7.1
2024-01-15,26,10522,2766,8.42,99,62,4.1
2024-01-16,26,15536,2808,12.43,81,60,5.5
2024-01-17,26,10645,1846,8.52,34,65,8.9
2024-01-18,26,6576,2157,5.26,30,74,8.8
2024-01-19,26,13487,3342,10.79,39,94,4.3
2024-01-20,26,12877,3146,10.3,114,88,8.8
2024-01-21,26,11725,2471,9.38,85,75,4.9
2024-01-22,26,13809,1515,11.05,42,76,5.4
2024-01-23,26,13098,2165,10.48,97,79,8.5
2024-01-24,26,8067,1526,6.45,109,91,4.9
2024-01-25,26,8542,2228,6.83,116,75,5.3
2024-01-26,26,16771,2266,13.42,52,85,6.4
2024-01-27,26,6435,2971,5.15,77,90,7.4
2024-01-28,26,9765,1528,7.81,110,66,8.8
2024-01-29,26,15307,1994,12.25,68,68,6.1
2024-01-30,26,16215,2577,12.97,61,69,6.6
2024-01-01,27,15787,3087,12.63,60,68,6.6
2024-01-02,27,6110,1870,4.89,65,60,8.3
2024-01-03,27,12899,1789,10.32,106,65,5.4
2024-01-04,27,13075,2311,10.46,103,95,6.2
2024-01-05,27,6487,1704,5.19,97,98,5.0
2024-01-06,27,5532,1522,4.43,38,61,8.3
2024-01-07,27,13394,2233,10.72,93,96,4.6
2024-01-08,27,7448,1774,5.96,39,99,4.5
2024-01-09,27,9401,2428,7.52,85,97,8.1
2024-01-10,27,5590,1602,4.47,95,73,5.1
2024-01-11,27,18827,3475,15.06,92,98,8.5
2024-01-12,27,8714,3165,6.97,62,79,7.6
2024-01-13,27,5055,2328,4.04,115,97,6.0
2024-01-14,27,13624,2698,10.9,84,80,7.1
2024-01-15,27,16499,3172,13.2,119,62,8.3
2024-01-16,27,18816,1568,15.05,70,88,6.9
2024-01-17,27,13305,2921,10.64,30,75,6.4
2024-01-18,27,13544,3459,10.84,56,81,6.4
2024-01-19,27,17658,2155,14.13,78,70,5.8
2024-01-20,27,9034,2589,7.23,95,63,4.0
2024-01-21,27,9462,1734,7.57,98,81,5.8
2024-01-22,27,15732,3105,12.59,56,96,7.9
2024-01-23,27,15091,1990,12.07,30,100,5.9
2024-01-24,27,15748,2742,12.6,111,82,5.4
2024-01-25,27,18073,1767,14.46,71,81,7.4
2024-01-26,27,6650,2032,5.32,85,60,4.1
2024-01-27,27,11859,1795,9.49,95,73,4.3
2024-01-28,27,17736,2890,14.19,43,100,5.1
2024-01-29,27,13123,3044,10.5,86,90,7.5
2024-01-30,27,5415,2812,4.33,62,100,6.1
2024-01-01,28,12005,3151,9.6,95,100,5.2
2024-01-02,28,3619,1710,2.9,79,75,4.3
2024-01-03,28,12641,1711,10.11,71,97,7.7
2024-01-04,28,3748,1819,3.0,102,86,7.9
2024-01-05,28,19970,1625,15.98,31,76,6.7
2024-01-06,28,11420,3107,9.14,76,66,8.0
2024-01-07,28,11865,1509,9.49,94,81,5.3
2024-01-08,28,13505,1513,10.8,76,67,6.1
2024-01-09,28,3894,3390,3.12,108,89,8.9
2024-01-10,28,5382,1921,4.31,64,92,7.9
2024-01-11,28,16469,2387,13.18,79,88,8.4
2024-01-12,28,14142,1717,11.31,57,74,8.7
2024-01-13,28,15053,1843,12.04,91,97,7.5
2024-01-14,28,14696,1965,11.76,107,60,6.9
2024-01-15,28,13809,2220,11.05,32,90,8.9
2024-01-16,28,19695,1837,15.76,116,92,8.2
2024-01-17,28,15622,2859,12.5,83,84,4.6
2024-01-18,28,5910,3029,4.73,117,65,8.5
2024-01-19,28,17445,2871,13.96,63,60,5.1
2024-01-20,28,15386,2548,12.31,75,82,6.6
2024-01-21,28,15158,1531,12.13,80,100,5.0
2024-01-22,28,6631,2551,5.3,89,85,7.0
2024-01-23,28,4598,2882,3.68,72,99,9.0
2024-01-24,28,16796,1520,13.44,42,98,4.6
2024-01-25,28,4049,2823,3.24,57,71,5.0
2024-01-26,28,17295,2303,13.84,116,75,5.0
2024-01-27,28,18158,2008,14.53,55,73,8.4
2024-01-28,28,4756,2715,3.8,33,99,7.8
2024-01-29,28,8845,3338,7.08,81,64,7.3
2024-01-30,28,5602,2440,4.48,90,61,7.9
2024-01-01,29,7554,2087,6.04,46,76,4.3
2024-01-02,29,3658,3146,2.93,92,68,4.8
2024-01-03,29,4977,2589,3.98,62,89,4.2
2024-01-04,29,18525,1576,14.82,54,98,4.1
2024-01-05,29,9109,1634,7.29,45,60,4.9
2024-01-06,29,19672,3062,15.74,119,81,5.3
2024-01-07,29,4226,3347,3.38,66,80,8.0
2024-01-08,29,12363,1591,9.89,105,79,5.9
2024-01-09,29,16159,1812,12.93,103,68,5.5
2024-01-10,29,4769,2403,3.82,37,89,4.3
2024-01-11,29,15819,3110,12.66,96,79,8.8
2024-01-12,29,9439,1607,7.55,45,70,4.6
2024-01-13,29,15287,3287,12.23,67,91,8.2
2024-01-14,29,8811,2262,7.05,94,63,7.5
2024-01-15,29,15792,1668,12.63,54,78,4.7
2024-01-16,29,7057,1963,5.65,30,94,5.2
2024-01-17,29,15742,1655,12.59,88,71,5.6
2024-01-18,29,16781,1721,13.42,48,75,7.8
2024-01-19,29,19282,1515,15.43,45,96,4.6
2024-01-20,29,14061,3234,11.25,72,100,8.3
2024-01-21,29,16237,2663,12.99,60,65,8.8
2024-01-22,29,12080,2401,9.66,89,82,5.8
2024-01-23,29,14020,3365,11.22,104,98,8.7
2024-01-24,29,3692,1874,2.95,102,69,8.0
2024-01-25,29,3614,1846,2.89,66,69,8.2
2024-01-26,29,15329,1833,12.26,73,94,6.3
2024-01-27,29,13920,3361,11.14,73,78,8.2
2024-01-28,29,5741,2249,4.59,71,94,7.8
2024-01-29,29,18757,2959,15.01,82,63,4.9
2024-01-30,29,9055,3228,7.24,118,81,7.4
2024-01-01,30,16699,2476,13.36,56,99,7.7
2024-01-02,30,13619,2964,10.9,73,66,8.9
2024-01-03,30,5772,3386,4.62,98,74,6.5
2024-01-04,30,7193,3356,5.75,48,98,6.9
2024-01-05,30,4573,2548,3.66,34,100,7.9
2024-01-06,30,14188,2259,11.35,117,85,7.1
2024-01-07,30,14727,1626,11.78,76,91,5.4
2024-01-08,30,10410,2956,8.33,75,95,7.0
2024-01-09,30,18740,1609,14.99,56,82,8.0
2024-01-10,30,18454,1719,14.76,51,77,6.6
2024-01-11,30,3225,2294,2.58,50,77,7.9
2024-01-12,30,13453,3173,10.76,57,76,7.8
2024-01-13,30,17396,2779,13.92,99,85,5.2
2024-01-14,30,19402,3007,15.52,30,82,6.7
2024-01-15,30,9691,2289,7.75,100,72,6.9
2024-01-16,30,6406,2777,5.12,70,63,8.7
2024-01-17,30,13098,3351,10.48,57,84,7.3
2024-01-18,30,14279,2054,11.42,59,88,5.3
2024-01-19,30,6215,2507,4.97,114,95,8.5
2024-01-20,30,4150,2786,3.32,55,81,7.6
2024-01-21,30,7797,2852,6.24,33,61,5.0
2024-01-22,30,14487,3478,11.59,43,96,6.9
2024-01-23,30,17987,2322,14.39,71,81,5.4
2024-01-24,30,17654,1833,14.12,88,93,8.9
2024-01-25,30,6099,2463,4.88,96,75,5.9
2024-01-26,30,8578,1748,6.86,95,70,8.1
2024-01-27,30,10867,3061,8.69,104,88,7.8
2024-01-28,30,8098,1940,6.48,93,89,5.5
2024-01-29,30,4214,1612,3.37,40,84,4.1
2024-01-30,30,10624,1816,8.5,73,88,7.4
2024-01-01,31,18650,3305,14.92,40,100,6.1
2024-01-02,31,9665,1540,7.73,100,98,5.2
2024-01-03,31,3145,2598,2.52,80,78,8.8
2024-01-04,31,10495,2124,8.4,82,67,5.4
2024-01-05,31,12951,1574,10.36,89,68,7.5
2024-01-06,31,4210,1832,3.37,86,69,6.3
2024-01-07,31,17534,3322,14.03,106,98,4.9
2024-01-08,31,13734,2713,10.99,69,70,4.4
2024-01-09,31,3313,1706,2.65,45,80,6.4
2024-01-10,31,6008,3153,4.81,44,89,4.9
2024-01-11,31,11725,1798,9.38,111,71,5.4
2024-01-12,31,15481,3096,12.38,85,62,4.5
2024-01-13,31,13792,2937,11.03,112,95,8.8
2024-01-14,31,11552,3292,9.24,118,79,5.5
2024-01-15,31,7356,3440,5.88,97,85,7.7
2024-01-16,31,4882,1618,3.91,108,63,4.7
2024-01-17,31,12875,2058,10.3,115,89,5.4
2024-01-18,31,8628,2598,6.9,112,82,4.3
2024-01-19,31,15672,2358,12.54,57,85,7.0
2024-01-20,31,14751,3197,11.8,115,100,7.8
2024-01-21,31,3481,2707,2.78,101,62,4.9
2024-01-22,31,10283,2118,8.23,34,68,5.5
2024-01-23,31,7186,3380,5.75,89,61,8.6
2024-01-24,31,10417,2205,8.33,30,74,7.4
2024-01-25,31,5882,1845,4.71,45,95,4.4
2024-01-26,31,4083,2385,3.27,117,92,6.4
2024-01-27,31,8138,1726,6.51,80,70,4.5
2024-01-28,31,16140,2342,12.91,89,93,7.8
2024-01-29,31,4315,3309,3.45,73,99,5.8
2024-01-30,31,7779,1531,6.22,34,80,5.4
2024-01-01,32,18836,2089,15.07,38,66,4.6
2024-01-02,32,16206,1537,12.96,55,64,7.3
2024-01-03,32,4969,2238,3.98,77,94,5.1
2024-01-04,32,13289,1575,10.63,92,81,7.0
2024-01-05,32,12643,2495,10.11,120,83,4.8
2024-01-06,32,5295,1599,4.24,48,95,4.6
2024-01-07,32,18862,3106,15.09,107,98,4.8
2024-01-08,32,13765,2534,11.01,87,61,8.9
2024-01-09,32,6173,1775,4.94,49,61,4.4
2024-01-10,32,9444,1693,7.56,53,91,6.1
2024-01-11,32,3283,2697,2.63,87,63,5.5
2024-01-12,32,8459,3031,6.77,70,71,5.8
2024-01-13,32,14904,2370,11.92,69,90,7.9
2024-01-14,32,5940,1532,4.75,41,66,5.3
2024-01-15,32,9105,3122,7.28,120,76,5.2
2024-01-16,32,6253,2002,5.0,97,91,6.6
2024-01-17,32,3504,1752,2.8,88,81,6.6
2024-01-18,32,15594,3370,12.48,64,71,4.5
2024-01-19,32,7209,1848,5.77,73,82,6.1
2024-01-20,32,16561,3192,13.25,99,89,8.3
2024-01-21,32,12124,2169,9.7,93,76,4.6
2024-01-22,32,19552,1952,15.64,53,99,4.9
2024-01-23,32,12334,1793,9.87,98,76,6.1
2024-01-24,32,3268,3396,2.61,40,89,5.8
2024-01-25,32,3684,2614,2.95,40,99,4.9
2024-01-26,32,3844,1974,3.08,46,66,7.5
2024-01-27,32,4995,3446,4.0,40,65,4.7
2024-01-28,32,19107,2808,15.29,74,80,7.8
2024-01-29,32,9482,3174,7.59,63,83,8.8
2024-01-30,32,9619,2182,7.7,74,65,4.7
2024-01-01,33,16036,2872,12.83,89,87,6.6
2024-01-02,33,9344,3125,7.48,112,90,7.7
2024-01-03,33,15179,2576,12.14,94,95,6.1
2024-01-04,33,14563,2600,11.65,52,71,7.5
2024-01-05,33,11193,3312,8.95,41,68,4.7
2024-01-06,33,5507,2889,4.41,64,83,7.7
2024-01-07,33,5000,3344,4.0,68,67,7.4
2024-01-08,33,19296,3356,15.44,75,87,6.1
2024-01-09,33,14579,2402,11.66,93,94,4.0
2024-01-10,33,12829,2007,10.26,113,92,7.1
2024-01-11,33,13130,1765,10.5,91,92,6.0
2024-01-12,33,14655,3046,11.72,42,88,4.5
2024-01-13,33,6837,2148,5.47,46,97,6.1
2024-01-14,33,10230,1933,8.18,43,93,8.2
2024-01-15,33,6920,1625,5.54,102,99,4.1
2024-01-16,33,12607,2807,10.09,32,68,6.5
2024-01-17,33,12104,1753,9.68,114,93,9.0
2024-01-18,33,19574,2441,15.66,102,75,8.0
2024-01-19,33,13892,3228,11.11,84,82,6.9
2024-01-20,33,4082,3443,3.27,83,63,8.2
2024-01-21,33,7075,2793,5.66,114,98,5.7
2024-01-22,33,7318,2562,5.85,31,79,8.9
2024-01-23,33,8661,3143,6.93,81,66,8.6
2024-01-24,33,17567,2432,14.05,84,88,5.4
2024-01-25,33,6216,3240,4.97,113,73,5.0
2024-01-26,33,4287,3269,3.43,35,100,6.9
2024-01-27,33,11311,2188,9.05,107,75,4.9
2024-01-28,33,6094,1597,4.88,120,94,7.6
2024-01-29,33,18291,2619,14.63,114,94,6.6
2024-01-30,33,16962,1775,13.57,36,73,5.2
2024-01-01,34,19711,2327,15.77,67,99,8.7
2024-01-02,34,5154,1808,4.12,112,76,4.6
2024-01-03,34,18936,3091,15.15,30,62,6.9
2024-01-04,34,10323,2517,8.26,85,73,7.0
2024-01-05,34,8638,1540,6.91,59,89,6.5
2024-01-06,34,19870,2593,15.9,64,78,7.9
2024-01-07,34,17038,2718,13.63,114,60,7.1
2024-01-08,34,6861,2513,5.49,83,83,4.3
2024-01-09,34,3263,2153,2.61,108,97,7.7
2024-01-10,34,4445,2333,3.56,55,62,5.5
2024-01-11,34,6895,2940,5.52,73,74,8.7
2024-01-12,34,11898,2627,9.52,44,84,7.1
2024-01-13,34,17796,2829,14.24,115,68,7.5
2024-01-14,34,15383,1990,12.31,115,92,7.6
2024-01-15,34,18938,1657,15.15,85,62,8.5
2024-01-16,34,13918,2518,11.13,114,98,8.2
2024-01-17,34,6306,2303,5.04,68,96,7.9
2024-01-18,34,19030,2111,15.22,87,76,5.4
2024-01-19,34,18616,3361,14.89,37,64,7.4
2024-01-20,34,15475,2138,12.38,89,98,4.1
2024-01-21,34,18767,2722,15.01,33,93,6.3
2024-01-22,34,17955,1558,14.36,118,70,6.5
2024-01-23,34,9381,2701,7.5,112,94,8.8
2024-01-24,34,6826,3323,5.46,107,93,7.2
2024-01-25,34,15478,2833,12.38,60,87,7.7
2024-01-26,34,6496,2363,5.2,85,75,5.0
2024-01-27,34,7214,2024,5.77,103,62,6.2
2024-01-28,34,3719,1646,2.98,30,62,4.4
2024-01-29,34,9458,1648,7.57,120,96,7.3
2024-01-30,34,19292,3285,15.43,75,77,6.1
2024-01-01,35,6439,2118,5.15,56,78,6.4
2024-01-02,35,7700,2004,6.16,51,89,7.3
2024-01-03,35,17041,1978,13.63,52,72,5.5
2024-01-04,35,10740,3044,8.59,55,81,7.2
2024-01-05,35,14240,2174,11.39,115,89,4.2
2024-01-06,35,12295,2389,9.84,106,73,7.1
2024-01-07,35,3592,2992,2.87,66,65,8.1
2024-01-08,35,14832,1608,11.87,81,97,6.1
2024-01-09,35,8532,3445,6.83,48,98,4.5
2024-01-10,35,18811,1699,15.05,87,78,4.9
2024-01-11,35,17725,2732,14.18,81,92,8.0
