Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
172.0,16243.0,545.0,Contract,43.0,,1.0,650.0,2.0,0.14,2397.0,21209.0,25373.0,12.0,Home,Semiurban,Graduate,Female,Private,No
173.0,8546.0,4346.0,Self-employed,25.0,Single,,600.0,0.0,0.43,12674.0,39284.0,31164.0,24.0,Car,Urban,Graduate,Female,Private,No
174.0,3986.0,9996.0,Contract,51.0,Married,2.0,623.0,2.0,0.31,10326.0,16800.0,2885.0,84.0,Car,Urban,Not Graduate,Female,Private,No
175.0,10338.0,3810.0,Salaried,26.0,Single,3.0,720.0,2.0,0.34,10546.0,46110.0,2049.0,84.0,Car,Semiurban,Graduate,Male,Private,Yes
176.0,13411.0,7206.0,Salaried,57.0,Single,1.0,670.0,4.0,0.12,4535.0,,2161.0,48.0,Personal,Urban,Not Graduate,Female,Private,Yes
177.0,4911.0,9005.0,Contract,30.0,Married,0.0,692.0,1.0,0.2,14599.0,20101.0,1815.0,12.0,Personal,Urban,Not Graduate,Female,Private,Yes
178.0,3734.0,,Salaried,27.0,Married,0.0,715.0,3.0,0.5,,16491.0,37534.0,60.0,Home,Semiurban,Graduate,Male,Government,No
179.0,10680.0,,Salaried,59.0,Married,1.0,692.0,3.0,,17118.0,27207.0,28498.0,24.0,Personal,Urban,,Female,Business,Yes
180.0,7759.0,271.0,Self-employed,58.0,Single,1.0,554.0,4.0,0.25,632.0,41798.0,26037.0,72.0,Home,Urban,Not Graduate,Male,MNC,No
181.0,4385.0,3511.0,Self-employed,41.0,Single,1.0,770.0,,0.29,13280.0,20897.0,37007.0,60.0,Personal,Urban,Graduate,Male,Private,No
182.0,13111.0,1771.0,Salaried,40.0,Married,,632.0,2.0,0.53,14746.0,29492.0,14942.0,48.0,Personal,Urban,Graduate,Female,Government,No
183.0,6736.0,9454.0,Salaried,,Married,0.0,731.0,4.0,0.47,4268.0,1421.0,28278.0,72.0,Personal,Urban,Graduate,Female,Private,No
184.0,3802.0,4361.0,,42.0,Married,2.0,600.0,0.0,0.24,19285.0,32015.0,9272.0,60.0,Home,Rural,Graduate,Female,Government,No
185.0,10155.0,7069.0,Salaried,,,2.0,559.0,1.0,0.16,18047.0,12970.0,34637.0,12.0,Education,Rural,Graduate,Male,Government,No
186.0,10120.0,920.0,Self-employed,48.0,Single,3.0,689.0,1.0,0.23,15321.0,7283.0,39294.0,84.0,Home,Urban,Not Graduate,Male,Government,Yes
187.0,8616.0,8190.0,Contract,32.0,Married,0.0,795.0,1.0,0.56,10207.0,28488.0,8741.0,12.0,Education,Urban,Not Graduate,Female,MNC,No
188.0,16257.0,3430.0,,58.0,Married,0.0,,2.0,0.39,5591.0,15945.0,5694.0,72.0,Car,Semiurban,Graduate,Male,MNC,No
189.0,16486.0,4435.0,Salaried,56.0,Married,1.0,644.0,0.0,0.37,16226.0,255.0,31306.0,36.0,Car,Semiurban,Graduate,Male,Business,No
190.0,18646.0,3760.0,Contract,25.0,Single,1.0,695.0,4.0,0.4,,11019.0,2934.0,84.0,,Urban,Graduate,,MNC,No
191.0,16075.0,2050.0,Self-employed,33.0,Married,3.0,629.0,4.0,0.28,8572.0,15487.0,22556.0,24.0,Education,Semiurban,Graduate,Male,Business,No
,11208.0,1165.0,Salaried,43.0,Single,2.0,781.0,1.0,0.5,13579.0,41797.0,19907.0,72.0,Education,Rural,Not Graduate,Female,MNC,
193.0,18371.0,8567.0,Salaried,50.0,Married,1.0,585.0,0.0,0.36,19466.0,19346.0,,48.0,Education,Urban,Not Graduate,Female,Government,No
194.0,13835.0,2033.0,Contract,57.0,Married,1.0,574.0,0.0,0.16,,35050.0,30158.0,24.0,Car,Urban,Not Graduate,Male,Government,No
195.0,,6467.0,Salaried,45.0,Married,0.0,764.0,0.0,0.16,8007.0,8744.0,21293.0,,Home,,Graduate,Male,Business,Yes
196.0,4049.0,145.0,Salaried,47.0,Married,0.0,753.0,3.0,0.37,15903.0,24756.0,34932.0,84.0,Business,Semiurban,Graduate,Male,Private,
,7423.0,4388.0,Salaried,,Married,1.0,647.0,3.0,0.57,,17861.0,34387.0,48.0,Education,Rural,Graduate,Male,Business,No
198.0,16589.0,7832.0,Contract,56.0,Single,0.0,713.0,1.0,0.25,4261.0,25146.0,4066.0,48.0,Education,Rural,Graduate,Male,Unemployed,Yes
199.0,9158.0,8623.0,Contract,59.0,Single,3.0,650.0,0.0,0.53,2389.0,42687.0,22256.0,12.0,Business,Urban,Graduate,,Business,No
200.0,12248.0,8896.0,Contract,36.0,Single,1.0,744.0,0.0,0.48,19937.0,46103.0,36105.0,60.0,Home,Rural,Not Graduate,Female,Private,No
201.0,9400.0,8173.0,Salaried,42.0,Married,0.0,558.0,4.0,0.22,13939.0,21976.0,,12.0,Education,Rural,Not Graduate,Female,Private,No
202.0,11874.0,2632.0,Salaried,41.0,Single,3.0,,4.0,0.12,,591.0,3460.0,12.0,Home,Semiurban,Not Graduate,Male,MNC,No
203.0,17151.0,4494.0,Self-employed,41.0,Married,0.0,602.0,1.0,0.15,9399.0,6277.0,7820.0,84.0,Education,Urban,Not Graduate,Female,Unemployed,No
,3154.0,8056.0,Salaried,28.0,Married,0.0,695.0,0.0,0.46,544.0,2260.0,37210.0,36.0,Personal,Rural,Graduate,,,No
205.0,6499.0,7511.0,Salaried,36.0,Married,0.0,,1.0,0.2,2239.0,43907.0,17191.0,12.0,Education,,Graduate,Male,MNC,Yes
206.0,8295.0,9155.0,Self-employed,51.0,Married,1.0,712.0,4.0,0.29,10559.0,347.0,20095.0,24.0,Personal,Rural,Graduate,,MNC,Yes
207.0,14183.0,1828.0,Unemployed,30.0,Single,2.0,612.0,4.0,,2627.0,24741.0,11529.0,48.0,Home,Rural,Graduate,Male,Private,No
208.0,14874.0,9130.0,Contract,,Married,0.0,670.0,3.0,0.46,6618.0,37211.0,33175.0,84.0,Education,Urban,Graduate,Male,MNC,No
209.0,7539.0,4805.0,Contract,54.0,Married,3.0,796.0,1.0,0.16,12123.0,43856.0,18675.0,12.0,Car,Rural,,Female,Private,Yes
210.0,11637.0,806.0,Unemployed,29.0,Single,1.0,775.0,1.0,0.3,,41542.0,6374.0,72.0,Car,Urban,Graduate,Female,Government,Yes
211.0,17586.0,9655.0,Salaried,37.0,Married,1.0,654.0,0.0,0.34,8015.0,6869.0,26976.0,,Business,Semiurban,Graduate,Male,Government,Yes
212.0,4557.0,7486.0,Self-employed,31.0,Married,3.0,755.0,0.0,0.37,3130.0,28082.0,14142.0,60.0,Car,Urban,Graduate,Female,Business,Yes
213.0,7592.0,8202.0,Unemployed,52.0,Married,,553.0,3.0,0.51,16480.0,22080.0,13204.0,48.0,Personal,Rural,Graduate,Female,,No
214.0,18482.0,1868.0,Salaried,30.0,Single,2.0,642.0,2.0,0.19,14831.0,28979.0,8394.0,84.0,Car,Semiurban,Graduate,Male,Government,No
215.0,4200.0,7878.0,Contract,,Single,0.0,718.0,2.0,0.5,2708.0,19422.0,34593.0,72.0,Car,Urban,Graduate,Male,MNC,No
216.0,16172.0,5690.0,Self-employed,37.0,Married,3.0,722.0,2.0,0.45,5397.0,35613.0,12652.0,84.0,Car,Rural,Graduate,Female,MNC,No
217.0,4961.0,7827.0,Self-employed,24.0,Married,1.0,727.0,1.0,0.38,11528.0,22993.0,34740.0,84.0,Education,Urban,Not Graduate,Female,,No
218.0,16207.0,,Self-employed,45.0,Married,2.0,,1.0,0.45,16840.0,12386.0,1443.0,72.0,Business,Urban,Graduate,Female,Government,No
219.0,13969.0,9076.0,Unemployed,41.0,Single,1.0,577.0,4.0,0.31,,34033.0,24903.0,60.0,Home,Rural,Graduate,Female,Private,No
220.0,4869.0,3564.0,Contract,57.0,Married,3.0,719.0,1.0,0.17,4368.0,45213.0,34522.0,72.0,Business,Rural,Graduate,Male,Government,No
221.0,19340.0,1389.0,Salaried,58.0,Married,0.0,629.0,1.0,0.43,11179.0,12938.0,29180.0,24.0,Personal,Semiurban,Not Graduate,Male,MNC,No
222.0,15992.0,,Contract,21.0,Married,2.0,625.0,1.0,0.36,12076.0,11159.0,22119.0,84.0,Education,Semiurban,Graduate,Male,Private,No
223.0,7699.0,824.0,Salaried,45.0,Married,1.0,665.0,3.0,0.42,18321.0,2274.0,11363.0,,Education,Rural,Not Graduate,Male,Unemployed,No
224.0,5987.0,,Salaried,56.0,,1.0,618.0,1.0,0.27,13948.0,18854.0,39164.0,84.0,Car,Rural,Not Graduate,Female,MNC,No
225.0,15446.0,936.0,Salaried,37.0,Single,1.0,647.0,0.0,0.55,17530.0,31815.0,32541.0,72.0,Car,Semiurban,Not Graduate,Female,Business,No
226.0,3218.0,6402.0,Salaried,44.0,Married,,783.0,,0.39,13824.0,10482.0,4465.0,60.0,Personal,Urban,Graduate,Female,Business,Yes
227.0,,3845.0,Salaried,22.0,Married,2.0,550.0,4.0,0.14,4299.0,18961.0,3711.0,60.0,Education,Urban,Graduate,Male,Government,No
228.0,13296.0,1796.0,Unemployed,,Single,0.0,716.0,3.0,0.32,14120.0,20044.0,26198.0,12.0,Home,Urban,Graduate,Male,Business,Yes
229.0,6555.0,,Contract,52.0,Single,0.0,645.0,0.0,0.48,8118.0,33836.0,23488.0,12.0,Business,Semiurban,Graduate,Male,Government,No
230.0,11146.0,7214.0,Self-employed,59.0,Married,0.0,767.0,3.0,0.5,10756.0,21975.0,39515.0,12.0,Education,Rural,Graduate,Male,MNC,No
231.0,10050.0,726.0,Salaried,,Married,,566.0,3.0,0.35,7953.0,14706.0,24608.0,72.0,Home,Rural,Not Graduate,Female,Business,No
232.0,14757.0,2736.0,Unemployed,21.0,Married,3.0,661.0,4.0,0.55,4784.0,5974.0,28898.0,48.0,Home,Urban,Not Graduate,Male,MNC,No
233.0,19429.0,1913.0,Unemployed,43.0,Single,3.0,640.0,3.0,0.23,15185.0,10928.0,2919.0,24.0,Business,Semiurban,Graduate,Female,MNC,No
234.0,8893.0,9788.0,Contract,59.0,Married,,637.0,1.0,,9024.0,21213.0,32171.0,72.0,Home,Urban,Graduate,Female,Private,No
235.0,16373.0,7657.0,Salaried,37.0,Single,,712.0,3.0,0.55,14674.0,1950.0,21599.0,84.0,Personal,Rural,Not Graduate,,Private,No
236.0,16565.0,2466.0,Salaried,54.0,Single,0.0,723.0,4.0,0.55,17845.0,19477.0,17965.0,12.0,Home,Urban,Graduate,Male,MNC,No
237.0,5436.0,9041.0,Salaried,49.0,Married,3.0,719.0,4.0,0.44,11708.0,10411.0,15434.0,60.0,Personal,Urban,Graduate,Female,Private,No
238.0,10754.0,7312.0,Salaried,29.0,Married,0.0,795.0,,0.53,1159.0,21695.0,37649.0,72.0,Home,Rural,Graduate,,Government,No
239.0,12677.0,8194.0,Salaried,33.0,Married,0.0,716.0,0.0,0.14,386.0,46156.0,2999.0,60.0,Car,Semiurban,Not Graduate,Female,Government,Yes
240.0,7895.0,7906.0,Unemployed,26.0,,1.0,639.0,1.0,0.53,7192.0,17771.0,15849.0,84.0,,Urban,Graduate,Male,Private,No
241.0,18609.0,4876.0,Salaried,26.0,Married,,598.0,0.0,0.26,10745.0,4274.0,11903.0,60.0,Personal,Urban,Not Graduate,Male,Private,No
242.0,17636.0,7287.0,Salaried,40.0,Single,1.0,739.0,2.0,0.19,9910.0,35053.0,6445.0,60.0,Home,Urban,Graduate,Male,MNC,Yes
243.0,,892.0,Salaried,23.0,Single,0.0,587.0,,0.22,3409.0,7045.0,36396.0,36.0,Home,Urban,Graduate,Male,Business,No
244.0,11151.0,,,37.0,Married,2.0,700.0,3.0,0.31,17073.0,29714.0,19040.0,48.0,Home,Urban,Graduate,Female,Government,Yes
245.0,7600.0,1933.0,Salaried,32.0,Single,3.0,699.0,4.0,0.23,13180.0,34386.0,1246.0,24.0,Personal,Rural,Graduate,Male,Unemployed,Yes
246.0,9996.0,1380.0,Salaried,21.0,Married,1.0,681.0,2.0,0.26,17336.0,43747.0,32153.0,,Home,Semiurban,Graduate,Female,Private,Yes
247.0,11007.0,1290.0,Salaried,37.0,Married,3.0,726.0,1.0,0.17,6142.0,8562.0,6212.0,12.0,Business,Urban,Graduate,Female,Private,Yes
248.0,14946.0,1640.0,Contract,23.0,Married,1.0,608.0,0.0,0.25,5967.0,27759.0,4339.0,36.0,Business,Rural,Not Graduate,Female,MNC,No
249.0,6642.0,7490.0,Unemployed,46.0,Single,1.0,750.0,4.0,0.39,7205.0,12026.0,24142.0,72.0,Personal,Urban,Graduate,Male,MNC,Yes
250.0,13312.0,9179.0,Salaried,35.0,Single,1.0,617.0,0.0,0.32,16006.0,,20394.0,72.0,Car,Urban,Not Graduate,Female,Government,No
251.0,9679.0,1218.0,Salaried,56.0,Single,2.0,748.0,1.0,0.27,12109.0,31589.0,36136.0,24.0,Business,Urban,Not Graduate,,Unemployed,Yes
252.0,10208.0,5016.0,Contract,52.0,Married,0.0,764.0,1.0,0.47,13034.0,42663.0,13186.0,48.0,Education,Rural,Not Graduate,Male,,No
253.0,12716.0,6881.0,Salaried,52.0,Married,1.0,679.0,2.0,0.55,2484.0,,,60.0,Business,Urban,Not Graduate,Female,Private,No
254.0,19453.0,9547.0,,24.0,Married,2.0,598.0,3.0,0.48,1854.0,26844.0,39973.0,84.0,Education,Urban,,Male,Private,No
255.0,5444.0,9752.0,Contract,38.0,Married,,,0.0,0.27,11631.0,23447.0,5395.0,12.0,Personal,Urban,Graduate,Female,MNC,Yes
256.0,12757.0,9610.0,Salaried,39.0,Single,0.0,781.0,2.0,0.47,19615.0,24879.0,16290.0,48.0,Car,Urban,Not Graduate,Male,Private,No
257.0,16434.0,954.0,Self-employed,55.0,Single,1.0,796.0,4.0,0.18,2597.0,11966.0,23151.0,24.0,Education,,Not Graduate,Female,Private,Yes
258.0,3060.0,9175.0,Self-employed,34.0,Single,2.0,675.0,3.0,0.17,7829.0,17732.0,4691.0,36.0,Education,Semiurban,Not Graduate,Male,MNC,Yes
259.0,5420.0,7291.0,Salaried,53.0,Married,0.0,,2.0,0.27,8186.0,5289.0,8470.0,12.0,Business,Rural,Graduate,Female,Government,Yes
260.0,2301.0,974.0,Salaried,34.0,Married,2.0,788.0,0.0,0.5,3983.0,20012.0,4841.0,24.0,Education,,Graduate,Female,Government,No
261.0,14468.0,4133.0,Contract,54.0,Married,0.0,708.0,1.0,0.22,6684.0,18812.0,38116.0,72.0,Personal,Urban,Graduate,Male,Private,Yes
262.0,18990.0,5370.0,Salaried,24.0,Married,0.0,660.0,4.0,0.13,10383.0,35801.0,18776.0,12.0,Personal,Urban,Not Graduate,Male,Business,Yes
263.0,,3972.0,Salaried,44.0,Married,3.0,717.0,0.0,0.17,17040.0,41628.0,7060.0,24.0,Personal,Urban,Graduate,Female,Government,Yes
264.0,2190.0,5295.0,Contract,49.0,Single,3.0,597.0,3.0,0.53,12004.0,40581.0,28584.0,72.0,Business,Urban,Graduate,,Private,
265.0,12492.0,9105.0,Self-employed,39.0,,3.0,600.0,,0.42,12103.0,46628.0,5300.0,84.0,Car,Rural,Graduate,Male,Private,No
266.0,19364.0,8228.0,Salaried,26.0,Married,0.0,592.0,1.0,0.23,6312.0,23092.0,4338.0,72.0,Business,Urban,Graduate,Male,Government,No
267.0,4975.0,9903.0,Contract,53.0,Married,,647.0,1.0,0.38,7938.0,25105.0,6487.0,,Personal,Urban,Graduate,Female,Unemployed,No
268.0,8102.0,3020.0,Salaried,39.0,Married,2.0,732.0,4.0,0.36,9954.0,14294.0,,36.0,Business,Rural,Not Graduate,,Unemployed,Yes
269.0,19568.0,8987.0,,21.0,Married,2.0,765.0,4.0,0.43,19669.0,3621.0,30529.0,60.0,Personal,Urban,Not Graduate,Female,Private,No
270.0,3816.0,4036.0,Contract,25.0,Single,,726.0,1.0,0.22,9777.0,32442.0,31262.0,24.0,Home,,,Female,Business,No
271.0,2569.0,5068.0,Self-employed,,Married,,673.0,1.0,0.53,3563.0,21699.0,12280.0,84.0,Home,Urban,Graduate,Female,MNC,No
,,5233.0,Salaried,36.0,Married,0.0,767.0,3.0,0.25,5041.0,49906.0,29804.0,48.0,Education,Rural,Not Graduate,Male,MNC,Yes
,3895.0,9516.0,Unemployed,26.0,Married,3.0,629.0,1.0,0.45,11292.0,2347.0,10915.0,84.0,Car,Urban,Graduate,Male,,No
274.0,5863.0,317.0,Salaried,33.0,Single,1.0,734.0,2.0,0.11,8026.0,29486.0,12158.0,84.0,Home,Semiurban,Not Graduate,Male,Private,Yes
275.0,14913.0,2396.0,Contract,55.0,,0.0,660.0,0.0,0.29,13923.0,47650.0,9621.0,84.0,Personal,Urban,Graduate,Female,MNC,Yes
276.0,9455.0,,Salaried,39.0,Married,2.0,754.0,1.0,0.28,19628.0,17110.0,11547.0,,,Rural,Graduate,Female,Private,Yes
277.0,6014.0,2745.0,Salaried,32.0,Married,3.0,692.0,4.0,0.37,17424.0,4923.0,24177.0,48.0,Business,Urban,Graduate,,Private,Yes
278.0,13093.0,1591.0,Salaried,36.0,Single,3.0,576.0,2.0,0.14,18657.0,15611.0,3459.0,72.0,Education,Rural,Not Graduate,Female,Business,No
,5009.0,6183.0,Unemployed,30.0,Single,1.0,745.0,4.0,0.5,3629.0,48135.0,29768.0,24.0,Business,Urban,Graduate,Male,Unemployed,No
280.0,18538.0,3930.0,Unemployed,45.0,Married,1.0,757.0,2.0,0.21,2114.0,19199.0,39041.0,,Home,Urban,Graduate,,Private,Yes
281.0,12729.0,1312.0,Salaried,40.0,Single,3.0,741.0,1.0,0.44,1677.0,9066.0,39191.0,48.0,Business,Semiurban,Graduate,Male,Business,No
282.0,3409.0,9477.0,Salaried,51.0,Single,1.0,771.0,0.0,0.5,3094.0,36047.0,18434.0,24.0,Home,Semiurban,Graduate,Male,Private,No
283.0,14249.0,4311.0,Contract,24.0,Single,2.0,785.0,4.0,0.38,2284.0,26754.0,39247.0,48.0,Home,Urban,Graduate,Female,MNC,Yes
284.0,,7314.0,Salaried,43.0,Single,1.0,707.0,2.0,0.47,5052.0,36575.0,16419.0,60.0,Car,Semiurban,Graduate,Female,Government,No
285.0,10096.0,2383.0,Salaried,22.0,Single,1.0,713.0,3.0,0.43,17973.0,24260.0,36017.0,24.0,Education,Urban,Graduate,Male,Private,No
286.0,9560.0,,,42.0,Married,3.0,744.0,1.0,0.28,18904.0,46733.0,36577.0,60.0,Personal,Semiurban,Graduate,Male,Private,Yes
287.0,14533.0,2139.0,Self-employed,57.0,Single,3.0,763.0,0.0,0.5,12047.0,48891.0,3921.0,12.0,Home,Rural,Graduate,,Government,No
288.0,9343.0,1704.0,Unemployed,28.0,Married,0.0,662.0,1.0,0.25,694.0,16991.0,5676.0,24.0,Education,Urban,Graduate,Female,Private,Yes
289.0,9206.0,6924.0,Salaried,27.0,Single,0.0,635.0,3.0,0.39,15588.0,22553.0,21425.0,48.0,Personal,Semiurban,Graduate,Female,Private,No
290.0,7801.0,362.0,Salaried,34.0,Married,3.0,663.0,0.0,0.47,13055.0,24174.0,36185.0,,Business,,Graduate,Male,Business,No
291.0,18921.0,2604.0,Self-employed,23.0,Single,1.0,798.0,3.0,0.29,16080.0,21957.0,,60.0,Education,Urban,Graduate,Female,Government,
292.0,7986.0,9908.0,Contract,36.0,Single,1.0,791.0,1.0,0.25,6704.0,634.0,26474.0,,Education,Rural,Graduate,Female,Business,Yes
293.0,12647.0,4286.0,Self-employed,39.0,Married,0.0,796.0,2.0,0.33,7368.0,29881.0,2469.0,48.0,Education,Urban,Graduate,Female,Private,Yes
294.0,10716.0,3738.0,Self-employed,38.0,Single,0.0,673.0,1.0,0.51,1971.0,12771.0,8292.0,,Business,Semiurban,,Female,Business,
295.0,14323.0,2469.0,Salaried,36.0,Married,0.0,598.0,1.0,0.56,14593.0,18298.0,26409.0,84.0,Business,Rural,Graduate,Male,,No
296.0,6780.0,4795.0,Contract,28.0,Single,2.0,625.0,1.0,0.37,8055.0,14340.0,24526.0,72.0,Education,Urban,Graduate,Male,Private,No
297.0,4368.0,6150.0,Salaried,53.0,,2.0,604.0,4.0,0.43,11441.0,33356.0,24465.0,36.0,Car,Rural,Graduate,Female,Government,No
298.0,14039.0,556.0,Salaried,,Married,0.0,762.0,3.0,0.55,14677.0,35999.0,31955.0,48.0,Home,Rural,Not Graduate,,Private,No
299.0,8655.0,,,31.0,Single,1.0,605.0,3.0,0.15,1868.0,6351.0,27785.0,60.0,Business,Rural,Not Graduate,Female,MNC,No
300.0,10173.0,2808.0,Salaried,25.0,Married,0.0,745.0,3.0,0.22,18055.0,3838.0,22033.0,24.0,Car,Urban,Graduate,Male,Business,Yes
301.0,6495.0,5150.0,Salaried,47.0,Single,2.0,644.0,4.0,0.45,1728.0,1973.0,7931.0,12.0,Business,Urban,Graduate,Male,Government,No
302.0,12893.0,7561.0,Contract,32.0,Married,1.0,593.0,2.0,0.51,7632.0,47114.0,2091.0,72.0,Education,Rural,Not Graduate,Male,Private,No
,15403.0,2719.0,Salaried,37.0,Married,2.0,708.0,1.0,,12043.0,37812.0,26772.0,36.0,Car,Urban,Not Graduate,Female,Private,No
304.0,15121.0,6506.0,Contract,26.0,Married,1.0,735.0,2.0,0.31,6403.0,10247.0,17363.0,24.0,Personal,Urban,Graduate,Male,Government,Yes
305.0,12966.0,3741.0,Salaried,53.0,Married,2.0,636.0,4.0,0.14,15732.0,44440.0,29490.0,,Home,Rural,Graduate,Female,Business,No
306.0,2853.0,9766.0,Contract,25.0,Married,1.0,795.0,3.0,0.32,18526.0,31655.0,,72.0,Home,Urban,Graduate,Male,Private,Yes
307.0,,3998.0,Salaried,48.0,Married,1.0,730.0,1.0,0.22,9340.0,43039.0,11456.0,48.0,Business,Rural,Graduate,Female,Private,Yes
308.0,19532.0,2403.0,Salaried,34.0,,1.0,633.0,0.0,0.25,6184.0,6683.0,23320.0,72.0,Home,Rural,Graduate,,Private,No
309.0,11907.0,8780.0,Unemployed,25.0,Married,1.0,756.0,0.0,0.49,253.0,11244.0,14435.0,,Personal,Rural,Graduate,Male,Government,No
310.0,6777.0,9739.0,Contract,53.0,Single,3.0,700.0,2.0,0.14,4102.0,29058.0,28025.0,84.0,Car,Urban,Not Graduate,Female,Private,Yes
311.0,,294.0,Salaried,39.0,Single,2.0,705.0,3.0,,3542.0,39551.0,29109.0,12.0,Car,Urban,Graduate,Male,Government,
312.0,4491.0,,Salaried,,,2.0,565.0,0.0,0.31,19159.0,38362.0,21754.0,72.0,Education,Urban,Graduate,Male,Private,No
313.0,,9882.0,Contract,25.0,Single,,714.0,2.0,0.4,6212.0,28371.0,5301.0,36.0,Car,Semiurban,Graduate,Female,Government,
314.0,16599.0,1136.0,Self-employed,22.0,Married,1.0,698.0,4.0,0.14,4637.0,3822.0,8207.0,72.0,Business,Urban,Graduate,Male,,Yes
315.0,5051.0,2064.0,Contract,50.0,Single,1.0,756.0,2.0,,11525.0,28878.0,28920.0,12.0,Personal,Semiurban,Graduate,Male,Business,
316.0,17979.0,7009.0,Contract,59.0,Single,2.0,694.0,2.0,0.14,11471.0,36157.0,23203.0,24.0,Education,Rural,Graduate,Male,Private,Yes
317.0,18388.0,4543.0,Salaried,24.0,Single,3.0,791.0,2.0,0.58,12500.0,5914.0,22545.0,24.0,Business,Semiurban,Graduate,Male,Private,No
318.0,2876.0,1007.0,Salaried,53.0,Married,1.0,586.0,1.0,0.5,15247.0,18164.0,25016.0,72.0,Business,Urban,Graduate,Male,Government,No
319.0,6142.0,5445.0,Self-employed,33.0,Single,1.0,,2.0,0.33,10532.0,27180.0,32098.0,72.0,,Urban,Not Graduate,Male,Private,No
320.0,17202.0,5352.0,Salaried,40.0,Married,,696.0,2.0,0.21,13518.0,3688.0,9556.0,48.0,Home,Semiurban,Graduate,Female,Private,Yes
321.0,,9439.0,Salaried,27.0,Single,0.0,707.0,1.0,0.57,6476.0,14683.0,21102.0,12.0,,Urban,Graduate,Male,MNC,No
322.0,9079.0,1435.0,Unemployed,35.0,Married,3.0,594.0,1.0,0.27,19532.0,13080.0,39893.0,48.0,Home,Urban,Graduate,Female,MNC,No
323.0,9987.0,571.0,Self-employed,43.0,Single,1.0,695.0,4.0,0.18,19743.0,30953.0,2924.0,36.0,Car,Urban,Graduate,Male,Private,Yes
324.0,,2382.0,Contract,34.0,Single,0.0,755.0,3.0,0.38,1004.0,9916.0,20479.0,84.0,,Semiurban,Graduate,Male,MNC,Yes
325.0,6465.0,9437.0,,43.0,Single,3.0,611.0,0.0,0.57,10286.0,29677.0,19922.0,24.0,Business,Rural,Graduate,Male,Government,
326.0,19019.0,5084.0,Self-employed,39.0,Married,1.0,713.0,0.0,0.1,4717.0,27360.0,19660.0,60.0,Personal,Rural,Graduate,Female,Private,Yes
327.0,15417.0,277.0,Salaried,49.0,Single,2.0,649.0,2.0,0.22,3271.0,37805.0,10945.0,60.0,,Rural,Graduate,Female,Unemployed,No
328.0,10311.0,7059.0,Salaried,40.0,Married,0.0,761.0,4.0,0.57,12714.0,13453.0,1306.0,12.0,Car,Urban,Not Graduate,Female,MNC,No
329.0,19214.0,1887.0,Salaried,49.0,,0.0,,2.0,0.19,209.0,22703.0,23959.0,12.0,Business,Rural,Graduate,Male,Unemployed,No
330.0,16098.0,1265.0,,44.0,Married,1.0,568.0,0.0,0.16,5539.0,8640.0,5231.0,60.0,Home,Urban,Graduate,Female,Private,No
331.0,7177.0,7491.0,Contract,38.0,,1.0,,1.0,0.39,16537.0,29263.0,39796.0,,Personal,Semiurban,Graduate,Female,Private,No
332.0,16262.0,1040.0,Salaried,30.0,Married,0.0,593.0,3.0,0.53,19977.0,32849.0,13207.0,24.0,Education,Urban,Not Graduate,Male,Government,No
333.0,10308.0,9109.0,Salaried,28.0,Married,2.0,556.0,4.0,0.34,8606.0,,7336.0,36.0,Business,Urban,Graduate,Male,Business,No
334.0,7949.0,8073.0,Salaried,46.0,Married,2.0,798.0,,0.6,11616.0,16078.0,10630.0,36.0,Business,,Graduate,Male,Private,No
335.0,3150.0,9077.0,Salaried,49.0,Married,3.0,721.0,,0.44,1284.0,23383.0,18256.0,48.0,Education,Urban,Not Graduate,Female,MNC,No
336.0,3931.0,2752.0,Salaried,30.0,Married,1.0,666.0,4.0,0.14,3148.0,15536.0,34909.0,24.0,Personal,Rural,,Male,Government,No
337.0,11204.0,8213.0,Salaried,37.0,Single,2.0,617.0,4.0,0.6,768.0,7410.0,34719.0,84.0,,Urban,Graduate,Female,Government,No
338.0,3081.0,4569.0,Salaried,22.0,Single,3.0,583.0,,0.3,5607.0,15926.0,31013.0,12.0,Car,Urban,Graduate,Male,Business,No
339.0,18896.0,6353.0,Salaried,26.0,Married,2.0,743.0,1.0,0.24,19586.0,48268.0,15455.0,12.0,Home,Urban,,Male,Business,Yes
340.0,15407.0,2353.0,Salaried,25.0,Married,1.0,618.0,4.0,0.38,19171.0,34248.0,5722.0,84.0,Home,Rural,Not Graduate,Male,Private,No
341.0,9805.0,7437.0,Contract,48.0,Married,3.0,604.0,,0.25,18594.0,31159.0,13812.0,48.0,Personal,Urban,Not Graduate,Male,Unemployed,No
342.0,7237.0,4799.0,Salaried,25.0,Married,3.0,559.0,3.0,0.14,7399.0,,31276.0,48.0,Education,Rural,Not Graduate,Male,Private,No
343.0,18943.0,686.0,Salaried,38.0,Single,3.0,773.0,0.0,0.1,358.0,36366.0,37776.0,12.0,Business,,Not Graduate,Male,Private,Yes
344.0,14775.0,8476.0,Self-employed,46.0,Single,2.0,591.0,2.0,0.32,849.0,47800.0,11060.0,12.0,Business,Urban,Graduate,Female,MNC,No
