,smiles,id,response
1883,[H][C@@]2(O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@@](C)(O)[C@]([H])(O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@H]2C,NCGC00090753-01,0
1884,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C4=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N5CCN(C)CC5)=C4O,NCGC00094777-01,0
1885,CS(O)(=O)=O.CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCN(C)CC3)C(F)=C2,NCGC00095159-01,0
1886,[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@@]4([H])C[C@H](OC)[C@@H](O)[C@H](C)O4)\C(C)=C\C[C@]5([H])C[C@@H](C[C@]6(CC[C@H](C)[C@]([H])(O6)C7CCCCC7)O5)OC(=O)[C@]([H])(C=C(C)\C1=N\O)[C@@]23O,NCGC00095066-01,0
1887,[H][C@]12C[C@@H](OC(=O)C=CC3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]4([H])N(CCC5=C4NC6=C5C=CC(OC)=C6)C2,NCGC00016787-01,0
1888,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C3=CC=C(Cl)C=C3,NCGC00015500-10,0
1889,NC(=S)NCC=C,NCGC00091400-01,0
1890,NCCC1=CN=CN1,NCGC00015513-04,0
1891,O[C@@H](COC1=CC(=CC=C1)C(F)(F)F)\C=C\[C@H]2[C@H](O)C[C@H](O)[C@@H]2C\C=C/CCCC(O)=O,NCGC00160386-01,0
1892,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3OC4(O[C@H]23)O[C@H]([C@H](N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O,NCGC00095832-01,0
1893,CC(C)(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,NCGC00254649-01,0
1894,[O-][N+](=O)C1=C(Cl)C=CC(C=O)=C1,NCGC00256296-01,0
1895,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,NCGC00159388-02,0
1896,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@@H]2CCOC2)S(=O)(=O)C3=CC=C(N)C=C3,NCGC00159461-02,0
1897,CC(C)(C)C(=O)NCCCC(O)=O,NCGC00160457-01,0
1898,CCC1=C(N(N=C1C(=O)NN2CCCCC2)C3=CC=C(Cl)C=C3Cl)C4=CC=C(Br)C=C4,NCGC00254070-01,0
1899,OC(=O)\C=C/C(O)=O.CN(C)CCCN1C2=C(SC3=C1C=C(C=C3)C(C)=O)C=CC=C2,NCGC00016634-01,0
1900,OC(=O)\C=C/C(O)=O.COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1,NCGC00016681-01,0
1901,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,NCGC00164336-01,0
1902,N[C@H](CC1=CNC2=CC=CC=C12)C(O)=O,NCGC00093372-02,0
1903,O[C@@H]([C@@H](O)C(O)=O)C(O)=O.C[C@@H](CN(C)C)CN1C2=C(SC3=C1C=CC=C3)C=CC=C2.C[C@@H](CN(C)C)CN4C5=C(SC6=C4C=CC=C6)C=CC=C5,NCGC00017045-01,0
1904,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=C(C=CC=C2)N3CCCCC3)=C1)C(O)=O,NCGC00016978-01,1
1905,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O,NCGC00095777-01,0
1906,COC(=O)C1=C(C)NC(COC(N)=O)=C(C1C2=C(Cl)C(Cl)=CC=C2)C(=O)OC(C)C,NCGC00183830-01,0
1907,COC(=O)C1=C(C)NC(C)=C(C1C2=CC=CC3=NON=C23)C(=O)OC(C)C,NCGC00016931-01,0
1908,[H][C@]12N3CCC[C@@]1(CC)C=C(N4C5=C(C=CC=C5)C(CC3)=C24)C(=O)OCC,NCGC00018204-09,0
1909,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)CCC(=O)OCCO)=C2C,NCGC00183103-01,0
1910,O=C\C=C\C1=CC=CC=C1,NCGC00091512-04,1
1911,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)C=CC3=C4CCC(=O)C=C4CC[C@@]23[H],NCGC00167457-01,1
1912,OC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1O,NCGC00095227-01,0
1913,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]4([H])[C@@]2([H])C=CC5=CC(=O)CC[C@]45C,NCGC00095148-01,1
1914,O=C1CCCC2=C1C=C3C=CC4=C5C(C=CC2=C35)=CC=C4,NCGC00260459-01,0
1915,[H][C@]12CC3=C(NC4=C3C=CC=C4)[C@]([H])(N1C(=O)CN(C)C2=O)C5=CC=C6OCOC6=C5,NCGC00168781-01,0
1916,NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O,NCGC00163319-01,0
1917,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,NCGC00016251-08,1
1918,OS(=O)(=O)C1=CC=CC2=C(C=CC=C12)S(O)(=O)=O.CN3CCC4=C(C3)C5=C(C=CC=C5)N4CC6=CC=CC=C6.CN7CCC8=C(C7)C9=C(C=CC=C9)N8CC%10=CC=CC=C%10,NCGC00017059-01,0
1919,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,NCGC00018237-03,0
1920,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,NCGC00254364-01,0
1921,OC(CCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3,NCGC00013289-01,0
1922,C[C@H]1CCC[C@H](O)CCCCCC2=C(C(O)=CC(O)=C2)C(=O)O1,NCGC00258755-01,0
1923,OC1=C(O)C=C(C=C(C#N)C#N)C=C1,NCGC00016043-03,0
1924,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,NCGC00016089-05,1
1925,NCCC1=CC(O)=C(O)C=C1,NCGC00015519-05,0
1926,OC1=CC=CC(O)=C1O,NCGC00091507-01,0
1927,OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1,NCGC00184998-01,0
1928,OC1=C(C=CC=C1)C(=O)OC2=CC=CC=C2,NCGC00090887-02,1
1929,[H][C@@]12CC[C@H](OC(=O)CCC3CCCC3)[C@@]1(C)CC[C@]4([H])C5=CC=C(O)C=C5CC[C@@]24[H],NCGC00013034-01,1
1930,NC(CO)(CO)CO.OC(=O)[C@@H]1CCN2C1=CC=C2C(=O)C3=CC=CC=C3,NCGC00185990-01,0
1931,OCCN(CCO)CCO.CCCCCCCCCCCC(O)=O,NCGC00256791-01,0
1932,OCCOCCN1CCN(CC1)C2=NC3=C(SC4=C2C=CC=C4)C=CC=C3,NCGC00095911-03,0
1933,[Br-].[Br-].CN(CCCCCCCCCCN(C)C(=O)OC1=C(C=CC=C1)[N+](C)(C)C)C(=O)OC2=C(C=CC=C2)[N+](C)(C)C,NCGC00016250-01,0
1934,[Br-].C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)C3=CC=CC=C3,NCGC00179456-02,0
1935,[Br-].CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=C1C=CC=C3,NCGC00016239-01,0
1936,O.[Br-].CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,NCGC00093969-01,0
1937,[Br-].CN(C)C(=O)OC1=CC=C[N+](C)=C1,NCGC00094324-02,1
1938,[Cl-].C[N+](C)(C)CCOC(N)=O,NCGC00163219-01,0
1939,[Cl-].CNC(=O)OCC[N+](C)(C)C,NCGC00094197-01,0
1940,Cl.[Cl-].CCCC1=NC(N)=C(C[N+]2=CC=CC=C2C)C=N1,NCGC00017020-01,0
1941,[Li+].[Li+].[Li+].O.O.CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)([O-])=O)N2C=NC3=C2N=CN=C3N)C(O)C(=O)NCCC(=O)NCCS,NCGC00167580-01,0
1942,[Na+].[Na+].[Na+].[Na+].[Na+].CC[C@@H](C)CCCCC(=O)N[C@@H](CCNCS([O-])(=O)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCNCS([O-])(=O)=O)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCNCS([O-])(=O)=O)NC(=O)[C@H](CCNCS([O-])(=O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCNCS([O-])(=O)=O)NC1=O)[C@@H](C)O,NCGC00094630-01,0
1943,[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C2=C3C=C(I)C(=O)C(I)=C3OC4=C(I)C([O-])=C(I)C=C24,NCGC00255371-01,0
1944,[Na+].OC1=CC(=NC2=C1C3=NC4=C(OC3=CC2=O)C=CC=C4)C([O-])=O,NCGC00167452-01,0
1945,[Na+].CN(C)C=NC1=C(I)C(CCC([O-])=O)=C(I)C=C1I,NCGC00181092-01,0
1946,O.[Na+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)C3=C(OCC)C=CC4=C3C=CC=C4)C([O-])=O,NCGC00017070-01,0
1947,[Na+].CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C([O-])=O,NCGC00167838-01,0
1948,[Na+].CCCCC(CC)COS([O-])(=O)=O,NCGC00164327-02,0
1949,OCC(Br)(CO)[N+]([O-])=O,NCGC00164057-01,0
1950,OCC(Br)(CO)[N+]([O-])=O,NCGC00253984-01,0
1951,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,NCGC00094703-01,0
1952,COS([O-])(=O)=O.C[N+]1(C)CCCCC1COC(=O)C(O)(C2=CC=CC=C2)C3=CC=CC=C3,NCGC00167423-01,0
1953,Br.COC1=CC(Br)=C(OC)C=C1CC(C)N,NCGC00168267-01,0
1954,OC1=C(Br)C=C(Br)C=C1Br,NCGC00091183-02,0
1955,C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)CC2=CC=CC=C2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@H](CC4=CNC5=C4C=CC=C5)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)O)C(=O)N1,NCGC00181796-01,0
1956,CCCCCCCCCCCCCCCCCCOC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC,NCGC00093851-01,0
1957,CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C,NCGC00095169-01,0
1958,CCOC(=O)\C=C(C)\C=C\C[C@@H](C)CCCC(C)C,NCGC00254968-01,0
1959,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)CCC3=C)[C@H](C)\C=C\[C@H](C)C(C)C,NCGC00256529-01,0
1960,N(C1=CC=CC=C1)C2=CC=C3C=CC=CC3=C2,NCGC00259440-01,0
1961,N1C=NC(=C1C2=CC=CC=C2)C3=CC=CC=C3,NCGC00063561-02,0
1962,C(OC1=CC(OCC2CO2)=CC=C1)C3CO3,NCGC00258222-01,0
1963,N(C1=CC=CC=C1)C2=C3C=CC=CC3=CC=C2,NCGC00259622-01,0
1964,C(OC1=CC=C(CC2=CC=C(OCC3CO3)C=C2)C=C1)C4CO4,NCGC00259147-01,0
1965,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC(=O)[C@@]3([H])[C@@]2([H])CC[C@@]4([H])C[C@H](O)CC[C@]34C,NCGC00023100-03,0
1966,CC(O)=O.CCC(N)CC1=CNC2=C1C=CC=C2,NCGC00247672-01,0
1967,CCN(CC)CCOC(=O)C(C)(C1=CC=CC=C1)C2=CC=CC=C2,NCGC00160676-01,0
1968,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N2C=CN=C2,NCGC00166153-01,0
1969,[H][C@@]12CC[C@H](C(=O)COC(=O)C(C)(C)C)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C,NCGC00159355-02,1
1970,CC1=CC2=C(OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3)C=CC=C2N1,NCGC00163155-01,0
1971,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC2=CC=CC=C2,NCGC00016382-01,0
1972,COC1=CC2=C(C=C1OC)C3CC(=O)C(CC(C)C)CN3CC2,NCGC00160421-01,0
1973,CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1,NCGC00164526-01,0
1974,CC(C)NCC(O)COC1=C(CC=C)C=CC=C1,NCGC00015099-05,0
1975,COC(C)(C)CCC[C@H](C)C\C=C\C(C)=C\C(=O)OC(C)C,NCGC00255607-01,0
1976,CC(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C3=CC=C(O)C=C3,NCGC00254528-01,0
1977,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,NCGC00015121-08,0
1978,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,NCGC00259197-01,0
1979,CC(=O)OC\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C,NCGC00090756-09,0
1980,COC(=O)C1=C(C)NC(C)=C(C1C2=CC=CC=C2[N+]([O-])=O)C(=O)OC,NCGC00015748-11,0
1981,CC1=CC(=CC=C1O)C(C)(C)C2=CC(C)=C(O)C=C2,NCGC00258108-01,0
1982,CCCCCCOC1=CC(C)=C(O)C(C)=C1C,NCGC00255289-01,0
1983,CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C,NCGC00091073-01,0
1984,CC1=NC2=CC=CC=C2C(=O)N1C3=C(C)C=CC=C3,NCGC00245236-02,0
1985,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,NCGC00015806-03,0
1986,CC1=C(C)C(NC2=NC(SCC(O)=O)=NC(Cl)=C2)=CC=C1,NCGC00014702-03,0
1987,COC1=CC2=C(NC(=N2)S(=O)CC3=C(C)C(OC)=C(C)C=N3)C=C1,NCGC00016925-06,0
1988,COC1=CC=C2NC(=NC2=N1)S(=O)CC3=C(C)C(OC)=C(C)C=N3,NCGC00167521-01,0
1989,CC1=C(OP(=O)(OC2=C(C)C=CC=C2)OC3=C(C)C=CC=C3)C=CC=C1,NCGC00260676-01,0
1990,CCC(O)=O.CCC(O)=O.O=C(NC1=CC=CC(=C1)C2=NCCN2)NC3=CC=CC(=C3)C4=NCCN4,NCGC00166399-01,0
1991,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C2=CC=CC=C2,NCGC00091585-03,0
1992,CCC[C@@]2(CCC1=CC=CC=C1)CC(O)=C([C@H](CC)C3=CC=CC(NS(=O)(=O)C4=CC=C(C=N4)C(F)(F)F)=C3)C(=O)O2,NCGC00182028-01,0
1993,[H][C@@]12CC3=CNC4=C3C(=CC=C4)[C@@]1([H])C[C@@H](CN2C)NC(=O)N(CC)CC,NCGC00094476-03,0
1994,CCCCOC1=CC(C(=O)NCCN(CC)CC)=C2C=CC=CC2=N1,NCGC00016338-01,0
1995,CCN(CC)CCOC1=C(C=CC=C1)C(=O)CCC2=CC=CC=C2,NCGC00160484-01,0
1996,CCOC1=CC=C(NC(=O)CC(C)O)C=C1,NCGC00166139-01,0
1997,CI.OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC=C,NCGC00163177-01,0
1998,Cl.C(CC1=CNC2=C1C=CC=C2)C3CCNCC3,NCGC00183827-01,0
1999,Cl.CCOC(=O)C1=CN=C2N(CC)N=CC2=C1NN=C(C)C,NCGC00093857-01,0
2000,Cl.[H][C@]12C[C@@]3([H])[C@]4([H])CC[C@@]5([H])C[C@@H](O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@]6(CC[C@H](C)CN6)O2,NCGC00095403-01,0
2001,Cl.CC(N)C12CC3CC(CC(C3)C1)C2,NCGC00159491-02,0
2002,Cl.CCCCN1CCCC[C@H]1C(=O)NC2=C(C)C=CC=C2C,NCGC00159482-02,0
2003,Cl.CN1C2=CC=CC=C2C3=C1CCN(CC4=C(C)N=CN4)C3=O,NCGC00167528-01,0
2004,Cl.CCC(=O)N([C@@H]1CCN(CCC2=CC=CC=C2)C[C@@H]1C)C3=CC=CC=C3,NCGC00247687-01,0
2005,Cl.CCN(CC)CCOC(=O)C(C1CCCCC1)C2=CC=CC=C2,NCGC00094882-01,0
2006,Cl.CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,NCGC00094995-01,0
2007,Cl.CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,NCGC00016390-01,0
2008,Cl.Cl.CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,NCGC00016795-06,0
2009,Cl.Cl.NC(=O)COCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3,NCGC00181793-01,0
2010,Cl.Cl.NC1=CC=C(C=C1Cl)C2=CC(Cl)=C(N)C=C2,NCGC00256608-01,1
2011,Cl.Cl.NCCNC1=C2C=CC=CC2=CC=C1,NCGC00091937-01,0
2012,O.Cl.Cl.CN(C)C\C=C(\C1=CC=C(Br)C=C1)C2=CN=CC=C2,NCGC00094515-01,0
2013,Cl.COC1=CC(N)=C(Cl)C=C1C(=O)NC2CN3CCC2CC3,NCGC00025295-01,0
2014,Cl.CC(C)(N)CC1=CC=C(Cl)C=C1,NCGC00160422-01,0
2015,Cl.CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3,NCGC00016589-01,0
2016,Cl.ClC1=CC=C(C=C1)C(OCCN2CCCCC2)C3=CC=CC=C3,NCGC00016711-01,0
2017,Cl.ClC1=CC=C(OCC(=O)N2CCN(CC3=CC4=C(OCO4)C=C3)CC2)C=C1,NCGC00095024-01,0
2018,Cl.CC(CC1=CC=CC=C1)NCC2=CC=CC=C2Cl,NCGC00160424-01,0
2019,Cl.CN(C)CC\C=C1\C2=C(CSC3=C1C=CC=C3)C=CC=C2,NCGC00016549-01,0
2020,Cl.CN(C)CCN(CC1=CC=CS1)C2=NC=CC=C2,NCGC00094179-02,0
2021,Cl.CN1C(=O)C=C(NCCN(CCO)CCCC2=CC=C(C=C2)[N+]([O-])=O)N(C)C1=O,NCGC00164637-01,0
2022,Cl.CN1CCCN=C1COC(=O)C(O)(C2CCCCC2)C3=CC=CC=C3,NCGC00095084-01,0
2023,Cl.COC1=CC(C)=C(OC)C=C1C[C@H](C)N,NCGC00247699-01,0
2024,Cl.FC(F)(F)C1=CC=CC(=C1)C2=CCN(CCC3=CC=C4C=CC=CC4=C3)CC2,NCGC00167574-01,0
2025,Cl.CC1=NC(=NO1)C2=CC3=C(CCN(CCC4CCC(CC4)NC(=O)\C=C\C5=CC=C(F)C=C5)CC3)C=C2,NCGC00253948-01,0
2026,Cl.CC(C)NC(C)CC1=CC=C(I)C=C1,NCGC00094048-01,0
2027,Cl.NC[C@H]1CC[C@@H](CC1)C(=O)OC2=CC=C(CCC(O)=O)C=C2,NCGC00164584-01,0
2028,Cl.CC(CC1=CC=CC=C1)(NC(=O)CN)C2=CC=CC=C2,NCGC00025236-01,0
2029,Cl.NCCS,NCGC00094090-01,0
2030,Cl.O[C@@H]1CCCN[C@H]1CC(=O)CN2C=NC3=CC(Br)=C(Cl)C=C3C2=O,NCGC00181132-01,0
2031,Cl.CN(CC(=O)N1CCOCC1)CC2=C(Cl)C=CC=C2NC(=O)C3=CC=CC=C3,NCGC00182980-01,0
2032,Cl.O=C(NC1=CC=CC=C1)OCC(CN2CCCCC2)OC(=O)NC3=CC=CC=C3,NCGC00016500-01,0
2033,Cl.O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C4=CC=CC=C4,NCGC00165810-01,0
2034,Cl.O[C@@H](CNCCOC1=CC=C(CC(O)=O)C=C1)C2=CC=CC=C2,NCGC00092315-01,0
2035,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CS[C@@H](CN(CC(O)=O)C2=O)C3=CC=CS3,NCGC00181345-01,0
2036,Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C2=CC=CC=C2,NCGC00016583-01,0
2037,Cl.OC(CCN1CCCCC1)(C2CCCCC2)C3=CC=CC=C3,NCGC00094393-02,0
2038,Cl.OC(CCN1CCCCC1)(C2CC3CC2C=C3)C4=CC=CC=C4,NCGC00181312-01,0
2039,Cl.COC(=O)[C@@H](N)CC1=CC(O)=C(O)C=C1,NCGC00093792-01,0
2040,N[Pt](N)(Cl)Cl,NCGC00178241-02,0
2041,[H][C@@]%14(O[C@H]1[C@@H]2NC(=O)[C@]([H])(NC(=O)[C@]3([H])NC(=O)[C@@]4([H])NC(=O)[C@@H](CC5=CC=C(OC6=C(O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7NC(=O)CC\C=C/CCCCC)C(OC8=C(Cl)C=C1C=C8)=CC3=C6)C(Cl)=C5)NC(=O)[C@@H](N)C9=CC(OC%10=CC4=CC(O)=C%10)=C(O)C=C9)C%11=CC(=C(O)C=C%11)C%12=C(C=C(O)C=C%12O[C@H]%13O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]%13O)[C@@H](NC2=O)C(O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%14NC(C)=O,NCGC00181348-01,0
2042,CN(C(=O)C(Cl)Cl)C1=CC=C(OC(=O)C2=CC=CO2)C=C1,NCGC00016637-07,0
2043,NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O,NCGC00016371-01,0
2044,COP(=S)(OC)OC1=C(Cl)C=C(Cl)C(Cl)=C1,NCGC00163886-02,0
2045,ClC1=CC=C2OC(=O)NC2=C1,NCGC00015238-02,0
2046,CC(N)C(=O)OC(C)(C)CC1=CC=C(Cl)C=C1,NCGC00015012-02,0
2047,OCCOCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3,NCGC00018255-04,0
2048,CC1=NN=C2CN=C(C3=C(SC(CCC(=O)N4CCOCC4)=C3)N12)C5=C(Cl)C=CC=C5,NCGC00092377-03,0
2049,ClC1=CC=C(C=NNC(=N)NN=CC2=CC=C(Cl)C=C2)C=C1,NCGC00181026-01,0
2050,ClC1=C(NC2=NCCN2)C3=NSN=C3C=C1,NCGC00160529-01,1
2051,ClC1=CC=CC=C1CN2CCC3=C(C2)C=CS3,NCGC00016872-06,0
2052,CN1CCC(CC1)=C2C3=CC=CC=C3CCC4=C2N=CC=C4,NCGC00182705-01,0
2053,CN1CCN(CC1)C2=NC3=C(CC4=C2C=CC=C4)C=CC=C3,NCGC00182979-01,0
2054,CN1CCN(CC1)C2=NC3=C(NC4=C2C=C(C)S4)C=CC=C3,NCGC00096077-03,0
2055,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C3=CC(Cl)=CC(Cl)=C3,NCGC00016058-05,0
2056,CN1CCC(CC1)OC(=O)C(OC2=CC=C(Cl)C=C2)OC3=CC=C(Cl)C=C3,NCGC00160542-01,0
2057,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC3C4=CC=CC=C4CCC5=C3C=CC=C5,NCGC00017039-01,0
2058,COC1=C2OC(=O)C=CC2=CC3=C1OC=C3,NCGC00016418-07,0
2059,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](OC(=O)OCC)C3=CC=NC4=CC=C(OC)C=C34,NCGC00095256-01,1
2060,COC1=CC=C2N3CCN(C)C4=NCCC(C2=C1)=C34,NCGC00072886-02,0
2061,CS(O)(=O)=O.[H][C@@]1(CNCCO1)[C@H](OC2=C(OCC)C=CC=C2)C3=CC=CC=C3,NCGC00025335-01,0
2062,CS(O)(=O)=O.CS(O)(=O)=O.CN(C)S(=O)(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCCN4CCN(C)CC4)C=C1,NCGC00017040-01,0
2063,CC1(C)NC(=O)N(C1=O)C2=CC(=C(C=C2)[N+]([O-])=O)C(F)(F)F,NCGC00015754-08,0
2064,FC(F)(F)COCC(F)(F)F,NCGC00165991-01,0
2065,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C2=CC=C(F)C=C2)C3=CC=C(O)C=C3)C4=CC=C(F)C=C4,NCGC00095134-01,0
2066,CC(C)C1=C(OI)C=C(C)C(=C1)C2=CC(C(C)C)=C(OI)C=C2C,NCGC00159504-02,0
2067,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](C2)OC(=O)CSC#N,NCGC00013037-01,0
2068,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,NCGC00015446-05,0
2069,NC(=N)NCCCC[C@@H]1NC(=O)CCSSC[C@H](NC(=O)[C@@H]2CCC[N@]2C(=O)[C@H](CC3=CNC4=C3C=CC=C4)NC(=O)[C@H](CC(O)=O)NC(=O)CNC1=O)C(N)=O,NCGC00167505-01,0
2070,NC(=O)C1=C[N+](=CC=C1)[C@@H]2O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)N4C=NC5=C4N=CN=C5N)[C@@H](O)[C@H]2O,NCGC00016240-01,0
2071,CCCCCCOC1=CC=CC=C1C(N)=O,NCGC00095049-01,0
2072,NC(=O)N1C2=CC=CC=C2CC(=O)C3=CC=CC=C13,NCGC00065934-02,0
2073,NC(CC1=CC=CC=C1)C(O)=O,NCGC00013103-01,0
2074,NC1=C(Cl)C=C(C=C1)C2=CC(Cl)=C(N)C=C2,NCGC00259773-01,1
2075,C\C(N(CC1=C(N)N=C(C)N=C1)C=O)=C(/CCOC(=O)C2=CC=CC=C2)SS\C(CCOC(=O)C3=CC=CC=C3)=C(\C)N(CC4=C(N)N=C(C)N=C4)C=O,NCGC00183879-01,0
2076,NCCNCCN,NCGC00166036-01,0
2077,NS(=O)(=O)C1=CC(C2=NN=NN2)=C(NCC3=CC=CS3)C=C1Cl,NCGC00181340-01,0
2078,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,NCGC00167510-01,0
2079,CC(=O)NC1=NC=C(S1)[N+]([O-])=O,NCGC00164494-01,0
2080,CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1,NCGC00167468-01,1
2081,CSC1=CC=C(C=C1)C(=O)C2=C(C)NC(=O)N2,NCGC00015400-02,0
2082,OC1=CC=C(C=C1)C(=O)C2=CC=C(Cl)C=C2,NCGC00258527-01,0
