posting_date,internship_title,employment_type,work_mode,industry,location,company_name,company_size,company_age,linkedin_presence,website_available,domain_age_months,verification_status,stipend,unrealistic_salary_flag,payment_required,registration_fee,job_description_length,grammatical_errors,vague_description_score,urgency_score,keyword_spam_score,fake_certificate_offer,recruiter_experience_years,recruiter_email_type,suspicious_email_domain,recruiter_response_time_hours,social_media_presence,emotional_manipulation_score,phishing_language_score,trust_signal_score,fraud_score,is_fake_posting
2020-09-13,UI/UX Designer,Part-Time,Remote,E-Commerce,London,Ray-Wyatt,Medium,37.0,1,1,454,1,49923.0,0,0,0,849,2,21,41,50,0,4.8,Corporate,0,20.6,1,9,0,92.7,0.0,0
2022-04-01,Frontend Developer,Full-Time,Remote,AI,Bangalore,Rosario-Harrell,Enterprise,24.0,1,1,281,0,31943.0,0,0,0,2427,3,23,73,0,0,7.4,Corporate,0,1.0,1,27,0,57.6,8.3,0
2022-02-19,ML Engineer,Part-Time,Remote,FinTech,Singapore,Kennedy Inc,Medium,14.0,1,1,143,1,12094.0,0,0,0,1890,2,25,85,8,0,3.0,Corporate,0,16.3,1,23,22,73.1,19.6,0
2018-08-30,Marketing Intern,Internship,Remote,Marketing,San Francisco,Miller LLC,Medium,13.0,0,1,168,1,30742.0,0,0,0,1534,2,7,32,40,0,4.6,Free,1,4.3,0,31,12,81.1,34.1,0
2021-03-25,AI Research Intern,Full-Time,Remote,Software,Sydney,"Sawyer, Stephens and Schneider",Startup,9.0,0,1,106,0,49690.0,0,1,4952,1603,2,24,24,12,0,3.1,Free,1,4.7,0,43,13,51.3,70.8,1
2021-07-16,Backend Developer,Full-Time,Hybrid,AI,Singapore,Olson PLC,Enterprise,1.0,0,1,1,1,46811.0,0,0,0,1979,2,61,61,47,0,3.0,Free,1,11.1,1,23,29,28.9,89.5,1
2021-03-27,Cybersecurity Analyst,Internship,Remote,FinTech,Dubai,"Morales, Davis and Macdonald",Medium,35.0,1,1,446,1,22187.0,0,0,0,2002,0,58,29,52,0,0.4,Corporate,0,19.8,1,23,0,73.8,14.0,0
2021-09-03,Marketing Intern,Internship,Hybrid,Gaming,Singapore,"Moore, Smith and Johnson",Medium,12.0,1,0,142,1,50482.0,0,0,0,1498,4,37,29,33,0,8.5,Corporate,0,26.7,0,26,21,66.9,32.1,0
2022-09-30,Cloud Engineer,Contract,Remote,Gaming,Dubai,Baker LLC,Small,12.0,1,1,128,0,38206.0,0,0,0,2555,1,47,65,30,0,4.4,Corporate,0,27.5,1,17,0,56.7,25.0,0
2025-08-13,AI Research Intern,Contract,Hybrid,Gaming,Berlin,Vaughn-Molina,Medium,15.0,1,1,221,1,30881.0,0,0,0,2307,5,35,0,18,1,0.0,Corporate,0,29.2,1,32,35,45.8,54.5,1
2022-06-26,UI/UX Designer,Contract,Onsite,Marketing,San Francisco,"West, Howell and Crawford",Enterprise,24.0,1,0,288,1,35695.0,0,0,0,2867,2,41,16,38,1,1.0,Corporate,0,11.2,1,16,0,72.7,51.9,1
2022-12-23,Cloud Engineer,Contract,Remote,Cybersecurity,London,"King, Adams and Gordon",Small,35.0,1,1,417,1,36304.0,0,0,0,2403,2,53,36,22,0,4.6,Free,1,7.3,0,9,30,55.6,52.2,1
2024-12-22,Cloud Engineer,Part-Time,Remote,Cybersecurity,Toronto,"Singh, Tate and Quinn",Medium,18.0,1,1,215,1,28019.0,0,0,0,1219,1,7,79,18,0,10.6,Free,1,4.5,0,27,0,100.0,5.3,0
2019-07-31,UI/UX Designer,Contract,Onsite,AI,Dubai,Scott-Carr,Medium,12.0,1,1,140,0,47325.0,0,0,0,1433,4,36,28,0,0,5.7,Free,1,13.5,1,46,22,47.3,24.5,0
2023-04-14,ML Engineer,Contract,Remote,E-Commerce,San Francisco,Rush and Sons,Startup,14.0,1,0,186,0,21013.0,0,0,0,1275,2,46,46,25,0,9.9,Free,1,7.0,1,48,12,41.0,67.5,1
2018-09-14,Cybersecurity Analyst,Part-Time,Onsite,Gaming,Berlin,Rhodes-Clark,Small,19.0,1,1,212,0,47025.0,0,0,0,1138,3,47,56,17,1,3.0,Corporate,0,34.4,1,50,48,33.9,62.3,1
2022-08-16,UI/UX Designer,Contract,Onsite,Gaming,London,Harris PLC,Enterprise,23.0,1,1,260,0,21465.0,0,0,0,1222,2,4,26,2,1,0.4,Corporate,0,23.0,0,27,0,79.2,2.0,0
2024-02-23,Frontend Developer,Internship,Remote,Cybersecurity,Berlin,Nguyen-Galvan,Enterprise,36.0,1,1,419,0,38018.0,0,0,0,1688,5,36,75,0,0,0.0,Corporate,0,36.8,1,17,34,37.5,63.1,1
2021-01-09,Marketing Intern,Contract,Hybrid,Software,San Francisco,"Orozco, Santiago and Martinez",Startup,30.0,1,1,330,0,62205.0,0,0,0,2119,2,18,83,21,0,3.6,Free,1,19.3,1,15,9,95.8,22.5,0
2021-09-14,UI/UX Designer,Contract,Onsite,Cybersecurity,Bangalore,Reynolds LLC,Startup,31.0,1,1,384,0,24278.0,0,0,0,2627,0,60,33,20,0,0.0,Corporate,0,17.0,1,19,35,26.1,16.2,0
2024-02-23,Marketing Intern,Internship,Onsite,E-Commerce,Dubai,"Good, Nelson and Tanner",Small,7.0,1,1,86,1,23967.0,0,0,0,1929,4,20,34,29,0,4.7,Corporate,0,1.8,1,1,28,50.2,18.6,0
2024-10-02,Cybersecurity Analyst,Part-Time,Hybrid,Gaming,Bangalore,"Mcknight, Barnes and Davis",Small,29.0,1,1,333,1,28617.0,0,0,0,1821,0,13,58,49,0,3.2,Corporate,0,11.5,1,38,38,50.3,17.8,0
2023-04-12,Cybersecurity Analyst,Part-Time,Onsite,E-Commerce,Sydney,Anderson-Chapman,Enterprise,5.0,1,1,52,1,34712.0,0,0,0,2152,4,0,86,56,0,5.8,Free,1,6.7,0,61,20,58.4,36.2,0
2022-06-16,Cybersecurity Analyst,Part-Time,Hybrid,Cybersecurity,Toronto,"Foster, Hill and Ellis",Startup,28.0,1,1,337,0,60022.0,0,0,0,1678,3,43,12,45,0,3.2,Free,1,11.4,0,0,47,52.9,47.1,0
2018-09-22,Marketing Intern,Full-Time,Onsite,AI,London,"Mccormick, Spencer and Higgins",Startup,32.0,1,1,392,0,32178.0,0,0,0,1895,1,33,73,20,0,6.0,Corporate,0,1.0,1,30,28,43.3,30.7,0
2019-05-18,AI Research Intern,Contract,Remote,FinTech,Dubai,"Adams, Hill and Padilla",Startup,37.0,1,1,478,1,35770.0,0,0,0,1036,4,28,34,0,0,1.4,Corporate,0,11.7,1,26,25,62.4,7.6,0
2021-10-27,Backend Developer,Internship,Remote,Marketing,Toronto,Taylor and Sons,Startup,5.0,0,1,35,1,39833.0,0,0,0,2428,1,0,58,17,0,5.5,Corporate,0,29.9,1,30,23,65.4,16.4,0
2025-04-10,Cloud Engineer,Full-Time,Remote,AI,Singapore,Campbell Group,Small,35.0,1,1,407,1,36497.0,0,1,2262,1203,3,33,42,0,0,7.7,Corporate,0,42.8,1,14,44,47.9,66.0,1
2026-04-27,Data Science Intern,Contract,Hybrid,Healthcare,Sydney,"Owen, Williams and Sloan",Medium,30.0,0,1,377,1,34735.0,0,0,0,997,2,27,0,12,0,7.8,Corporate,0,1.0,1,16,53,48.5,35.5,0
2025-02-16,Cloud Engineer,Part-Time,Hybrid,Healthcare,Singapore,"Grant, Jackson and Hubbard",Small,11.0,1,1,121,0,2000.0,0,0,0,1483,0,52,22,0,0,4.7,Corporate,0,32.5,1,19,38,43.8,26.6,0
2018-12-22,Data Science Intern,Internship,Onsite,Healthcare,London,Mitchell LLC,Medium,17.0,1,1,192,1,40028.0,0,0,0,2737,1,24,23,22,0,6.3,Free,1,17.3,1,46,43,64.9,24.1,0
2022-11-04,Data Science Intern,Contract,Remote,E-Commerce,London,Rodriguez Ltd,Medium,30.0,1,1,364,1,37640.0,0,0,0,2185,5,37,38,17,0,3.2,Free,1,15.6,1,13,17,77.1,36.3,0
2024-04-16,Data Science Intern,Contract,Remote,Gaming,Toronto,"Fleming, Rodriguez and Riddle",Small,23.0,1,1,277,1,27320.0,0,0,0,1847,4,40,29,42,0,6.3,Corporate,0,16.3,1,31,30,41.4,38.6,0
2026-10-01,Backend Developer,Part-Time,Onsite,Marketing,Dubai,Irwin-Johnston,Enterprise,10.0,1,1,115,0,52308.0,0,0,0,906,5,19,44,0,0,4.8,Free,1,15.4,1,44,46,43.9,49.1,0
2018-07-26,Cloud Engineer,Contract,Onsite,AI,San Francisco,Campbell-Gentry,Small,27.0,1,0,299,0,37144.0,0,0,0,2348,3,25,18,36,0,1.7,Corporate,0,25.7,1,9,0,69.3,33.7,0
2023-11-26,Data Science Intern,Internship,Remote,EdTech,Singapore,"Fox, Larson and Ward",Medium,20.0,1,1,253,1,23686.0,0,0,0,2088,4,48,67,48,0,0.7,Corporate,0,21.2,1,0,17,49.8,40.9,0
2026-09-20,Cloud Engineer,Internship,Remote,Marketing,London,Mitchell PLC,Startup,37.0,1,1,433,1,50413.0,0,1,4253,2243,4,12,75,16,0,7.0,Corporate,0,25.4,1,27,30,58.0,54.9,1
2022-09-16,ML Engineer,Full-Time,Onsite,Gaming,Dubai,Henderson Ltd,Medium,2.0,1,1,28,1,31555.0,0,0,0,2028,2,18,12,47,0,1.3,Corporate,0,21.1,0,5,13,75.5,0.0,0
2019-10-03,AI Research Intern,Full-Time,Onsite,AI,San Francisco,Rosales-Gibson,Startup,31.0,1,1,369,1,30308.0,0,0,0,502,1,34,22,42,1,5.0,Free,1,36.5,1,12,11,66.1,35.6,0
2018-04-08,UI/UX Designer,Internship,Hybrid,AI,Dubai,"Castillo, Wagner and Rogers",Medium,21.0,0,1,288,0,21823.0,0,0,0,160,2,76,48,24,0,4.2,Free,1,3.4,0,16,0,41.0,53.8,1
2020-10-06,ML Engineer,Contract,Hybrid,E-Commerce,Berlin,Anderson-Guzman,Startup,3.0,1,1,44,1,31614.0,0,0,0,1624,5,6,29,0,0,5.0,Free,1,31.9,1,9,19,,21.0,0
2024-08-24,Cybersecurity Analyst,Contract,Remote,Gaming,Sydney,Flores-Taylor,Medium,3.0,1,1,60,1,8588.0,0,0,0,1238,4,37,68,25,0,7.4,Free,1,11.3,1,50,24,59.5,50.1,1
2026-03-12,UI/UX Designer,Full-Time,Remote,EdTech,Toronto,Frank-Stevens,Medium,35.0,1,1,431,1,41507.0,0,0,0,2084,5,34,18,4,0,0.0,Corporate,0,21.1,1,35,27,66.9,21.0,0
2025-03-27,ML Engineer,Part-Time,Onsite,Software,Bangalore,Miller LLC,Startup,5.0,1,1,64,1,27575.0,0,0,0,1336,5,54,11,5,0,6.1,Free,1,42.6,1,2,15,46.3,27.5,0
2024-03-21,ML Engineer,Full-Time,Remote,EdTech,Berlin,Zhang Inc,Small,13.0,1,1,140,1,58339.0,0,0,0,1796,1,1,19,0,0,4.0,Corporate,0,4.2,1,58,8,91.4,0.0,0
2025-03-25,AI Research Intern,Contract,Hybrid,Healthcare,Sydney,Lindsey and Sons,Startup,17.0,1,1,199,1,30086.0,0,0,0,1132,4,21,38,2,0,5.9,Corporate,0,22.0,1,22,38,57.3,37.9,0
2020-09-22,Cloud Engineer,Part-Time,Onsite,FinTech,Bangalore,Page and Sons,Small,8.0,1,1,92,0,53409.0,0,1,4847,1391,6,47,57,47,0,0.5,Corporate,0,15.5,1,32,11,22.9,78.3,1
2019-07-15,UI/UX Designer,Internship,Hybrid,AI,Dubai,Harris-Love,Small,18.0,0,1,213,1,72839.0,0,0,0,2402,4,52,25,10,0,4.5,Corporate,0,12.2,1,22,2,65.6,26.4,0
2020-09-21,Marketing Intern,Part-Time,Remote,AI,Berlin,Newman LLC,Medium,20.0,1,1,251,0,33208.0,0,0,0,2132,4,61,45,32,0,7.7,Corporate,0,4.9,1,22,43,32.8,50.8,1
2024-09-06,Cybersecurity Analyst,Full-Time,Remote,EdTech,San Francisco,"Price, Ponce and Bell",Small,28.0,1,1,318,0,19829.0,0,0,0,593,2,52,21,12,0,8.6,Corporate,0,20.5,1,37,71,27.9,59.0,1
2026-01-17,AI Research Intern,Internship,Remote,Gaming,San Francisco,Coffey Group,Small,5.0,1,1,48,1,48018.0,0,0,0,1939,4,18,11,22,0,7.9,Corporate,0,18.5,1,19,6,61.6,5.6,0
2025-12-06,ML Engineer,Contract,Remote,Software,Berlin,Barker and Sons,Medium,22.0,1,1,236,1,56544.0,0,0,0,1806,7,17,18,26,0,6.7,Corporate,0,1.4,0,39,5,82.2,16.7,0
2019-09-08,Frontend Developer,Part-Time,Hybrid,Software,London,Foster PLC,Medium,14.0,1,1,148,0,32385.0,0,0,0,1941,2,10,31,41,0,4.0,Corporate,0,18.0,1,51,25,69.3,0.0,0
2026-05-30,Data Science Intern,Internship,Hybrid,E-Commerce,New York,Bailey and Sons,Startup,8.0,0,0,88,0,20127.0,0,0,0,1437,5,0,93,51,0,2.6,Corporate,0,16.5,1,19,0,65.3,40.9,0
2021-04-21,ML Engineer,Internship,Onsite,E-Commerce,Sydney,"Perry, Lee and Atkinson",Medium,5.0,0,1,74,1,11184.0,0,1,3353,1891,2,28,59,65,0,2.3,Corporate,0,26.4,0,55,25,58.8,85.5,1
2018-09-03,Backend Developer,Part-Time,Onsite,Software,Toronto,Stewart-Porter,Medium,7.0,1,1,73,1,53740.0,0,0,0,1932,1,52,51,43,0,0.0,Corporate,0,1.0,1,12,6,69.5,9.3,0
2026-05-11,Marketing Intern,Internship,Hybrid,Healthcare,Berlin,Wilkins-Johnson,Medium,18.0,0,1,222,0,32156.0,0,0,0,1476,3,28,38,60,0,3.2,Corporate,0,27.8,1,8,5,45.0,36.8,0
2021-02-04,Cloud Engineer,Full-Time,Remote,Gaming,New York,Mcdonald-Vazquez,Medium,12.0,1,1,154,1,48248.0,0,1,1770,1586,4,38,74,0,0,9.2,Corporate,0,36.2,0,22,0,75.5,52.8,1
2018-05-02,Cybersecurity Analyst,Internship,Remote,FinTech,Dubai,Johnson LLC,Medium,24.0,1,1,283,0,21987.0,0,0,0,1832,3,67,39,37,0,7.6,Free,1,1.0,1,21,0,59.3,34.9,0
2026-09-12,AI Research Intern,Internship,Remote,Cybersecurity,London,Rodgers-Campbell,Medium,21.0,1,1,258,1,26217.0,0,0,0,1964,3,3,0,3,0,1.9,Corporate,0,23.5,0,18,0,80.1,0.0,0
2020-11-23,Backend Developer,Part-Time,Remote,Marketing,Toronto,"Brewer, Davis and Hicks",Medium,9.0,0,1,86,0,15161.0,0,0,0,2690,2,54,0,38,0,0.5,Corporate,0,33.7,1,20,18,38.3,49.8,0
2018-08-26,Cybersecurity Analyst,Full-Time,Hybrid,Gaming,Berlin,Hughes-Flynn,Small,24.0,1,1,274,1,43314.0,0,0,0,2044,2,32,22,45,0,1.1,Corporate,0,20.9,0,11,0,69.2,19.3,0
2021-07-30,Marketing Intern,Internship,Remote,Gaming,Singapore,Myers PLC,Startup,5.0,1,1,78,1,24333.0,0,0,0,1923,1,30,24,21,0,6.5,Corporate,0,10.7,0,23,3,78.8,3.2,0
2022-12-06,ML Engineer,Contract,Hybrid,E-Commerce,Sydney,Smith-Hoffman,Startup,28.0,1,1,322,0,27483.0,0,0,0,3038,2,57,39,17,0,2.7,Corporate,0,27.8,1,22,13,62.8,21.1,0
2018-01-05,AI Research Intern,Full-Time,Remote,AI,Berlin,"Johnson, Hess and Proctor",Small,18.0,1,1,202,0,58261.0,0,0,0,2168,2,39,13,16,0,4.7,Corporate,0,19.4,1,9,3,44.3,12.6,0
2024-07-04,Frontend Developer,Full-Time,Remote,AI,Sydney,Nielsen PLC,Enterprise,25.0,1,1,281,0,30115.0,0,0,0,1649,3,12,55,0,0,6.4,Free,1,10.7,1,25,33,65.5,44.3,0
2026-05-08,AI Research Intern,Full-Time,Hybrid,AI,New York,Martin Ltd,Startup,33.0,1,0,432,1,29750.0,0,0,0,3543,2,22,17,36,0,3.7,Corporate,0,15.3,1,13,52,51.6,31.5,0
2020-05-07,Cloud Engineer,Full-Time,Onsite,AI,Sydney,"Jones, Garner and Richardson",Medium,33.0,1,1,402,1,2000.0,0,0,0,2093,2,29,25,40,0,3.8,Free,1,15.7,1,10,3,62.0,21.5,0
2025-07-27,Cybersecurity Analyst,Contract,Onsite,Software,Singapore,Bauer-Wyatt,Medium,35.0,1,1,440,1,45252.0,0,0,0,1425,2,7,70,8,1,0.6,Corporate,0,24.5,1,23,11,89.1,27.9,0
2020-07-09,UI/UX Designer,Full-Time,Onsite,Cybersecurity,New York,Peterson-Martinez,Medium,34.0,1,0,370,0,33941.0,0,0,0,1646,5,35,37,19,0,7.4,Corporate,0,17.3,1,0,44,39.1,49.8,0
2026-01-08,Frontend Developer,Contract,Onsite,Software,Berlin,Holmes and Sons,Medium,39.0,0,1,487,0,40084.0,0,1,102,2347,1,22,31,18,0,7.4,Corporate,0,23.2,1,11,22,55.6,51.2,1
2025-08-27,AI Research Intern,Contract,Hybrid,AI,Dubai,"Robertson, Key and Ellis",Small,14.0,1,0,171,1,13516.0,0,0,0,2116,1,29,34,9,0,5.2,Corporate,0,15.7,1,68,18,64.0,12.3,0
2026-06-27,AI Research Intern,Internship,Remote,Marketing,Sydney,Reeves Ltd,Medium,33.0,1,1,409,1,20457.0,0,0,0,570,3,50,21,22,0,4.8,Corporate,0,14.4,1,30,29,50.8,32.0,0
2023-01-12,ML Engineer,Contract,Onsite,Healthcare,New York,Clark-Williams,Medium,29.0,1,1,346,0,32807.0,0,1,2884,2412,0,40,38,44,0,0.6,Corporate,0,4.3,1,12,25,50.3,39.2,0
2023-11-23,ML Engineer,Part-Time,Remote,EdTech,Dubai,Alvarado PLC,Medium,10.0,0,1,117,1,9066.0,0,0,0,2621,3,53,27,41,0,4.1,Corporate,0,3.2,1,41,9,69.4,31.5,0
2024-10-18,Backend Developer,Part-Time,Remote,E-Commerce,Bangalore,Holmes-Neal,Enterprise,38.0,1,1,440,1,31220.0,0,0,0,829,3,61,74,10,0,4.6,Corporate,0,4.2,0,15,7,68.8,22.4,0
2026-12-12,Cybersecurity Analyst,Contract,Onsite,Marketing,New York,Burke LLC,Startup,10.0,1,1,126,0,30496.0,0,0,0,1323,3,30,35,16,0,6.0,Corporate,0,9.8,1,32,34,26.4,10.9,0
2022-08-08,Data Science Intern,Full-Time,Onsite,Marketing,Singapore,Williams-Dodson,Startup,22.0,0,1,272,1,26364.0,0,0,0,2730,2,48,9,45,0,1.4,Corporate,0,28.8,1,18,3,64.7,15.7,0
2026-12-22,Cloud Engineer,Contract,Onsite,Software,Dubai,"Barnes, Martinez and Jensen",Medium,16.0,1,1,208,1,36210.0,0,1,3079,2777,4,12,21,16,0,4.7,Corporate,0,16.0,1,23,0,87.1,27.9,0
2025-04-18,UI/UX Designer,Full-Time,Onsite,E-Commerce,Sydney,Franklin-Williams,Medium,25.0,1,1,323,1,56931.0,0,0,0,694,1,62,0,59,0,6.7,Corporate,0,16.9,0,12,44,48.2,31.2,0
2025-04-06,Marketing Intern,Contract,Onsite,Cybersecurity,Dubai,Powell LLC,Small,27.0,1,1,336,1,23311.0,0,0,0,1844,2,45,95,29,0,8.9,Corporate,0,22.4,0,24,9,66.1,32.0,0
2021-06-15,Cybersecurity Analyst,Full-Time,Remote,E-Commerce,London,"Rivera, Edwards and Anderson",Startup,13.0,1,0,170,0,26973.0,0,0,0,2363,3,59,48,28,0,4.7,Corporate,0,17.4,1,0,28,21.8,63.9,1
2018-09-14,Backend Developer,Part-Time,Onsite,E-Commerce,London,Davis LLC,Enterprise,31.0,1,0,379,0,52557.0,0,0,0,2226,6,49,48,37,0,3.4,Free,1,26.3,1,25,43,17.5,94.0,1
2021-09-29,Cybersecurity Analyst,Full-Time,Hybrid,Cybersecurity,Singapore,Tate LLC,Small,26.0,1,1,318,0,33861.0,0,0,0,1541,3,42,45,31,0,8.3,Free,1,2.3,1,0,41,33.1,48.5,0
2025-09-27,Frontend Developer,Contract,Remote,AI,Toronto,Novak Group,Medium,15.0,1,0,180,1,21313.0,0,0,0,1852,4,51,8,0,0,0.0,Free,1,22.6,0,20,30,45.2,54.3,1
2018-04-10,Frontend Developer,Internship,Hybrid,Healthcare,Sydney,Mcdonald PLC,Enterprise,31.0,0,1,383,1,15447.0,0,0,0,1706,6,2,38,31,0,7.9,Corporate,0,8.7,1,49,0,70.1,12.9,0
2021-03-05,Marketing Intern,Full-Time,Hybrid,Gaming,Sydney,Williams Ltd,Startup,12.0,1,1,140,1,47234.0,0,0,0,1786,3,23,56,47,0,9.2,Corporate,0,23.8,1,32,32,55.6,41.9,0
2024-07-04,Backend Developer,Full-Time,Remote,Software,Berlin,Dixon Group,Enterprise,34.0,1,1,360,1,28189.0,0,0,0,827,3,14,2,35,0,7.6,Corporate,0,13.4,1,11,0,69.0,0.0,0
2018-08-01,Marketing Intern,Internship,Remote,Marketing,San Francisco,Floyd-Owens,Small,1.0,0,1,12,1,19736.0,0,0,0,2747,1,46,40,18,0,3.3,Corporate,0,14.6,1,3,18,50.7,52.8,1
2024-07-26,Data Science Intern,Part-Time,Remote,Gaming,Bangalore,"Bray, Stone and Perez",Medium,15.0,1,1,173,1,38362.0,0,0,0,2190,5,53,47,0,0,8.6,Corporate,0,10.0,0,21,60,21.5,42.3,0
2025-10-23,AI Research Intern,Contract,Remote,Cybersecurity,Berlin,Patrick-Weaver,Medium,2.0,0,1,27,1,52555.0,0,0,0,1754,4,52,52,4,0,0.0,Corporate,0,1.8,1,32,15,50.5,49.8,0
2021-08-21,Backend Developer,Part-Time,Remote,Gaming,Berlin,Clark-Navarro,Small,32.0,1,0,377,0,22924.0,0,0,0,2138,5,31,60,53,0,6.9,Corporate,0,21.9,1,8,0,64.9,57.0,1
2023-07-27,Cloud Engineer,Part-Time,Hybrid,EdTech,Dubai,"Green, Stafford and Harding",Startup,39.0,1,1,481,1,41017.0,0,0,0,1032,4,11,71,38,0,7.4,Corporate,0,22.8,0,13,30,33.7,59.3,1
2019-12-09,Data Science Intern,Full-Time,Hybrid,FinTech,Toronto,"Sims, Ewing and Young",Enterprise,10.0,1,1,120,1,42757.0,0,0,0,2216,3,15,12,55,0,5.5,Corporate,0,10.8,1,4,16,69.7,0.0,0
2018-04-21,ML Engineer,Contract,Hybrid,E-Commerce,San Francisco,"Hart, Brock and Crawford",Startup,15.0,1,1,185,1,26316.0,0,0,0,2407,1,8,48,9,0,2.7,Corporate,0,28.9,1,55,1,73.5,0.0,0
2019-07-27,ML Engineer,Contract,Onsite,AI,Bangalore,Pham LLC,Startup,33.0,1,0,411,1,62631.0,0,0,0,1666,5,13,37,26,0,3.6,Corporate,0,19.8,1,13,19,42.7,36.3,0
2024-08-24,Frontend Developer,Part-Time,Onsite,E-Commerce,Dubai,"Guzman, Downs and Mcmillan",Medium,18.0,0,1,220,1,23613.0,0,0,0,1960,4,20,14,16,0,5.9,Corporate,0,34.4,1,32,18,49.1,12.9,0
2018-07-11,Frontend Developer,Internship,Remote,E-Commerce,London,Benson Group,Startup,14.0,1,0,165,0,59033.0,0,0,0,822,3,36,44,12,0,9.5,Corporate,0,31.7,1,25,29,66.8,42.0,0
2022-12-26,Backend Developer,Part-Time,Hybrid,AI,London,Mitchell Ltd,Startup,14.0,1,1,172,1,38090.0,0,0,0,2448,5,19,62,65,0,5.7,Corporate,0,17.0,1,0,29,67.8,26.8,0
2019-05-19,UI/UX Designer,Full-Time,Remote,Software,Berlin,"Gonzales, Wright and Wilkinson",Small,39.0,1,1,469,1,58886.0,0,0,0,1995,5,0,27,10,0,6.4,Corporate,0,39.1,1,0,30,70.4,14.3,0
2022-05-30,UI/UX Designer,Full-Time,Hybrid,Gaming,San Francisco,Williams-Hughes,Startup,21.0,1,1,250,0,19274.0,0,1,1340,2392,2,15,100,26,0,0.0,Corporate,0,13.0,0,61,18,51.9,51.6,1
2025-09-24,Frontend Developer,Full-Time,Remote,E-Commerce,Singapore,Bell-Butler,Small,13.0,1,1,151,0,35748.0,0,0,0,2180,1,14,56,50,0,0.0,Corporate,0,13.5,0,9,0,78.9,0.0,0
2020-09-12,AI Research Intern,Contract,Remote,AI,Bangalore,Brennan PLC,Enterprise,36.0,1,1,430,1,46331.0,0,0,0,1290,3,52,93,4,0,4.3,Free,1,16.7,0,20,21,69.4,46.6,0
2025-02-26,Marketing Intern,Full-Time,Hybrid,Healthcare,Dubai,Bryant and Sons,Enterprise,25.0,1,1,314,1,37983.0,0,0,0,2089,2,34,59,56,0,3.9,Corporate,0,12.8,0,34,52,60.2,45.0,0
2018-10-02,Data Science Intern,Full-Time,Remote,Healthcare,Berlin,Perez LLC,Startup,26.0,1,1,310,1,22402.0,0,0,0,1969,3,31,58,18,0,6.1,Free,1,3.3,0,24,0,61.9,18.3,0
2022-09-30,Cloud Engineer,Part-Time,Hybrid,AI,Sydney,"Gibbs, Thomas and Miller",Medium,2.0,1,1,48,1,38835.0,0,0,0,1570,6,3,24,17,0,5.2,Corporate,0,14.6,1,49,25,52.6,26.5,0
2025-09-27,Backend Developer,Contract,Remote,Gaming,Dubai,Harris-Kelly,Small,6.0,1,1,75,1,20495.0,0,0,0,2557,3,23,48,24,0,10.9,Corporate,0,19.1,1,22,21,62.2,11.7,0
2018-08-21,Marketing Intern,Internship,Hybrid,Healthcare,Singapore,Lyons-Obrien,Medium,20.0,1,1,233,0,19878.0,0,0,0,1462,3,29,48,13,0,6.9,Free,1,26.5,1,58,15,57.3,25.9,0
2026-05-18,AI Research Intern,Internship,Hybrid,AI,Bangalore,Dickson-Nelson,Small,19.0,1,1,215,1,43119.0,0,0,0,2922,2,36,50,11,0,11.3,Corporate,0,38.4,1,28,0,70.8,6.0,0
2025-09-08,Data Science Intern,Internship,Remote,Gaming,Sydney,"Campbell, Sharp and White",Small,24.0,1,1,280,1,28334.0,0,0,0,2680,1,0,59,28,0,8.6,Corporate,0,17.9,1,14,38,57.1,15.5,0
2023-05-15,Cloud Engineer,Internship,Onsite,Cybersecurity,Singapore,Hill-Brown,Small,2.0,0,1,6,1,34084.0,0,0,0,1546,1,0,31,42,0,7.9,Corporate,0,30.0,1,72,15,65.6,30.5,0
2022-03-19,UI/UX Designer,Contract,Remote,Software,London,"Thompson, Sampson and Fisher",Small,20.0,1,0,252,0,32790.0,0,0,0,2070,1,8,12,14,0,4.5,Corporate,0,2.7,1,42,12,67.9,9.5,0
2023-12-19,Cloud Engineer,Internship,Onsite,E-Commerce,Singapore,"Martinez, Cline and Robinson",Small,4.0,0,1,44,1,51450.0,0,0,0,2401,4,13,45,18,0,3.1,Corporate,0,14.7,1,23,48,22.7,47.0,0
2020-10-04,AI Research Intern,Internship,Remote,AI,Dubai,"Bell, Price and Martinez",Small,15.0,1,1,179,0,20149.0,0,0,0,1525,5,35,50,36,0,1.3,Corporate,0,12.8,0,21,0,79.6,22.6,0
2023-09-30,ML Engineer,Contract,Onsite,Healthcare,London,Farrell Group,Medium,39.0,1,1,461,1,57061.0,0,1,1153,1849,2,26,20,25,0,8.1,Corporate,0,33.8,1,22,43,37.9,47.3,0
2026-05-20,Backend Developer,Full-Time,Remote,AI,Sydney,Petty PLC,Startup,18.0,0,1,211,1,40019.0,0,0,0,2109,3,30,5,32,0,0.3,Free,1,11.5,1,75,0,72.8,14.2,0
2024-05-22,Cloud Engineer,Full-Time,Onsite,Software,Singapore,Vega PLC,Enterprise,7.0,1,1,89,1,4651.0,0,0,0,1359,1,76,15,7,0,0.5,Corporate,0,10.4,1,15,5,51.5,14.9,0
2020-07-18,AI Research Intern,Contract,Hybrid,Gaming,Berlin,Salazar Inc,Small,2.0,1,0,10,1,28796.0,0,0,0,1832,1,23,0,16,0,5.4,Corporate,0,21.5,1,0,39,73.1,28.1,0
