TransactionNo,Items,DateTime,Daypart,DayType
1617,Cookies,2016-11-18 16:06:09,Afternoon,Weekday
1617,Farm House,2016-11-18 16:06:09,Afternoon,Weekday
1618,Bread,2016-11-18 16:07:59,Afternoon,Weekday
1618,Coffee,2016-11-18 16:07:59,Afternoon,Weekday
1619,Coffee,2016-11-18 16:17:11,Afternoon,Weekday
1620,Tea,2016-11-18 16:18:33,Afternoon,Weekday
1620,Coffee,2016-11-18 16:18:33,Afternoon,Weekday
1620,Alfajores,2016-11-18 16:18:33,Afternoon,Weekday
1621,Bread,2016-11-18 16:21:18,Afternoon,Weekday
1621,Hot chocolate,2016-11-18 16:21:18,Afternoon,Weekday
1621,Coffee,2016-11-18 16:21:18,Afternoon,Weekday
1622,Medialuna,2016-11-18 17:03:36,Evening,Weekday
1622,Tea,2016-11-18 17:03:36,Evening,Weekday
1623,Coke,2016-11-18 17:11:53,Evening,Weekday
1624,Medialuna,2016-11-18 17:13:37,Evening,Weekday
1625,Fudge,2016-11-18 17:23:35,Evening,Weekday
1625,Fudge,2016-11-18 17:23:35,Evening,Weekday
1626,Tea,2016-11-18 18:30:23,Evening,Weekday
1626,Muffin,2016-11-18 18:30:23,Evening,Weekday
1627,Alfajores,2016-11-18 18:33:15,Evening,Weekday
1627,Coffee,2016-11-18 18:33:15,Evening,Weekday
1629,Pastry,2016-11-19 08:42:03,Morning,Weekend
1629,Bread,2016-11-19 08:42:03,Morning,Weekend
1630,Pastry,2016-11-19 08:42:46,Morning,Weekend
1630,Coffee,2016-11-19 08:42:46,Morning,Weekend
1631,Coffee,2016-11-19 08:53:33,Morning,Weekend
1632,Bread,2016-11-19 08:55:10,Morning,Weekend
1633,Bread,2016-11-19 08:56:08,Morning,Weekend
1634,Coffee,2016-11-19 08:57:54,Morning,Weekend
1634,Keeping It Local,2016-11-19 08:57:54,Morning,Weekend
1634,Tea,2016-11-19 08:57:54,Morning,Weekend
1635,Bread,2016-11-19 09:12:58,Morning,Weekend
1635,Pastry,2016-11-19 09:12:58,Morning,Weekend
1635,Medialuna,2016-11-19 09:12:58,Morning,Weekend
1636,Farm House,2016-11-19 09:15:20,Morning,Weekend
1636,Medialuna,2016-11-19 09:15:20,Morning,Weekend
1636,Coffee,2016-11-19 09:15:20,Morning,Weekend
1637,Coffee,2016-11-19 09:29:09,Morning,Weekend
1637,Pastry,2016-11-19 09:29:09,Morning,Weekend
1638,Coffee,2016-11-19 09:31:03,Morning,Weekend
1639,Coffee,2016-11-19 09:31:44,Morning,Weekend
1640,Coffee,2016-11-19 09:35:45,Morning,Weekend
1640,Keeping It Local,2016-11-19 09:35:45,Morning,Weekend
1640,Medialuna,2016-11-19 09:35:45,Morning,Weekend
1641,Pastry,2016-11-19 09:40:29,Morning,Weekend
1641,Bread,2016-11-19 09:40:29,Morning,Weekend
1641,Coffee,2016-11-19 09:40:29,Morning,Weekend
1642,Farm House,2016-11-19 09:46:29,Morning,Weekend
1643,Bread,2016-11-19 09:50:22,Morning,Weekend
1643,Bread,2016-11-19 09:50:22,Morning,Weekend
1644,Bread,2016-11-19 09:55:56,Morning,Weekend
1644,Bread,2016-11-19 09:55:56,Morning,Weekend
1644,Tea,2016-11-19 09:55:56,Morning,Weekend
1644,Keeping It Local,2016-11-19 09:55:56,Morning,Weekend
1645,Bread,2016-11-19 10:01:44,Morning,Weekend
1645,Medialuna,2016-11-19 10:01:44,Morning,Weekend
1645,Keeping It Local,2016-11-19 10:01:44,Morning,Weekend
1645,Coffee,2016-11-19 10:01:44,Morning,Weekend
1646,Bread,2016-11-19 10:04:10,Morning,Weekend
1646,Coffee,2016-11-19 10:04:10,Morning,Weekend
1646,Medialuna,2016-11-19 10:04:10,Morning,Weekend
1646,Bread,2016-11-19 10:04:10,Morning,Weekend
1647,Coffee,2016-11-19 10:04:52,Morning,Weekend
1648,Bread,2016-11-19 10:06:01,Morning,Weekend
1649,Medialuna,2016-11-19 10:12:36,Morning,Weekend
1649,Pastry,2016-11-19 10:12:36,Morning,Weekend
1649,Bread,2016-11-19 10:12:36,Morning,Weekend
1650,Bread,2016-11-19 10:14:15,Morning,Weekend
1650,Pastry,2016-11-19 10:14:15,Morning,Weekend
1651,Medialuna,2016-11-19 10:15:08,Morning,Weekend
1651,Coffee,2016-11-19 10:15:08,Morning,Weekend
1652,Bread,2016-11-19 10:15:26,Morning,Weekend
1653,Bread,2016-11-19 10:16:42,Morning,Weekend
1654,Coffee,2016-11-19 10:17:27,Morning,Weekend
1654,Coffee,2016-11-19 10:17:27,Morning,Weekend
1655,Focaccia,2016-11-19 10:19:24,Morning,Weekend
1656,Coffee,2016-11-19 10:19:48,Morning,Weekend
1657,Hot chocolate,2016-11-19 10:20:39,Morning,Weekend
1657,Pastry,2016-11-19 10:20:39,Morning,Weekend
1658,Coffee,2016-11-19 10:30:52,Morning,Weekend
1658,Hot chocolate,2016-11-19 10:30:52,Morning,Weekend
1659,Bread,2016-11-19 10:33:24,Morning,Weekend
1660,Bread,2016-11-19 10:34:59,Morning,Weekend
1660,Coffee,2016-11-19 10:34:59,Morning,Weekend
1661,Pastry,2016-11-19 10:35:53,Morning,Weekend
1661,Scandinavian,2016-11-19 10:35:53,Morning,Weekend
1661,Muffin,2016-11-19 10:35:53,Morning,Weekend
1662,Focaccia,2016-11-19 10:37:20,Morning,Weekend
1662,Bread,2016-11-19 10:37:20,Morning,Weekend
1663,Bread,2016-11-19 10:38:19,Morning,Weekend
1664,Muffin,2016-11-19 10:41:07,Morning,Weekend
1665,Caramel bites,2016-11-19 10:44:21,Morning,Weekend
1665,Coffee,2016-11-19 10:44:21,Morning,Weekend
1665,Medialuna,2016-11-19 10:44:21,Morning,Weekend
1666,Tartine,2016-11-19 10:50:35,Morning,Weekend
1666,Tea,2016-11-19 10:50:35,Morning,Weekend
1666,Muffin,2016-11-19 10:50:35,Morning,Weekend
1667,Bread,2016-11-19 10:54:02,Morning,Weekend
1668,Bread,2016-11-19 10:57:17,Morning,Weekend
1668,Focaccia,2016-11-19 10:57:17,Morning,Weekend
1668,Tea,2016-11-19 10:57:17,Morning,Weekend
1668,Coffee,2016-11-19 10:57:17,Morning,Weekend
1669,Jam,2016-11-19 11:00:26,Morning,Weekend
1670,Focaccia,2016-11-19 11:01:24,Morning,Weekend
1671,Coffee,2016-11-19 11:03:53,Morning,Weekend
1671,Medialuna,2016-11-19 11:03:53,Morning,Weekend
1671,Muffin,2016-11-19 11:03:53,Morning,Weekend
1672,Bread,2016-11-19 11:05:47,Morning,Weekend
1672,Coffee,2016-11-19 11:05:47,Morning,Weekend
1673,Coffee,2016-11-19 11:06:42,Morning,Weekend
1673,Muffin,2016-11-19 11:06:42,Morning,Weekend
1674,Coffee,2016-11-19 11:17:59,Morning,Weekend
1675,Coffee,2016-11-19 11:19:40,Morning,Weekend
1676,Bread,2016-11-19 11:24:19,Morning,Weekend
1677,Coffee,2016-11-19 11:35:43,Morning,Weekend
1677,Coffee,2016-11-19 11:35:43,Morning,Weekend
1678,Coffee,2016-11-19 11:36:27,Morning,Weekend
1678,Coffee,2016-11-19 11:36:27,Morning,Weekend
1679,Coffee,2016-11-19 11:36:48,Morning,Weekend
1679,Coffee,2016-11-19 11:36:48,Morning,Weekend
1680,Coffee,2016-11-19 11:41:12,Morning,Weekend
1681,Tea,2016-11-19 11:46:46,Morning,Weekend
1682,Fudge,2016-11-19 11:48:46,Morning,Weekend
1683,Medialuna,2016-11-19 11:52:03,Morning,Weekend
1683,Bread,2016-11-19 11:52:03,Morning,Weekend
1683,Tea,2016-11-19 11:52:03,Morning,Weekend
1683,Coffee,2016-11-19 11:52:03,Morning,Weekend
1683,Coffee,2016-11-19 11:52:03,Morning,Weekend
1683,Ella's Kitchen Pouches,2016-11-19 11:52:03,Morning,Weekend
1684,Jammie Dodgers,2016-11-19 12:02:41,Afternoon,Weekend
1685,Bread,2016-11-19 12:05:54,Afternoon,Weekend
1686,Tea,2016-11-19 12:12:38,Afternoon,Weekend
1686,Coffee,2016-11-19 12:12:38,Afternoon,Weekend
1686,Soup,2016-11-19 12:12:38,Afternoon,Weekend
1686,Keeping It Local,2016-11-19 12:12:38,Afternoon,Weekend
1687,Coffee,2016-11-19 12:34:02,Afternoon,Weekend
1688,Coffee,2016-11-19 12:39:44,Afternoon,Weekend
1689,Coffee,2016-11-19 12:44:44,Afternoon,Weekend
1689,Muffin,2016-11-19 12:44:44,Afternoon,Weekend
1690,Coffee,2016-11-19 12:47:19,Afternoon,Weekend
1690,Bread,2016-11-19 12:47:19,Afternoon,Weekend
1690,Soup,2016-11-19 12:47:19,Afternoon,Weekend
1691,Coffee,2016-11-19 13:04:28,Afternoon,Weekend
1691,Tea,2016-11-19 13:04:28,Afternoon,Weekend
1691,Medialuna,2016-11-19 13:04:28,Afternoon,Weekend
1692,Alfajores,2016-11-19 13:10:41,Afternoon,Weekend
1693,Bread,2016-11-19 13:14:17,Afternoon,Weekend
1694,Coffee,2016-11-19 13:15:55,Afternoon,Weekend
1694,Coffee,2016-11-19 13:15:55,Afternoon,Weekend
1694,Tartine,2016-11-19 13:15:55,Afternoon,Weekend
1694,Medialuna,2016-11-19 13:15:55,Afternoon,Weekend
1694,Pastry,2016-11-19 13:15:55,Afternoon,Weekend
1695,Tea,2016-11-19 13:16:27,Afternoon,Weekend
1695,Tartine,2016-11-19 13:16:27,Afternoon,Weekend
1696,Bread,2016-11-19 13:18:16,Afternoon,Weekend
1696,Coffee,2016-11-19 13:18:16,Afternoon,Weekend
1697,Medialuna,2016-11-19 13:26:38,Afternoon,Weekend
1697,Coffee,2016-11-19 13:26:38,Afternoon,Weekend
1697,Bread,2016-11-19 13:26:38,Afternoon,Weekend
1698,Bread,2016-11-19 13:28:09,Afternoon,Weekend
1698,Medialuna,2016-11-19 13:28:09,Afternoon,Weekend
1699,Focaccia,2016-11-19 13:34:07,Afternoon,Weekend
1700,Scandinavian,2016-11-19 13:36:30,Afternoon,Weekend
1701,Hearty & Seasonal,2016-11-19 13:45:24,Afternoon,Weekend
1701,Sandwich,2016-11-19 13:45:24,Afternoon,Weekend
1701,Coffee,2016-11-19 13:45:24,Afternoon,Weekend
1701,Mineral water,2016-11-19 13:45:24,Afternoon,Weekend
1702,Coffee,2016-11-19 13:46:29,Afternoon,Weekend
1702,Sandwich,2016-11-19 13:46:29,Afternoon,Weekend
1702,Sandwich,2016-11-19 13:46:29,Afternoon,Weekend
1703,Tea,2016-11-19 14:09:37,Afternoon,Weekend
1703,Scandinavian,2016-11-19 14:09:37,Afternoon,Weekend
1704,Coffee,2016-11-19 14:11:45,Afternoon,Weekend
1705,Coffee,2016-11-19 14:20:31,Afternoon,Weekend
1705,Coffee,2016-11-19 14:20:31,Afternoon,Weekend
1706,Soup,2016-11-19 14:26:23,Afternoon,Weekend
1706,Kids biscuit,2016-11-19 14:26:23,Afternoon,Weekend
1707,Coffee,2016-11-19 14:27:52,Afternoon,Weekend
1708,Bread,2016-11-19 14:29:02,Afternoon,Weekend
1709,Coffee,2016-11-19 14:30:16,Afternoon,Weekend
1710,Coffee,2016-11-19 14:36:13,Afternoon,Weekend
1711,Coffee,2016-11-19 14:40:46,Afternoon,Weekend
1711,Bread,2016-11-19 14:40:46,Afternoon,Weekend
1712,Cake,2016-11-19 14:55:11,Afternoon,Weekend
1712,Tea,2016-11-19 14:55:11,Afternoon,Weekend
1712,Muffin,2016-11-19 14:55:11,Afternoon,Weekend
1712,Coffee,2016-11-19 14:55:11,Afternoon,Weekend
1713,Hot chocolate,2016-11-19 15:01:42,Afternoon,Weekend
1714,Coffee,2016-11-19 15:05:17,Afternoon,Weekend
1714,Tea,2016-11-19 15:05:17,Afternoon,Weekend
1714,Cake,2016-11-19 15:05:17,Afternoon,Weekend
1715,Tea,2016-11-19 15:07:33,Afternoon,Weekend
1715,Coffee,2016-11-19 15:07:33,Afternoon,Weekend
1715,Muffin,2016-11-19 15:07:33,Afternoon,Weekend
1716,Jammie Dodgers,2016-11-19 15:18:25,Afternoon,Weekend
1716,Hot chocolate,2016-11-19 15:18:25,Afternoon,Weekend
1716,Hot chocolate,2016-11-19 15:18:25,Afternoon,Weekend
1716,Coffee,2016-11-19 15:18:25,Afternoon,Weekend
1716,Cookies,2016-11-19 15:18:25,Afternoon,Weekend
1717,Caramel bites,2016-11-19 15:20:44,Afternoon,Weekend
1717,Jammie Dodgers,2016-11-19 15:20:44,Afternoon,Weekend
1717,My-5 Fruit Shoot,2016-11-19 15:20:44,Afternoon,Weekend
1717,Bread,2016-11-19 15:20:44,Afternoon,Weekend
1718,Coffee,2016-11-19 15:36:39,Afternoon,Weekend
1719,Coffee,2016-11-19 15:37:49,Afternoon,Weekend
1719,Tea,2016-11-19 15:37:49,Afternoon,Weekend
1719,Caramel bites,2016-11-19 15:37:49,Afternoon,Weekend
1719,Kids biscuit,2016-11-19 15:37:49,Afternoon,Weekend
1720,Bread,2016-11-19 15:39:48,Afternoon,Weekend
1720,Coffee,2016-11-19 15:39:48,Afternoon,Weekend
1721,Bread,2016-11-19 15:46:03,Afternoon,Weekend
1721,Coffee,2016-11-19 15:46:03,Afternoon,Weekend
1721,Alfajores,2016-11-19 15:46:03,Afternoon,Weekend
1721,Bread,2016-11-19 15:46:03,Afternoon,Weekend
1722,Farm House,2016-11-19 15:53:29,Afternoon,Weekend
1723,Bread,2016-11-19 16:05:54,Afternoon,Weekend
1723,Jammie Dodgers,2016-11-19 16:05:54,Afternoon,Weekend
1723,Scandinavian,2016-11-19 16:05:54,Afternoon,Weekend
1724,Tea,2016-11-19 16:09:54,Afternoon,Weekend
1725,Alfajores,2016-11-19 16:17:23,Afternoon,Weekend
1725,Bread,2016-11-19 16:17:23,Afternoon,Weekend
1725,Tea,2016-11-19 16:17:23,Afternoon,Weekend
1725,Coffee,2016-11-19 16:17:23,Afternoon,Weekend
1726,Coffee,2016-11-19 16:26:23,Afternoon,Weekend
1726,Mineral water,2016-11-19 16:26:23,Afternoon,Weekend
1726,Tea,2016-11-19 16:26:23,Afternoon,Weekend
1727,Coffee,2016-11-19 16:32:32,Afternoon,Weekend
1727,Kids biscuit,2016-11-19 16:32:32,Afternoon,Weekend
1728,Kids biscuit,2016-11-19 16:38:32,Afternoon,Weekend
1728,Bread,2016-11-19 16:38:32,Afternoon,Weekend
1729,Coffee,2016-11-20 10:06:23,Morning,Weekend
1729,Coffee,2016-11-20 10:06:23,Morning,Weekend
1730,Bread,2016-11-20 10:25:50,Morning,Weekend
1731,Hot chocolate,2016-11-20 10:28:22,Morning,Weekend
1731,Coffee,2016-11-20 10:28:22,Morning,Weekend
1731,Cake,2016-11-20 10:28:22,Morning,Weekend
1732,Coffee,2016-11-20 10:33:35,Morning,Weekend
1732,Bread,2016-11-20 10:33:35,Morning,Weekend
1733,Scandinavian,2016-11-20 10:53:49,Morning,Weekend
1733,Pastry,2016-11-20 10:53:49,Morning,Weekend
1733,Juice,2016-11-20 10:53:49,Morning,Weekend
1734,Bread,2016-11-20 10:54:29,Morning,Weekend
1734,Coffee,2016-11-20 10:54:29,Morning,Weekend
1735,Bread,2016-11-20 10:56:31,Morning,Weekend
1736,Farm House,2016-11-20 10:57:38,Morning,Weekend
1736,Pastry,2016-11-20 10:57:38,Morning,Weekend
1736,Pastry,2016-11-20 10:57:38,Morning,Weekend
1736,Medialuna,2016-11-20 10:57:38,Morning,Weekend
1737,Alfajores,2016-11-20 11:00:35,Morning,Weekend
1737,Alfajores,2016-11-20 11:00:35,Morning,Weekend
1737,Coffee,2016-11-20 11:00:35,Morning,Weekend
1737,Coffee,2016-11-20 11:00:35,Morning,Weekend
1738,Bread,2016-11-20 11:01:43,Morning,Weekend
1739,Keeping It Local,2016-11-20 11:02:26,Morning,Weekend
1739,Coffee,2016-11-20 11:02:26,Morning,Weekend
1739,Coffee,2016-11-20 11:02:26,Morning,Weekend
1740,Scandinavian,2016-11-20 11:03:58,Morning,Weekend
1740,Pastry,2016-11-20 11:03:58,Morning,Weekend
1740,Hot chocolate,2016-11-20 11:03:58,Morning,Weekend
1740,Coffee,2016-11-20 11:03:58,Morning,Weekend
1740,Bread,2016-11-20 11:03:58,Morning,Weekend
1741,Bread,2016-11-20 11:07:42,Morning,Weekend
1742,Bread,2016-11-20 11:08:42,Morning,Weekend
1742,Coffee,2016-11-20 11:08:42,Morning,Weekend
1743,Pastry,2016-11-20 11:13:29,Morning,Weekend
1743,Coffee,2016-11-20 11:13:29,Morning,Weekend
1744,Smoothies,2016-11-20 11:16:12,Morning,Weekend
1744,Keeping It Local,2016-11-20 11:16:12,Morning,Weekend
1744,Coffee,2016-11-20 11:16:12,Morning,Weekend
1745,Coffee,2016-11-20 11:20:34,Morning,Weekend
1745,Coffee,2016-11-20 11:20:34,Morning,Weekend
1746,Pastry,2016-11-20 11:21:43,Morning,Weekend
1746,Medialuna,2016-11-20 11:21:43,Morning,Weekend
1747,Tea,2016-11-20 11:35:21,Morning,Weekend
1747,Cake,2016-11-20 11:35:21,Morning,Weekend
1748,Cake,2016-11-20 11:35:51,Morning,Weekend
1748,Mineral water,2016-11-20 11:35:51,Morning,Weekend
1749,Farm House,2016-11-20 11:45:56,Morning,Weekend
1749,Cake,2016-11-20 11:45:56,Morning,Weekend
1749,Medialuna,2016-11-20 11:45:56,Morning,Weekend
1749,Tea,2016-11-20 11:45:56,Morning,Weekend
1749,Coffee,2016-11-20 11:45:56,Morning,Weekend
1750,Hot chocolate,2016-11-20 11:46:51,Morning,Weekend
1750,Coffee,2016-11-20 11:46:51,Morning,Weekend
1750,Bread,2016-11-20 11:46:51,Morning,Weekend
1751,Bread,2016-11-20 11:49:08,Morning,Weekend
1752,Alfajores,2016-11-20 11:54:44,Morning,Weekend
1752,Cake,2016-11-20 11:54:44,Morning,Weekend
1752,Coffee,2016-11-20 11:54:44,Morning,Weekend
1752,Sandwich,2016-11-20 11:54:44,Morning,Weekend
1752,Sandwich,2016-11-20 11:54:44,Morning,Weekend
1752,My-5 Fruit Shoot,2016-11-20 11:54:44,Morning,Weekend
1753,Farm House,2016-11-20 11:56:55,Morning,Weekend
1754,Jam,2016-11-20 11:59:33,Morning,Weekend
1755,Bread,2016-11-20 12:03:17,Afternoon,Weekend
1755,Coffee,2016-11-20 12:03:17,Afternoon,Weekend
1755,Cake,2016-11-20 12:03:17,Afternoon,Weekend
1756,Bread,2016-11-20 12:05:42,Afternoon,Weekend
1756,Coffee,2016-11-20 12:05:42,Afternoon,Weekend
1757,Tartine,2016-11-20 12:09:00,Afternoon,Weekend
1758,Bread,2016-11-20 12:16:10,Afternoon,Weekend
1758,Medialuna,2016-11-20 12:16:10,Afternoon,Weekend
1758,Farm House,2016-11-20 12:16:10,Afternoon,Weekend
1759,Bread,2016-11-20 12:20:07,Afternoon,Weekend
1759,Brownie,2016-11-20 12:20:07,Afternoon,Weekend
1759,Cake,2016-11-20 12:20:07,Afternoon,Weekend
1760,Cake,2016-11-20 12:25:09,Afternoon,Weekend
1760,Mineral water,2016-11-20 12:25:09,Afternoon,Weekend
1760,Alfajores,2016-11-20 12:25:09,Afternoon,Weekend
1760,Coffee,2016-11-20 12:25:09,Afternoon,Weekend
1760,Coffee,2016-11-20 12:25:09,Afternoon,Weekend
1761,Bread,2016-11-20 12:38:38,Afternoon,Weekend
1762,Coffee,2016-11-20 12:43:42,Afternoon,Weekend
1762,Coffee,2016-11-20 12:43:42,Afternoon,Weekend
1763,Bread,2016-11-20 12:45:08,Afternoon,Weekend
1763,Jam,2016-11-20 12:45:08,Afternoon,Weekend
1764,Brownie,2016-11-20 12:48:02,Afternoon,Weekend
1765,Coffee,2016-11-20 12:52:15,Afternoon,Weekend
1765,Sandwich,2016-11-20 12:52:15,Afternoon,Weekend
1765,Mineral water,2016-11-20 12:52:15,Afternoon,Weekend
1767,Coffee,2016-11-20 12:55:17,Afternoon,Weekend
1767,Coffee,2016-11-20 12:55:17,Afternoon,Weekend
1768,Bread,2016-11-20 12:57:28,Afternoon,Weekend
1769,Bread,2016-11-20 12:58:31,Afternoon,Weekend
1769,Mineral water,2016-11-20 12:58:31,Afternoon,Weekend
1770,Farm House,2016-11-20 13:35:14,Afternoon,Weekend
1771,Medialuna,2016-11-20 13:39:00,Afternoon,Weekend
1771,Coffee,2016-11-20 13:39:00,Afternoon,Weekend
1772,Juice,2016-11-20 13:43:04,Afternoon,Weekend
1772,Cookies,2016-11-20 13:43:04,Afternoon,Weekend
1772,Alfajores,2016-11-20 13:43:04,Afternoon,Weekend
1772,Coffee,2016-11-20 13:43:04,Afternoon,Weekend
1772,Focaccia,2016-11-20 13:43:04,Afternoon,Weekend
1773,Bread,2016-11-20 13:48:20,Afternoon,Weekend
1774,Sandwich,2016-11-20 13:52:42,Afternoon,Weekend
1774,Sandwich,2016-11-20 13:52:42,Afternoon,Weekend
1774,Brownie,2016-11-20 13:52:42,Afternoon,Weekend
1775,Alfajores,2016-11-20 14:13:23,Afternoon,Weekend
1775,Bread,2016-11-20 14:13:23,Afternoon,Weekend
1775,My-5 Fruit Shoot,2016-11-20 14:13:23,Afternoon,Weekend
1775,Juice,2016-11-20 14:13:23,Afternoon,Weekend
1776,Bread,2016-11-20 14:13:56,Afternoon,Weekend
1777,Fudge,2016-11-20 14:16:32,Afternoon,Weekend
1777,Dulce de Leche,2016-11-20 14:16:32,Afternoon,Weekend
1777,Coffee,2016-11-20 14:16:32,Afternoon,Weekend
1777,Cake,2016-11-20 14:16:32,Afternoon,Weekend
1777,Brownie,2016-11-20 14:16:32,Afternoon,Weekend
1778,Hot chocolate,2016-11-20 14:18:26,Afternoon,Weekend
1778,Coffee,2016-11-20 14:18:26,Afternoon,Weekend
1778,Cake,2016-11-20 14:18:26,Afternoon,Weekend
1779,Coffee,2016-11-20 14:25:19,Afternoon,Weekend
1779,Medialuna,2016-11-20 14:25:19,Afternoon,Weekend
1779,Alfajores,2016-11-20 14:25:19,Afternoon,Weekend
1780,Coffee,2016-11-20 14:34:14,Afternoon,Weekend
1780,Keeping It Local,2016-11-20 14:34:14,Afternoon,Weekend
1780,Farm House,2016-11-20 14:34:14,Afternoon,Weekend
1781,Bread,2016-11-20 14:37:13,Afternoon,Weekend
1782,Medialuna,2016-11-20 14:41:25,Afternoon,Weekend
1782,Truffles,2016-11-20 14:41:25,Afternoon,Weekend
1783,Cake,2016-11-20 14:42:55,Afternoon,Weekend
1783,Bread,2016-11-20 14:42:55,Afternoon,Weekend
1783,Tea,2016-11-20 14:42:55,Afternoon,Weekend
1783,Truffles,2016-11-20 14:42:55,Afternoon,Weekend
1784,Bread,2016-11-20 14:52:15,Afternoon,Weekend
1785,Coffee,2016-11-20 14:53:23,Afternoon,Weekend
1785,Brownie,2016-11-20 14:53:23,Afternoon,Weekend
1786,Coffee,2016-11-20 15:03:32,Afternoon,Weekend
1786,Bread,2016-11-20 15:03:32,Afternoon,Weekend
1787,Medialuna,2016-11-20 15:06:00,Afternoon,Weekend
1787,Brownie,2016-11-20 15:06:00,Afternoon,Weekend
1787,Tea,2016-11-20 15:06:00,Afternoon,Weekend
1788,Bread,2016-11-20 15:08:12,Afternoon,Weekend
1788,Scandinavian,2016-11-20 15:08:12,Afternoon,Weekend
1789,Medialuna,2016-11-20 15:13:05,Afternoon,Weekend
1789,Hot chocolate,2016-11-20 15:13:05,Afternoon,Weekend
1789,Cake,2016-11-20 15:13:05,Afternoon,Weekend
1789,Alfajores,2016-11-20 15:13:05,Afternoon,Weekend
1789,Truffles,2016-11-20 15:13:05,Afternoon,Weekend
1790,Brownie,2016-11-20 15:14:21,Afternoon,Weekend
1790,Medialuna,2016-11-20 15:14:21,Afternoon,Weekend
1790,Coffee,2016-11-20 15:14:21,Afternoon,Weekend
1791,Coffee,2016-11-20 15:16:17,Afternoon,Weekend
1791,Medialuna,2016-11-20 15:16:17,Afternoon,Weekend
1791,Truffles,2016-11-20 15:16:17,Afternoon,Weekend
1792,Cake,2016-11-20 15:17:25,Afternoon,Weekend
1792,Tea,2016-11-20 15:17:25,Afternoon,Weekend
1793,Mineral water,2016-11-20 15:22:18,Afternoon,Weekend
1793,Hot chocolate,2016-11-20 15:22:18,Afternoon,Weekend
1793,Cookies,2016-11-20 15:22:18,Afternoon,Weekend
1793,Cake,2016-11-20 15:22:18,Afternoon,Weekend
1794,Cookies,2016-11-20 15:26:24,Afternoon,Weekend
1795,Bread,2016-11-20 15:37:47,Afternoon,Weekend
1796,Hot chocolate,2016-11-20 15:41:59,Afternoon,Weekend
1796,Cake,2016-11-20 15:41:59,Afternoon,Weekend
1797,Truffles,2016-11-20 15:50:16,Afternoon,Weekend
1797,Farm House,2016-11-20 15:50:16,Afternoon,Weekend
1797,Bread,2016-11-20 15:50:16,Afternoon,Weekend
1798,Tea,2016-11-20 15:58:17,Afternoon,Weekend
1799,Farm House,2016-11-20 18:16:32,Evening,Weekend
1800,Coffee,2016-11-21 07:29:57,Morning,Weekday
1801,Coffee,2016-11-21 08:13:28,Morning,Weekday
1802,Bread,2016-11-21 08:38:16,Morning,Weekday
1803,Coffee,2016-11-21 08:38:50,Morning,Weekday
1804,Coffee,2016-11-21 09:15:53,Morning,Weekday
1805,Bread,2016-11-21 09:31:29,Morning,Weekday
1805,Pastry,2016-11-21 09:31:29,Morning,Weekday
1806,Coffee,2016-11-21 09:35:27,Morning,Weekday
1807,Coffee,2016-11-21 09:41:26,Morning,Weekday
1807,Farm House,2016-11-21 09:41:26,Morning,Weekday
1808,Keeping It Local,2016-11-21 09:44:32,Morning,Weekday
1808,Coffee,2016-11-21 09:44:32,Morning,Weekday
1808,Coffee,2016-11-21 09:44:32,Morning,Weekday
1809,Coffee,2016-11-21 09:50:03,Morning,Weekday
1809,Medialuna,2016-11-21 09:50:03,Morning,Weekday
1810,Coffee,2016-11-21 09:59:09,Morning,Weekday
1811,Coffee,2016-11-21 09:59:56,Morning,Weekday
1811,Pastry,2016-11-21 09:59:56,Morning,Weekday
1812,Tea,2016-11-21 10:00:47,Morning,Weekday
1813,Coffee,2016-11-21 10:04:19,Morning,Weekday
1813,Keeping It Local,2016-11-21 10:04:19,Morning,Weekday
1814,Pastry,2016-11-21 10:12:18,Morning,Weekday
1814,Coffee,2016-11-21 10:12:18,Morning,Weekday
1814,Smoothies,2016-11-21 10:12:18,Morning,Weekday
1815,Coffee,2016-11-21 10:14:19,Morning,Weekday
1815,Muffin,2016-11-21 10:14:19,Morning,Weekday
1815,Medialuna,2016-11-21 10:14:19,Morning,Weekday
1816,Coffee,2016-11-21 10:31:22,Morning,Weekday
1817,Coffee,2016-11-21 11:07:58,Morning,Weekday
1818,Coffee,2016-11-21 11:11:37,Morning,Weekday
1819,Coffee,2016-11-21 11:14:53,Morning,Weekday
1819,Tea,2016-11-21 11:14:53,Morning,Weekday
1819,Farm House,2016-11-21 11:14:53,Morning,Weekday
1819,Brownie,2016-11-21 11:14:53,Morning,Weekday
1820,Coffee,2016-11-21 11:55:05,Morning,Weekday
1821,Coffee,2016-11-21 12:02:47,Afternoon,Weekday
1821,Bread,2016-11-21 12:02:47,Afternoon,Weekday
1821,Coffee,2016-11-21 12:02:47,Afternoon,Weekday
1821,Keeping It Local,2016-11-21 12:02:47,Afternoon,Weekday
1822,Tea,2016-11-21 12:25:19,Afternoon,Weekday
1823,Coffee,2016-11-21 12:36:10,Afternoon,Weekday
1823,Bread,2016-11-21 12:36:10,Afternoon,Weekday
1824,Farm House,2016-11-21 12:36:57,Afternoon,Weekday
1825,Coffee,2016-11-21 12:48:40,Afternoon,Weekday
1826,Sandwich,2016-11-21 13:15:53,Afternoon,Weekday
1827,Farm House,2016-11-21 13:30:09,Afternoon,Weekday
1827,Scandinavian,2016-11-21 13:30:09,Afternoon,Weekday
1828,Coffee,2016-11-21 13:38:42,Afternoon,Weekday
