JobTitle,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus
Financial Analyst,Female,63,4,Masters,Operations,1,97797,5239
Manager,Male,18,1,Masters,Management,5,115567,4775
Sales Associate,Female,30,3,High School,Administration,4,91566,6996
Sales Associate,Female,61,3,PhD,Management,4,131608,6537
Sales Associate,Male,58,4,PhD,Administration,3,118888,7438
Graphic Designer,Male,55,4,College,Sales,2,75833,6942
Financial Analyst,Female,36,3,College,Engineering,2,65750,6177
Graphic Designer,Male,65,4,College,Management,4,123371,6931
Marketing Associate,Female,49,4,Masters,Sales,3,76806,6662
Warehouse Associate,Male,38,3,College,Management,3,83774,7127
Warehouse Associate,Female,22,1,PhD,Operations,5,114733,6290
Financial Analyst,Male,22,3,PhD,Administration,2,69320,6765
Sales Associate,Male,51,3,PhD,Operations,4,110746,5947
Graphic Designer,Male,61,4,Masters,Engineering,2,105632,6394
Manager,Male,62,4,PhD,Engineering,1,117648,4765
Driver,Female,21,1,PhD,Management,4,89170,6722
Sales Associate,Male,28,3,College,Management,3,85986,8160
Financial Analyst,Male,32,4,Masters,Sales,3,78132,8035
Manager,Male,57,4,Masters,Operations,3,135073,6898
Driver,Female,52,4,High School,Operations,1,78751,6258
Software Engineer,Male,64,5,High School,Sales,2,118231,7440
Data Scientist,Male,58,5,High School,Operations,1,86651,7250
IT,Female,36,3,PhD,Management,3,75518,6711
Data Scientist,Male,44,3,Masters,Management,3,114693,6832
Financial Analyst,Male,39,3,Masters,Engineering,4,116875,5479
IT,Male,23,4,PhD,Administration,1,64468,8113
Marketing Associate,Male,40,2,PhD,Sales,5,116834,5516
Marketing Associate,Female,18,2,Masters,Management,5,75294,6496
Graphic Designer,Female,63,3,College,Management,5,127608,6558
Financial Analyst,Female,43,3,College,Sales,5,116069,6432
Driver,Female,50,3,High School,Engineering,2,86122,6295
Warehouse Associate,Male,23,2,College,Management,4,81988,7160
Warehouse Associate,Female,22,2,Masters,Sales,2,68300,5953
Manager,Male,60,4,College,Sales,2,148178,6777
Financial Analyst,Female,50,3,PhD,Operations,2,94590,5327
Sales Associate,Female,33,2,College,Engineering,4,87418,6430
Warehouse Associate,Male,25,3,College,Administration,1,68384,7443
Manager,Male,48,3,PhD,Operations,1,106056,4161
Software Engineer,Male,35,2,Masters,Management,3,110886,6228
Graphic Designer,Female,37,2,Masters,Management,3,104082,5477
IT,Female,43,3,Masters,Management,4,94354,7052
Warehouse Associate,Male,53,3,PhD,Engineering,5,128669,6866
Financial Analyst,Male,40,3,PhD,Sales,3,88725,6243
Manager,Male,56,3,Masters,Engineering,4,149771,5495
Financial Analyst,Male,45,4,Masters,Management,2,98535,8001
Data Scientist,Female,57,4,PhD,Sales,1,90713,6552
IT,Male,33,3,College,Management,3,88749,7433
Graphic Designer,Male,49,3,Masters,Operations,5,126100,6336
Manager,Male,23,3,College,Sales,3,110594,6753
Manager,Male,60,4,College,Management,3,157644,7213
Manager,Female,41,3,PhD,Management,1,113009,6812
Financial Analyst,Male,20,2,PhD,Engineering,4,105601,5943
Financial Analyst,Male,56,4,High School,Engineering,3,100769,6453
Warehouse Associate,Male,38,3,High School,Administration,2,82244,6020
Marketing Associate,Female,55,4,High School,Administration,2,72030,5569
Driver,Female,20,1,College,Management,3,66203,5627
Driver,Female,34,2,High School,Management,3,67210,5662
Manager,Female,32,2,PhD,Management,2,115383,5878
Graphic Designer,Female,49,3,PhD,Engineering,4,120697,7205
Graphic Designer,Male,29,3,PhD,Operations,2,70311,6235
Data Scientist,Female,49,3,College,Engineering,4,125770,7301
Warehouse Associate,Male,33,1,College,Engineering,5,100465,5520
Software Engineer,Male,30,2,College,Administration,4,83264,6251
Warehouse Associate,Male,61,3,PhD,Engineering,4,126375,6630
Driver,Male,25,3,College,Engineering,1,43076,5829
Data Scientist,Female,37,2,College,Sales,5,97846,7198
Sales Associate,Female,24,2,Masters,Management,3,76522,6900
Driver,Male,42,3,PhD,Operations,4,111726,5989
Sales Associate,Male,55,4,College,Administration,3,112188,6689
Data Scientist,Male,35,2,College,Operations,5,98959,6572
Sales Associate,Female,35,2,College,Management,4,87131,6356
IT,Male,40,3,College,Administration,3,77881,5569
IT,Male,36,3,Masters,Engineering,2,65225,6462
Driver,Male,30,4,Masters,Operations,1,78472,8439
Financial Analyst,Male,58,4,College,Operations,4,126269,6490
Warehouse Associate,Male,61,3,High School,Management,3,106233,5792
IT,Female,37,3,High School,Sales,2,56656,5914
IT,Female,42,3,High School,Engineering,2,70157,6016
Data Scientist,Female,41,2,PhD,Engineering,2,98366,6398
Manager,Male,59,4,College,Engineering,2,127013,6124
Software Engineer,Male,53,3,High School,Management,3,106146,6618
Manager,Male,22,2,Masters,Operations,4,90736,6219
Graphic Designer,Male,44,3,PhD,Sales,1,66611,5924
Manager,Male,57,3,PhD,Operations,5,150914,5982
Graphic Designer,Male,30,2,Masters,Management,4,70559,6497
Data Scientist,Female,33,3,College,Sales,1,73798,6224
Graphic Designer,Male,22,2,High School,Sales,3,69734,5383
Marketing Associate,Female,52,3,High School,Sales,3,94763,5668
Financial Analyst,Female,23,2,College,Administration,5,101534,6861
Graphic Designer,Male,23,1,PhD,Management,5,91504,5136
Sales Associate,Female,19,1,College,Management,4,90426,5020
Manager,Male,20,2,Masters,Operations,3,100183,6363
IT,Female,62,4,College,Operations,2,99369,6746
Graphic Designer,Female,40,3,College,Operations,1,55845,6616
Financial Analyst,Female,26,3,College,Administration,2,48570,6604
Data Scientist,Male,56,3,Masters,Engineering,3,98165,5470
Data Scientist,Female,57,3,Masters,Operations,3,113274,6186
Software Engineer,Male,23,2,Masters,Engineering,3,95754,6596
Data Scientist,Male,27,2,College,Engineering,1,57915,4584
Manager,Male,53,4,College,Sales,2,121506,6122
Manager,Male,37,3,Masters,Management,1,121151,5934
Marketing Associate,Female,46,3,College,Management,3,86241,5814
Data Scientist,Male,40,2,Masters,Management,2,87682,4152
Software Engineer,Male,42,2,College,Administration,3,114029,6842
IT,Male,43,3,College,Management,1,67323,4680
Data Scientist,Male,28,3,High School,Management,2,68049,6660
IT,Male,39,3,High School,Engineering,4,93335,5243
Driver,Female,55,3,PhD,Operations,2,100433,5090
Marketing Associate,Female,62,3,PhD,Operations,5,123242,5453
Sales Associate,Female,32,2,PhD,Administration,2,87585,6476
IT,Female,18,2,Masters,Sales,1,45747,4890
Marketing Associate,Female,41,3,High School,Administration,2,36972,7058
Sales Associate,Female,29,3,High School,Management,3,64754,7377
IT,Female,44,2,PhD,Operations,5,132267,5679
Driver,Male,53,3,PhD,Administration,3,111043,5838
Warehouse Associate,Male,25,2,Masters,Engineering,1,58130,6327
IT,Male,27,3,PhD,Operations,3,90542,7554
Manager,Male,40,2,College,Administration,2,124891,5436
Marketing Associate,Female,54,3,PhD,Engineering,5,112507,7460
Marketing Associate,Female,64,4,College,Sales,5,100316,6010
Software Engineer,Male,63,3,PhD,Engineering,2,134757,5944
Manager,Male,42,3,College,Sales,4,125339,6019
IT,Female,62,4,College,Management,3,111120,6536
Data Scientist,Female,36,3,High School,Operations,3,76523,7122
Driver,Female,50,3,College,Operations,2,91160,5863
Manager,Male,28,3,College,Sales,2,105795,6179
Financial Analyst,Female,18,2,High School,Operations,2,66935,6508
Sales Associate,Male,19,1,PhD,Management,3,75238,5308
Data Scientist,Female,55,2,Masters,Sales,5,138365,5359
Software Engineer,Male,42,2,College,Management,1,103978,5146
IT,Male,65,4,Masters,Sales,5,165229,6506
Warehouse Associate,Male,54,2,Masters,Engineering,4,118322,5224
Graphic Designer,Male,39,2,Masters,Operations,5,106883,5831
Marketing Associate,Female,45,2,High School,Management,2,59006,5876
Manager,Male,30,1,PhD,Engineering,4,125164,5888
Software Engineer,Male,53,4,High School,Operations,1,89225,5751
Driver,Male,63,4,High School,Sales,2,101716,5881
Marketing Associate,Female,45,3,Masters,Sales,3,74305,7126
Marketing Associate,Female,30,3,Masters,Administration,1,38451,5562
Graphic Designer,Female,48,1,High School,Operations,5,113465,3846
Sales Associate,Female,27,2,College,Operations,2,66377,5803
Financial Analyst,Male,31,3,PhD,Engineering,1,79142,5445
Graphic Designer,Female,20,1,Masters,Operations,4,55569,5236
Graphic Designer,Male,60,4,Masters,Engineering,1,97240,5412
Manager,Female,25,1,Masters,Management,5,119033,6381
Marketing Associate,Female,65,3,Masters,Administration,5,106315,5618
Driver,Male,24,2,College,Engineering,3,81301,5713
Software Engineer,Male,23,1,PhD,Management,2,79462,4673
IT,Female,28,1,PhD,Sales,5,105598,5380
Data Scientist,Male,30,2,College,Operations,3,72497,6452
Financial Analyst,Female,23,1,High School,Management,4,78084,5598
Graphic Designer,Male,50,3,Masters,Management,1,84803,5406
Graphic Designer,Female,18,2,College,Administration,1,41603,6092
Driver,Female,47,2,Masters,Operations,2,78002,5175
Warehouse Associate,Male,56,3,Masters,Administration,2,79274,4618
IT,Male,20,2,PhD,Management,1,49622,5452
Sales Associate,Male,62,3,College,Management,3,129620,5608
Software Engineer,Male,36,2,High School,Administration,4,87848,5166
Driver,Male,24,2,College,Management,3,51906,6274
Sales Associate,Female,44,2,High School,Engineering,3,81866,5183
Financial Analyst,Male,24,2,PhD,Engineering,3,71590,5845
Warehouse Associate,Male,19,2,High School,Sales,2,63928,4998
Driver,Male,44,4,High School,Administration,4,83333,7113
Marketing Associate,Male,49,3,High School,Administration,4,92797,5405
Financial Analyst,Male,36,3,PhD,Operations,1,93067,5103
Graphic Designer,Male,22,2,High School,Sales,3,72422,5697
Driver,Male,59,3,College,Operations,3,120159,4265
Data Scientist,Female,39,3,Masters,Operations,3,91711,6775
Marketing Associate,Female,50,3,Masters,Sales,5,93805,6044
Marketing Associate,Female,58,3,Masters,Operations,5,109931,5878
Marketing Associate,Female,42,2,College,Administration,5,88365,4668
Financial Analyst,Male,58,4,Masters,Operations,3,104744,6425
Warehouse Associate,Female,44,3,High School,Administration,1,79334,6505
Driver,Male,41,2,Masters,Administration,4,95795,4898
Financial Analyst,Female,58,3,PhD,Engineering,1,98512,4548
Data Scientist,Female,33,2,High School,Operations,4,78910,5927
Manager,Male,22,1,College,Management,2,103156,6277
Driver,Male,35,2,High School,Administration,5,92760,4826
Warehouse Associate,Female,42,1,PhD,Operations,5,125574,5688
Data Scientist,Male,62,4,College,Operations,3,93742,6580
Sales Associate,Male,50,2,Masters,Engineering,5,124470,5454
Software Engineer,Male,51,2,Masters,Engineering,3,132323,4872
Sales Associate,Male,22,1,High School,Sales,4,70595,5234
Software Engineer,Male,32,2,College,Operations,1,71278,4701
Data Scientist,Male,33,2,High School,Engineering,2,53855,4980
IT,Male,35,1,College,Management,4,98423,3879
Software Engineer,Male,47,2,Masters,Operations,4,126239,5396
Sales Associate,Male,53,2,Masters,Management,5,101133,4700
Warehouse Associate,Male,23,1,High School,Administration,4,92516,5866
Data Scientist,Male,49,3,College,Administration,3,93320,7236
Warehouse Associate,Female,45,1,High School,Administration,5,106963,5084
IT,Female,26,1,PhD,Sales,5,111770,5345
IT,Male,33,2,Masters,Engineering,5,106584,5426
Marketing Associate,Female,26,2,High School,Operations,3,57672,6476
Warehouse Associate,Male,50,3,Masters,Administration,1,90612,5913
Graphic Designer,Female,35,2,High School,Engineering,5,97768,7233
Financial Analyst,Male,31,2,PhD,Administration,3,82790,5826
Graphic Designer,Female,50,3,Masters,Administration,1,76103,5173
Financial Analyst,Male,38,3,Masters,Administration,1,84628,5680
Warehouse Associate,Female,59,2,College,Management,2,93441,5499
Marketing Associate,Male,42,2,Masters,Management,5,110636,5239
Data Scientist,Female,55,3,PhD,Administration,1,108366,5108
Manager,Male,38,2,Masters,Management,3,135106,5066
Warehouse Associate,Female,55,2,PhD,Administration,3,85453,5135
Graphic Designer,Male,54,3,High School,Management,3,100160,5562
Data Scientist,Female,48,2,College,Administration,3,79765,5329
Manager,Male,48,2,PhD,Engineering,4,157169,5798
Financial Analyst,Female,63,3,PhD,Engineering,3,129683,5754
Financial Analyst,Female,20,1,College,Management,2,76908,4756
Financial Analyst,Female,53,3,High School,Management,1,93696,5029
Driver,Male,40,3,High School,Sales,2,88230,5512
Sales Associate,Female,46,2,Masters,Management,2,83095,5284
IT,Female,26,2,College,Sales,3,81325,5647
Warehouse Associate,Female,62,2,PhD,Engineering,2,102106,5195
Graphic Designer,Female,43,1,PhD,Engineering,1,80635,4322
Marketing Associate,Female,32,2,College,Sales,3,73404,5038
Data Scientist,Male,44,3,High School,Sales,1,83674,4854
IT,Male,62,3,Masters,Engineering,4,118314,4892
Graphic Designer,Female,57,2,Masters,Sales,5,133741,4925
Software Engineer,Male,50,3,PhD,Sales,1,119522,4650
Sales Associate,Male,40,2,High School,Administration,3,84592,4635
Sales Associate,Male,64,3,PhD,Sales,2,121589,5133
Manager,Female,28,1,High School,Engineering,4,104329,4962
Warehouse Associate,Male,24,1,College,Engineering,3,71371,5220
Data Scientist,Male,59,4,Masters,Sales,1,96582,6350
Data Scientist,Male,62,3,PhD,Sales,3,108778,4357
Driver,Male,63,3,PhD,Management,4,128520,6151
Sales Associate,Female,34,1,High School,Management,5,102745,6303
Manager,Female,62,4,Masters,Administration,3,146008,6235
Marketing Associate,Female,44,2,PhD,Management,2,68364,4076
Driver,Male,31,2,High School,Administration,4,62753,5735
Data Scientist,Female,27,1,High School,Administration,5,96584,5293
Software Engineer,Male,32,1,College,Engineering,5,128680,4677
Manager,Male,55,2,College,Management,5,152710,6107
Software Engineer,Male,36,1,High School,Operations,5,109136,4572
Data Scientist,Female,53,2,PhD,Operations,2,102265,4760
Marketing Associate,Female,33,1,High School,Management,5,81249,4845
IT,Female,56,3,Masters,Management,2,101791,6083
Marketing Associate,Female,62,4,College,Sales,1,77584,4524
Driver,Female,36,1,Masters,Administration,3,88175,5004
Data Scientist,Female,21,1,PhD,Engineering,2,65816,6817
IT,Male,33,2,Masters,Sales,1,84878,5009
Marketing Associate,Female,28,1,Masters,Engineering,5,73685,4439
IT,Female,27,1,Masters,Administration,2,55560,4449
Software Engineer,Male,36,2,Masters,Administration,2,94745,5930
Data Scientist,Female,43,2,PhD,Sales,3,106452,5346
Sales Associate,Male,46,2,College,Management,2,95505,4549
Software Engineer,Male,25,1,High School,Engineering,4,103181,4566
Software Engineer,Male,40,2,Masters,Sales,1,120096,4690
Warehouse Associate,Female,47,2,College,Administration,2,87575,4422
Sales Associate,Male,51,3,High School,Management,2,98499,6274
Driver,Female,60,2,PhD,Sales,3,113140,4079
Manager,Male,56,2,PhD,Administration,4,152081,4621
Data Scientist,Female,40,1,Masters,Management,5,100505,4626
IT,Female,60,3,Masters,Management,2,104589,4536
Manager,Male,36,2,Masters,Sales,3,134450,5214
IT,Female,48,3,High School,Management,1,61081,6337
Manager,Male,37,2,PhD,Operations,1,100819,5390
Software Engineer,Male,64,2,PhD,Sales,5,157277,4844
Marketing Associate,Female,51,2,High School,Management,2,79237,4453
Driver,Male,20,2,High School,Sales,2,68175,5698
Driver,Female,61,2,College,Management,4,108475,4489
Software Engineer,Male,65,3,High School,Sales,2,122624,4165
Graphic Designer,Female,34,1,College,Management,4,99942,5352
Data Scientist,Female,58,2,PhD,Engineering,2,108296,4708
Graphic Designer,Male,45,2,Masters,Management,2,101273,3817
Sales Associate,Male,18,1,Masters,Administration,3,59334,5729
Manager,Male,43,1,PhD,Management,4,152625,4702
IT,Female,62,3,College,Sales,4,126370,6032
Financial Analyst,Female,45,2,Masters,Administration,5,122142,5435
Driver,Female,19,1,High School,Operations,4,75919,5613
Data Scientist,Male,26,1,Masters,Operations,3,90526,4191
IT,Female,47,2,PhD,Administration,3,103416,5536
Manager,Male,59,3,College,Engineering,3,133910,5795
Driver,Female,63,3,High School,Sales,1,104468,4466
Sales Associate,Female,57,2,High School,Management,4,117202,5068
Data Scientist,Female,51,1,PhD,Sales,5,139141,4969
Warehouse Associate,Female,58,1,Masters,Management,4,134109,4184
Sales Associate,Female,24,1,High School,Administration,2,66887,5014
Data Scientist,Male,41,1,College,Operations,5,77839,4458
Driver,Male,21,1,High School,Sales,2,61018,5513
IT,Female,58,2,High School,Sales,4,124847,3100
Financial Analyst,Female,33,2,PhD,Administration,1,50758,5386
Graphic Designer,Female,34,1,PhD,Operations,3,75316,5861
Driver,Male,54,3,PhD,Sales,2,118093,4115
Software Engineer,Male,31,1,College,Operations,4,106503,5225
Graphic Designer,Female,55,2,College,Administration,3,111502,4413
Sales Associate,Female,47,1,PhD,Engineering,4,116642,4621
Financial Analyst,Male,55,3,College,Operations,1,84683,4476
IT,Female,45,2,PhD,Sales,4,113283,5404
Marketing Associate,Female,48,2,High School,Administration,4,86538,4212
Marketing Associate,Female,62,3,Masters,Engineering,2,77742,5430
Software Engineer,Male,22,1,College,Sales,1,67913,4045
Financial Analyst,Female,54,2,College,Sales,2,114171,3768
Manager,Male,47,1,Masters,Engineering,4,155826,4964
Graphic Designer,Female,63,2,College,Operations,4,106204,4534
Graphic Designer,Female,38,1,High School,Administration,4,111041,3727
Software Engineer,Male,62,2,PhD,Engineering,3,138184,4664
Financial Analyst,Female,63,3,College,Sales,2,95795,5723
Sales Associate,Male,60,3,High School,Administration,3,106798,5201
Marketing Associate,Female,65,3,High School,Engineering,3,98575,5410
Warehouse Associate,Male,37,2,Masters,Administration,1,82343,5232
Software Engineer,Female,57,1,College,Engineering,3,117131,2324
Sales Associate,Male,26,2,High School,Sales,2,78625,4073
Financial Analyst,Male,27,2,PhD,Administration,4,99134,6255
Marketing Associate,Female,20,2,College,Administration,2,38613,6079
Marketing Associate,Female,26,2,College,Operations,1,62866,5114
Graphic Designer,Male,44,1,Masters,Engineering,5,107818,5281
Graphic Designer,Female,47,1,High School,Operations,5,108731,4793
Manager,Male,21,1,College,Management,2,114621,3927
Marketing Associate,Female,23,1,High School,Sales,2,47739,4829
Data Scientist,Male,45,1,Masters,Operations,3,104290,3474
Financial Analyst,Male,65,4,Masters,Sales,1,111403,5078
IT,Male,52,2,College,Administration,5,93802,5404
Manager,Male,30,1,High School,Sales,5,138163,3415
Financial Analyst,Male,50,2,Masters,Operations,3,115613,3881
Sales Associate,Female,18,1,Masters,Engineering,1,64920,4967
Software Engineer,Female,36,1,PhD,Management,1,79177,3661
Warehouse Associate,Male,25,1,College,Operations,1,64994,4310
Driver,Male,53,3,PhD,Sales,2,100941,5992
Manager,Male,55,1,High School,Management,5,163208,4095
Sales Associate,Male,24,1,PhD,Operations,2,51837,4472
Graphic Designer,Male,56,2,Masters,Management,4,114048,5097
Manager,Female,59,2,High School,Management,2,136215,3603
Marketing Associate,Female,55,3,High School,Administration,1,63327,4066
Software Engineer,Male,64,2,PhD,Engineering,4,139068,4126
Sales Associate,Male,63,2,Masters,Engineering,3,136209,3910
Software Engineer,Male,55,2,PhD,Management,3,121910,4494
Graphic Designer,Male,43,2,PhD,Management,2,82057,5268
Sales Associate,Male,51,2,High School,Engineering,1,96023,4148
Marketing Associate,Female,31,1,High School,Sales,3,52578,5538
Driver,Female,61,2,College,Administration,4,114436,4249
Marketing Associate,Female,56,2,Masters,Sales,4,99543,4442
Sales Associate,Female,41,2,College,Sales,1,60983,5022
Software Engineer,Male,49,3,Masters,Administration,1,82277,5460
Marketing Associate,Female,23,1,College,Sales,2,55885,3795
Graphic Designer,Male,29,1,Masters,Operations,3,73142,4712
Graphic Designer,Male,53,2,High School,Operations,4,107065,3652
Driver,Female,61,2,PhD,Engineering,2,107064,4202
Marketing Associate,Female,56,2,High School,Operations,5,107370,4916
Marketing Associate,Female,25,1,High School,Sales,1,39741,4981
Sales Associate,Male,64,2,High School,Management,3,120579,4687
Driver,Female,55,2,High School,Engineering,3,103242,4495
Driver,Female,42,1,Masters,Sales,5,120112,5070
Sales Associate,Female,61,2,High School,Sales,2,83308,3653
Marketing Associate,Female,26,1,High School,Management,1,36585,4373
Graphic Designer,Female,59,2,College,Engineering,4,115344,4827
Sales Associate,Male,36,2,High School,Management,1,49553,5784
IT,Female,54,2,Masters,Administration,3,96982,4750
Financial Analyst,Female,24,1,High School,Management,4,80030,5481
Driver,Male,58,2,College,Sales,4,110157,4275
Financial Analyst,Female,32,1,High School,Administration,4,84047,4683
Marketing Associate,Male,47,2,PhD,Sales,3,93054,4243
Data Scientist,Female,53,2,Masters,Engineering,2,84764,4409
Warehouse Associate,Female,61,1,Masters,Management,3,120277,4617
Marketing Associate,Female,56,2,High School,Sales,3,81661,4965
Manager,Female,45,1,High School,Engineering,5,149893,5120
Software Engineer,Male,45,2,High School,Management,1,81515,5001
Driver,Male,55,2,Masters,Operations,3,95898,4309
Warehouse Associate,Male,42,2,PhD,Operations,3,90000,4774
Manager,Male,60,3,High School,Management,2,111896,5597
Driver,Male,53,1,Masters,Engineering,5,130082,4734
Sales Associate,Female,60,2,PhD,Engineering,5,130417,4694
Marketing Associate,Female,34,1,College,Engineering,2,38855,4503
Software Engineer,Male,25,1,High School,Administration,4,81057,5259
Data Scientist,Male,41,1,High School,Management,5,117215,4322
Graphic Designer,Female,49,1,High School,Administration,4,96232,3697
Financial Analyst,Male,64,1,PhD,Operations,5,141186,3415
Manager,Male,52,2,High School,Operations,2,114943,3438
Data Scientist,Male,43,1,PhD,Administration,4,107640,3896
Manager,Male,31,2,College,Operations,1,80259,4791
Marketing Associate,Female,48,1,College,Operations,5,86563,4415
Data Scientist,Male,20,1,High School,Operations,2,61589,3990
Warehouse Associate,Male,35,1,High School,Administration,2,74829,4263
Graphic Designer,Female,44,1,Masters,Administration,2,72248,3634
Sales Associate,Male,49,2,High School,Operations,3,91342,4516
Sales Associate,Male,49,2,Masters,Operations,2,101140,4851
Marketing Associate,Male,51,2,PhD,Sales,1,62600,4300
Software Engineer,Male,21,1,High School,Engineering,2,65313,4685
Manager,Male,41,1,College,Administration,5,123153,4111
IT,Male,27,1,High School,Management,3,57500,3665
Manager,Male,37,1,PhD,Administration,3,115604,4098
Software Engineer,Male,18,1,High School,Sales,1,55555,4390
Data Scientist,Male,58,1,PhD,Engineering,5,124166,3875
IT,Male,50,2,Masters,Management,3,101050,3879
Data Scientist,Female,56,1,College,Engineering,5,125828,3961
Graphic Designer,Female,45,1,High School,Management,3,75017,5576
Marketing Associate,Female,40,1,Masters,Engineering,4,100415,3871
Manager,Female,57,1,Masters,Operations,3,145095,3889
Data Scientist,Female,63,2,High School,Administration,5,115641,4339
Software Engineer,Male,59,1,College,Sales,5,160460,2930
Financial Analyst,Male,45,2,High School,Administration,2,85947,3909
Financial Analyst,Female,48,1,College,Engineering,5,119058,4037
Warehouse Associate,Female,56,1,College,Administration,4,106722,4044
Financial Analyst,Female,41,2,PhD,Operations,3,91129,4825
Graphic Designer,Male,59,1,PhD,Sales,4,135512,3955
Financial Analyst,Female,49,2,College,Operations,1,92891,3578
Financial Analyst,Male,64,3,High School,Administration,3,124151,3392
Data Scientist,Female,58,1,High School,Sales,5,141005,3384
Manager,Male,36,1,High School,Operations,2,115742,3661
IT,Male,31,1,Masters,Sales,2,93358,3223
IT,Female,44,1,High School,Sales,5,131411,3084
Sales Associate,Female,61,2,College,Sales,1,96900,4157
IT,Male,59,3,Masters,Sales,2,98995,4596
IT,Male,57,3,High School,Sales,3,109645,5472
Financial Analyst,Male,39,2,College,Sales,1,61609,3738
Marketing Associate,Female,56,2,High School,Engineering,3,88820,4289
Data Scientist,Male,61,1,Masters,Administration,5,122352,3590
Marketing Associate,Female,53,1,Masters,Management,4,112489,4237
Software Engineer,Male,29,1,High School,Sales,1,86650,3518
Data Scientist,Male,62,3,High School,Operations,2,101284,4993
Manager,Male,41,1,Masters,Sales,2,119794,3712
Graphic Designer,Male,58,2,Masters,Operations,1,96609,3044
Marketing Associate,Female,38,1,PhD,Engineering,1,53839,3270
Financial Analyst,Male,29,1,Masters,Operations,2,84725,3274
IT,Female,57,2,High School,Administration,1,64807,3887
IT,Female,28,1,High School,Management,1,41151,4296
Financial Analyst,Female,48,1,College,Administration,4,114031,4510
Driver,Male,33,1,High School,Management,1,59493,3955
Manager,Female,42,1,High School,Management,2,119893,3721
Manager,Male,60,2,College,Sales,1,131980,3841
Sales Associate,Female,52,1,High School,Sales,3,94154,3964
Marketing Associate,Female,60,1,College,Management,4,114906,4766
Driver,Female,63,1,Masters,Management,4,115981,2661
Data Scientist,Male,37,1,PhD,Administration,2,78836,3588
Driver,Male,64,2,Masters,Operations,2,112719,3382
Marketing Associate,Female,59,1,Masters,Sales,3,93018,2730
Marketing Associate,Female,55,2,College,Sales,2,69928,4811
Software Engineer,Female,57,2,High School,Engineering,1,104623,3791
Driver,Male,55,2,College,Administration,2,103328,4543
Financial Analyst,Male,47,2,High School,Management,1,68643,4674
Graphic Designer,Female,33,1,High School,Sales,1,63914,3521
Sales Associate,Male,45,2,High School,Engineering,1,67296,4780
Graphic Designer,Female,44,1,College,Sales,3,90474,3530
Driver,Female,22,1,High School,Administration,1,60026,4605
Marketing Associate,Female,41,1,PhD,Management,5,108587,4275
Financial Analyst,Female,61,1,Masters,Engineering,4,139042,2982
Driver,Male,65,1,High School,Operations,5,116803,3431
Sales Associate,Female,57,1,Masters,Operations,3,101423,3641
Software Engineer,Male,36,1,Masters,Operations,1,86375,3368
IT,Male,31,1,College,Operations,1,49449,4149
Marketing Associate,Female,56,2,High School,Sales,3,95995,4045
Software Engineer,Male,51,1,College,Management,2,118282,3599
IT,Female,47,1,PhD,Operations,3,99472,3943
Manager,Female,55,1,High School,Administration,3,135638,2824
IT,Male,50,1,College,Operations,3,85648,2728
Data Scientist,Female,58,1,PhD,Management,4,121457,4723
Data Scientist,Female,57,1,PhD,Operations,2,114141,3746
Manager,Male,58,1,PhD,Management,4,179726,4284
Marketing Associate,Female,64,1,College,Administration,5,107572,3107
Sales Associate,Female,65,2,PhD,Sales,5,142505,4214
Financial Analyst,Male,43,1,PhD,Sales,4,108719,4143
IT,Male,36,1,High School,Sales,4,109832,3528
Software Engineer,Male,60,1,PhD,Administration,4,127250,4263
Sales Associate,Female,50,1,Masters,Sales,3,106279,3892
Software Engineer,Male,37,1,High School,Sales,1,81547,3510
Data Scientist,Male,56,1,Masters,Administration,2,95798,2530
Manager,Female,47,1,High School,Management,3,106916,3959
Manager,Male,59,2,PhD,Administration,1,124782,4618
Warehouse Associate,Male,53,1,College,Operations,4,126256,3463
IT,Female,59,1,PhD,Engineering,3,92257,3908
Software Engineer,Male,62,1,High School,Sales,3,124660,2200
IT,Female,32,2,High School,Engineering,1,59377,5236
Marketing Associate,Female,38,1,PhD,Engineering,2,76726,4204
IT,Female,54,1,High School,Engineering,5,112502,3988
Data Scientist,Male,65,2,Masters,Sales,2,128730,3247
Manager,Male,61,2,College,Sales,1,136836,4070
IT,Male,51,1,High School,Engineering,3,89272,2600
Financial Analyst,Female,62,1,High School,Operations,3,101515,2251
Software Engineer,Male,36,1,Masters,Operations,1,93855,4099
Graphic Designer,Male,30,1,College,Operations,2,36642,4388
Sales Associate,Male,60,1,College,Operations,3,112604,3366
Financial Analyst,Female,49,1,PhD,Engineering,1,67089,3078
Driver,Female,51,1,PhD,Management,2,97789,3536
Data Scientist,Male,62,1,PhD,Administration,3,123333,3353
IT,Male,62,1,PhD,Management,2,105771,2978
Marketing Associate,Female,46,1,College,Administration,1,54945,2991
Data Scientist,Female,65,1,PhD,Operations,2,121239,3078
Data Scientist,Female,64,2,High School,Sales,1,87314,3688
Driver,Female,65,1,PhD,Operations,3,124530,3647
Driver,Female,45,1,College,Sales,2,67150,3255
Financial Analyst,Male,39,1,College,Engineering,4,99643,3789
Sales Associate,Male,54,1,College,Administration,3,92468,3242
Financial Analyst,Female,47,1,College,Operations,2,63300,3655
IT,Male,55,2,Masters,Operations,1,91447,3196
Marketing Associate,Female,58,2,High School,Operations,1,60271,3927
Warehouse Associate,Male,34,1,Masters,Operations,1,45915,4765
