Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0620-DLSLK,Female,47,No,0,Pasadena,91103,34.167465,-118.165327,0,13,None,Yes,34.18,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,81.9,1028.9,0,0,444.34,1473.24,Stayed,,
0620-XEFWH,Male,41,Yes,1,Oak Run,96069,40.689243,-122.037023,1,4,Offer E,Yes,39.04,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,18.85,84.2,0,0,156.16,240.36,Stayed,,
0621-CXBKL,Female,62,No,0,Copperopolis,95228,37.943954,-120.67108,0,53,Offer B,Yes,10.32,No,No,,,,,,,,,,,Two Year,No,Mailed Check,18.7,1005.7,0,0,546.96,1552.66,Stayed,,
0621-HJWXJ,Female,54,Yes,0,Irvine,92618,33.667145,-117.732135,1,63,Offer B,Yes,21.15,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,5029.05,0,0,1332.45,6361.5,Stayed,,
0621-JFHOL,Female,41,No,0,North Hollywood,91602,34.15136,-118.364786,0,10,Offer D,No,,,Yes,Cable,29,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Mailed Check,29.6,299.05,0,0,0,299.05,Stayed,,
0621-TSSMU,Male,29,Yes,0,Maywood,90270,33.988572,-118.186565,0,56,None,Yes,48.87,No,No,,,,,,,,,,,One Year,No,Credit Card,19.95,1126.75,0,0,2736.72,3863.47,Stayed,,
0621-TWIEM,Male,28,No,0,Newhall,91321,34.370378,-118.504118,0,10,Offer D,Yes,34.44,No,Yes,Cable,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,402.6,0,0,344.4,747,Churned,Attitude,Attitude of support person
0623-EJQEG,Male,50,No,0,Murphys,95247,38.147852,-120.440124,0,65,Offer B,Yes,2.72,Yes,Yes,Fiber Optic,16,Yes,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,93.55,6069.25,0,30,176.8,6276.05,Stayed,,
0623-GDISB,Female,63,No,0,San Clemente,92673,33.4725,-117.584273,0,1,None,Yes,16.42,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.45,48.45,0,0,16.42,64.87,Joined,,
0623-IIHUG,Female,77,No,0,San Diego,92122,32.85723,-117.209774,0,21,None,No,,,Yes,Cable,8,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-10,840.1,0,0,0,840.1,Churned,Competitor,Competitor made better offer
0625-AFOHS,Female,40,Yes,1,Ferndale,95536,40.4785,-124.301372,5,29,Offer C,Yes,34.44,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.2,558.8,0,0,998.76,1557.56,Stayed,,
0626-QXNGV,Female,55,Yes,0,Arcata,95521,40.839958,-124.003757,7,72,None,Yes,37.98,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,24.15,1776.45,0,0,2734.56,4511.01,Stayed,,
0628-CNQRM,Male,49,Yes,0,Temecula,92592,33.507255,-117.029473,1,22,None,Yes,19.8,No,Yes,Cable,17,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,67.5,1544.05,0,0,435.6,1979.65,Churned,Other,Don't know
0634-SZPQA,Female,64,No,0,San Anselmo,94960,37.99272,-122.575026,0,23,None,Yes,3.55,Yes,Yes,Fiber Optic,4,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.05,2169.8,27.38,0,81.65,2224.07,Churned,Competitor,Competitor offered higher download speeds
0635-WKOLD,Male,33,Yes,0,Ceres,95307,37.553469,-120.952825,0,40,Offer B,Yes,23.74,Yes,Yes,DSL,22,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.75,2921.75,0,0,949.6,3871.35,Stayed,,
0637-KVDLV,Male,30,No,0,Elk Grove,95758,38.35363,-121.44195,0,2,Offer E,Yes,17.22,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,162.45,0,0,34.44,196.89,Churned,Other,Don't know
0637-UBJRP,Male,40,Yes,0,Wilton,95693,38.392559,-121.225093,5,13,Offer D,Yes,29.92,No,Yes,Fiber Optic,21,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.05,1095.3,23.97,0,388.96,1460.29,Churned,Competitor,Competitor offered higher download speeds
0637-YLETY,Female,39,No,0,Douglas City,96024,40.586588,-122.903677,0,16,Offer D,Yes,18.99,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.6,1555.65,0,0,303.84,1859.49,Churned,Attitude,Attitude of service provider
0639-TSIQW,Female,28,No,0,White Water,92282,33.972293,-116.654195,0,67,Offer A,Yes,37.5,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,102.95,6886.25,0,0,2512.5,9398.75,Churned,Competitor,Competitor offered more data
0640-YJTPY,Male,19,Yes,1,Smartville,95977,39.176595,-121.291692,3,72,Offer A,Yes,5.7,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,21,1493.75,0,0,410.4,1904.15,Stayed,,
0641-EVBOJ,Male,61,No,0,Coarsegold,93614,37.212191,-119.749323,0,3,None,Yes,44.97,No,Yes,Fiber Optic,16,Yes,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,82.3,214.4,0,20,134.91,369.31,Joined,,
0643-OKLRP,Female,73,Yes,0,Azusa,91702,34.174493,-117.87068,1,47,None,Yes,38.31,Yes,Yes,Fiber Optic,7,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,80.35,3825.85,0,90,1800.57,5716.42,Churned,Dissatisfaction,Network reliability
0644-OQMDK,Male,69,No,0,Merced,95348,37.40122,-120.514191,0,4,Offer E,Yes,6.18,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,293.85,0,0,24.72,318.57,Stayed,,
0650-BWOZN,Female,71,No,0,Aguanga,92536,33.482243,-116.827173,0,18,None,Yes,7.51,No,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,73.55,1359.45,0,0,135.18,1494.63,Stayed,,
0654-HMSHN,Male,45,Yes,0,Mojave,93501,35.097323,-118.171288,1,21,Offer D,Yes,42.65,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.4,2157.95,0,0,895.65,3053.6,Churned,Attitude,Attitude of support person
0654-PQKDW,Female,58,Yes,2,Pescadero,94060,37.22565,-122.297533,5,62,None,Yes,42.05,No,Yes,DSL,20,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.75,4263.45,0,0,2607.1,6870.55,Stayed,,
0655-RBDUG,Male,32,No,0,Alviso,95002,37.449537,-121.994813,0,7,Offer E,Yes,9.25,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.05,713,0,0,64.75,777.75,Churned,Competitor,Competitor had better devices
0655-YDGFJ,Male,34,No,0,Palm Springs,92264,33.745746,-116.514215,0,29,Offer C,Yes,10.06,No,Yes,DSL,25,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.95,1323.7,0,0,291.74,1615.44,Stayed,,
0657-DOGUM,Female,35,Yes,0,Rancho Cucamonga,91739,34.133809,-117.523724,1,48,Offer B,Yes,44.72,Yes,Yes,DSL,13,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.6,2985.25,0,100,2146.56,5231.81,Stayed,,
0661-KBKPA,Male,43,Yes,3,Seaside,93955,36.625114,-121.823565,7,53,None,Yes,31.86,Yes,Yes,DSL,56,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,78.75,3942.45,0,0,1688.58,5631.03,Stayed,,
0661-KQHNK,Female,38,Yes,3,Round Mountain,96084,40.923558,-122.059933,0,6,None,Yes,30.01,No,No,,,,,,,,,,,One Year,No,Credit Card,19,105.5,0,0,180.06,285.56,Stayed,,
0661-WCQNQ,Male,56,Yes,0,Orleans,95556,41.269521,-123.546958,8,22,Offer D,Yes,7.68,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,56.25,1292.2,0,100,168.96,1561.16,Stayed,,
0661-XEYAN,Female,76,No,0,Nevada City,95959,39.333737,-120.858667,0,1,None,No,,,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,25.8,25.8,0,20,0,45.8,Churned,Competitor,Competitor had better devices
0665-XHDJU,Male,21,Yes,0,Monte Rio,95462,38.471049,-123.015549,7,72,None,Yes,34.95,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.4,7285.7,0,0,2516.4,9802.1,Stayed,,
0666-UXTJO,Male,80,Yes,0,Morongo Valley,92256,34.097863,-116.594561,4,34,Offer C,Yes,29.66,No,Yes,Fiber Optic,29,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.2,2874.45,0,0,1008.44,3882.89,Stayed,,
0667-NSRGI,Female,45,Yes,0,Lodi,95240,38.123544,-121.159078,3,48,None,Yes,17.03,Yes,Yes,DSL,15,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.55,3435.6,0,0,817.44,4253.04,Stayed,,
0668-OGMHD,Female,20,Yes,0,Santa Rosa,95405,38.439696,-122.668817,8,21,Offer D,No,,,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,28.5,629.35,0,0,0,629.35,Stayed,,
0670-ANMUU,Male,47,No,0,Chino Hills,91709,33.942895,-117.725644,0,71,None,Yes,16.57,Yes,Yes,Fiber Optic,5,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,97.65,6687.85,0,0,1176.47,7864.32,Stayed,,
0670-KDOMA,Female,42,No,0,Chowchilla,93610,37.100948,-120.270136,0,1,Offer E,Yes,28.18,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.25,20.25,0,0,28.18,48.43,Joined,,
0673-IGUQO,Male,26,No,0,Phelan,92371,34.441123,-117.537886,0,1,None,Yes,30.09,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.45,20.45,0,0,30.09,50.54,Joined,,
0674-DGMAQ,Male,78,Yes,0,Elk,95432,39.108252,-123.645121,9,32,Offer C,Yes,43.54,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,93.5,2970.8,0,0,1393.28,4364.08,Stayed,,
0674-EYYZV,Female,41,No,0,Los Angeles,90065,34.108833,-118.229715,0,1,None,Yes,36.33,No,Yes,DSL,4,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.65,54.65,0,0,36.33,90.98,Joined,,
0674-GCDXG,Male,20,No,0,Bakersfield,93308,35.559617,-118.925185,0,63,Offer B,Yes,42.59,Yes,Yes,DSL,85,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.9,4479.2,0,0,2683.17,7162.37,Stayed,,
0675-NCDYU,Female,61,Yes,2,Placentia,92870,33.881158,-117.854783,1,72,Offer A,Yes,28.86,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.4,8543.25,0,0,2077.92,10621.17,Stayed,,
0678-RLHVP,Female,33,No,0,Redwood City,94065,37.527497,-122.230941,0,53,Offer B,Yes,12.92,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,5682.25,0,0,684.76,6367.01,Stayed,,
0679-IDSTG,Female,73,Yes,0,Branscomb,95417,39.710591,-123.682799,1,1,None,Yes,37.3,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0,0,37.3,106.55,Churned,Competitor,Competitor had better devices
0679-TDGAK,Male,29,Yes,1,Fresno,93727,36.751489,-119.68072,1,50,None,Yes,31.83,No,Yes,Cable,47,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,75.5,4025.6,0,100,1591.5,5717.1,Stayed,,
0680-DFNNY,Male,62,Yes,0,Winters,95694,38.578604,-122.024579,1,15,None,Yes,40.7,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,1504.05,0,0,610.5,2114.55,Churned,Competitor,Competitor offered more data
0682-USIXD,Female,40,Yes,0,Diamond Bar,91765,33.992416,-117.807874,7,21,None,Yes,14.81,No,Yes,Fiber Optic,25,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,1818.9,0,0,311.01,2129.91,Stayed,,
0684-AOSIH,Male,42,Yes,0,Oro Grande,92368,34.647959,-117.296957,1,1,None,Yes,12.04,No,Yes,Cable,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95,95,0,0,12.04,107.04,Churned,Dissatisfaction,Network reliability
0685-MLYYM,Female,74,No,0,Buena Park,90620,33.845706,-118.012204,0,2,Offer E,Yes,9.86,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.75,154.85,0,0,19.72,174.57,Churned,Price,Long distance charges
0687-ZVTHB,Male,24,Yes,0,Richmond,94805,37.941456,-122.320968,1,65,Offer B,Yes,26.75,Yes,Yes,Cable,51,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,72.45,4653.85,14.23,0,1738.75,6378.37,Churned,Competitor,Competitor offered more data
0689-DSXGL,Female,61,Yes,1,Yreka,96097,41.764869,-122.671316,3,52,Offer B,Yes,16.87,No,Yes,Fiber Optic,24,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.8,4433.3,0,0,877.24,5310.54,Stayed,,
0689-NKYLF,Male,42,No,0,Los Angeles,90066,34.002028,-118.430656,0,13,Offer D,Yes,35.4,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.2,1060.6,0,0,460.2,1520.8,Churned,Attitude,Attitude of support person
0690-SRQID,Male,20,No,0,Stockton,95203,37.954089,-121.329761,0,4,Offer E,Yes,18.28,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.65,67.55,0,0,73.12,140.67,Stayed,,
0691-IFBQW,Female,65,No,0,Biola,93606,36.798882,-120.019511,0,46,None,Yes,2.37,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110,4874.8,0,0,109.02,4983.82,Churned,Competitor,Competitor made better offer
0691-JVSYA,Female,24,Yes,0,Pasadena,91103,34.167465,-118.165327,5,53,None,Yes,40.62,No,Yes,Fiber Optic,73,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.85,5000.2,18.55,0,2152.86,7134.51,Churned,Competitor,Competitor had better devices
0691-NIKRI,Female,41,No,0,Elverta,95626,38.734997,-121.463719,0,40,Offer B,Yes,16.73,Yes,Yes,Fiber Optic,14,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.95,4335.2,0,0,669.2,5004.4,Stayed,,
0696-UKTOX,Male,64,No,1,North Hills,91343,34.238802,-118.482296,0,23,None,Yes,8.4,No,Yes,Cable,27,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.15,1312.45,0,40,193.2,1545.65,Stayed,,
0697-ZMSWS,Male,19,No,0,Los Angeles,90023,34.017697,-118.200577,0,4,None,Yes,6.91,Yes,Yes,Fiber Optic,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,338.9,0,0,27.64,366.54,Churned,Dissatisfaction,Limited range of services
0699-NDKJM,Female,45,Yes,0,Westlake Village,91361,34.130992,-118.894673,1,57,Offer B,No,,,Yes,Cable,22,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,58.75,3437.45,0,0,0,3437.45,Stayed,,
0701-RFGFI,Female,56,Yes,6,La Mesa,91941,32.759327,-116.99726,6,49,Offer B,Yes,8.18,Yes,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,4613.95,0,0,400.82,5014.77,Stayed,,
0701-TJSEF,Male,45,No,0,Santa Barbara,93105,34.037342,-119.80079,0,9,Offer E,Yes,32.31,No,Yes,Cable,24,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.25,576.95,0,0,290.79,867.74,Stayed,,
0702-PGIBZ,Male,28,No,0,Dutch Flat,95714,39.197215,-120.83679,0,4,Offer E,Yes,26.16,Yes,Yes,Fiber Optic,85,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.7,364.55,1.48,0,104.64,467.71,Churned,Competitor,Competitor made better offer
0704-VCUMB,Female,64,Yes,0,San Diego,92103,32.747484,-117.166877,1,61,None,Yes,10.94,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.25,1278.8,5.15,0,667.34,1940.99,Stayed,,
0707-HOVVN,Female,79,No,0,Mi Wuk Village,95346,38.121601,-120.133915,0,70,Offer A,Yes,47.27,Yes,Yes,Cable,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.5,5212.65,0,0,3308.9,8521.55,Stayed,,
0708-LGSMF,Male,56,Yes,0,Milpitas,95035,37.441931,-121.878502,1,13,Offer D,Yes,14.32,Yes,Yes,DSL,4,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.85,902.25,0,0,186.16,1088.41,Stayed,,
0708-SJDIS,Female,32,No,0,West Hollywood,90069,34.093781,-118.381061,0,34,Offer C,Yes,45.28,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65,2157.5,0,0,1539.52,3697.02,Stayed,,
0709-TVGUR,Female,70,No,0,Stockton,95207,38.002125,-121.324979,0,9,None,Yes,17.56,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,622.9,33.25,0,158.04,747.69,Churned,Competitor,Competitor had better devices
0716-BQNDX,Male,77,No,0,Madera,93637,36.902954,-120.194274,0,57,None,Yes,2.21,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93.75,5625.55,0,0,125.97,5751.52,Stayed,,
0719-SYFRB,Female,52,No,0,Norco,92860,33.925833,-117.559639,0,12,Offer D,Yes,36.24,Yes,Yes,DSL,30,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,61.65,713.75,0,0,434.88,1148.63,Churned,Competitor,Competitor offered higher download speeds
0722-SVSFK,Female,45,No,0,Half Moon Bay,94019,37.45567,-122.407992,0,7,None,Yes,39.02,No,Yes,Fiber Optic,25,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,715,0,0,273.14,988.14,Stayed,,
0722-TROQR,Female,68,No,0,Davis,95616,38.508735,-121.678813,0,4,None,Yes,26.23,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,321.75,0,0,104.92,426.67,Churned,Price,Lack of affordable download/upload speed
0723-DRCLG,Female,73,Yes,0,Fallbrook,92028,33.362575,-117.299644,1,1,None,Yes,31.27,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.45,74.45,0,10,31.27,115.72,Churned,Other,Don't know
0723-FDLAY,Male,54,No,0,Gold Run,95717,39.170376,-120.838404,0,44,Offer B,Yes,49.57,Yes,Yes,Cable,21,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,85.25,3704.15,0,100,2181.08,5985.23,Stayed,,
0723-VSOBE,Female,67,No,0,Dos Rios,95429,39.756049,-123.358701,0,45,Offer B,No,,,Yes,Cable,4,No,No,No,No,No,Yes,No,No,One Year,No,Bank Withdrawal,34.2,1596.6,0,0,0,1596.6,Stayed,,
0725-CXOTM,Female,29,No,0,Manteca,95337,37.750822,-121.238423,0,36,None,Yes,44.7,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,89.65,3348.1,0,0,1609.2,4957.3,Stayed,,
0727-BMPLR,Female,66,No,0,Fresno,93706,36.654614,-119.903674,0,55,None,Yes,37.38,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100,5509.3,0,100,2055.9,7665.2,Churned,Competitor,Competitor offered higher download speeds
0727-BNRLG,Male,41,No,0,Los Angeles,90064,34.037251,-118.423573,0,69,Offer A,Yes,49.35,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.65,6743.55,0,0,3405.15,10148.7,Stayed,,
0727-IWKVK,Male,35,Yes,0,Yermo,92398,35.013299,-116.834092,0,9,Offer E,Yes,19.18,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,741.7,0,0,172.62,914.32,Churned,Price,Extra data charges
0730-BGQGF,Male,48,Yes,3,Grover Beach,93433,35.120833,-120.61843,1,71,Offer A,Yes,15.71,Yes,Yes,DSL,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,90.3,6287.3,0,100,1115.41,7502.71,Stayed,,
0730-KOAVE,Male,53,No,0,Redwood City,94062,37.410567,-122.297152,0,30,Offer C,Yes,41.66,Yes,Yes,Fiber Optic,28,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.3,2679.7,0,0,1249.8,3929.5,Stayed,,
0731-EBJQB,Female,24,Yes,0,Downey,90240,33.956228,-118.120993,3,52,Offer B,Yes,5.65,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,20.4,1090.65,0,0,293.8,1384.45,Stayed,,
0732-OCQOC,Female,30,Yes,0,Death Valley,92328,36.27688,-117.033326,10,52,Offer B,Yes,5.32,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.05,1270.25,0,0,276.64,1546.89,Stayed,,
0733-VUNUW,Male,43,No,0,San Francisco,94114,37.758085,-122.434801,0,24,None,Yes,8.99,Yes,Yes,DSL,5,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.65,1400.55,0,60,215.76,1676.31,Churned,Competitor,Competitor had better devices
0734-OXWBT,Male,44,No,1,Covina,91722,34.097345,-117.906736,0,3,Offer E,Yes,25.04,No,Yes,Cable,17,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,70.7,225.65,0,0,75.12,300.77,Joined,,
0739-UUAJR,Female,61,Yes,1,Mountain View,94040,37.380662,-122.086022,10,72,Offer A,No,,,Yes,Cable,14,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,53.8,3952.45,0,0,0,3952.45,Stayed,,
0742-LAFQK,Male,52,Yes,0,Fullerton,92833,33.877639,-117.961212,1,72,None,Yes,28.86,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.15,7422.1,0,0,2077.92,9500.02,Stayed,,
0742-MOABM,Male,50,Yes,0,Fallbrook,92028,33.362575,-117.299644,2,4,None,Yes,9.67,No,Yes,Cable,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,50.05,179.35,0,0,38.68,218.03,Churned,Competitor,Competitor made better offer
0742-NXBGR,Female,64,No,0,Adin,96006,41.171578,-120.913161,0,1,Offer E,Yes,33.41,No,Yes,Fiber Optic,28,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.3,82.3,0,0,33.41,115.71,Churned,Competitor,Competitor had better devices
0743-HNPFG,Female,50,Yes,0,Butte City,95920,39.449794,-121.936372,2,51,None,Yes,17.95,No,Yes,DSL,14,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.75,3562.5,0,0,915.45,4477.95,Stayed,,
0743-HRVFF,Female,42,Yes,3,Bakersfield,93309,35.342891,-119.064803,4,51,None,No,,,Yes,DSL,76,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56.15,2898.95,0,0,0,2898.95,Stayed,,
0744-BIKKF,Male,39,No,0,Mecca,92254,33.543835,-115.993906,0,72,Offer A,Yes,11.41,Yes,Yes,DSL,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.65,6224.8,0,0,821.52,7046.32,Stayed,,
0744-GKNGE,Female,31,Yes,2,Inglewood,90305,33.958134,-118.330905,0,64,Offer B,Yes,27.74,Yes,Yes,Fiber Optic,12,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.8,5327.25,0,0,1775.36,7102.61,Stayed,,
0746-JTRFU,Male,22,No,0,Kingsburg,93631,36.478239,-119.52137,0,2,Offer E,No,,,Yes,Cable,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,56.35,0,0,0,56.35,Churned,Dissatisfaction,Product dissatisfaction
0748-RDGGM,Male,38,Yes,0,Tarzana,91356,34.157137,-118.548511,1,70,None,Yes,39.63,No,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.5,7534.65,0,0,2774.1,10308.75,Churned,Price,Long distance charges
0749-IRGQE,Female,68,Yes,0,Buena Park,90621,33.874224,-117.993368,5,13,None,No,,,Yes,DSL,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,45.3,528.45,0,0,0,528.45,Stayed,,
0750-EBAIU,Male,43,No,0,Temecula,92590,33.475493,-117.219551,0,52,Offer B,Yes,31.31,No,Yes,Fiber Optic,12,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,91.25,4738.3,0,0,1628.12,6366.42,Stayed,,
