Age,Salary,Contribution Rate,Years to Retirement,Fund Balance,Risk Tolerance,Expected Return,Investment Strategy
56,37912.058607241575,0.19856855111056276,32,351380.7994556428,High,0.04247450878318757,Conservative
55,30738.491523295284,0.11707431659582705,12,56680.16944872476,High,0.021608907480340677,Conservative
40,139704.32916739484,0.18752458635701702,31,690987.0711271038,Low,0.04154161321205579,Balanced
56,100955.81170909292,0.16427672131756027,7,74720.41290957133,Low,0.0507838698054526,Aggressive
56,80582.94942836615,0.09964676378570791,21,184735.9018550777,Medium,0.04322029681321991,Balanced
58,185159.17176070876,0.12545932748794775,19,506031.7205777764,Low,0.07027349609118985,Conservative
35,62776.47509502313,0.10764938326455521,20,124962.568217314,Medium,0.07326485952315683,Aggressive
34,96192.5617648381,0.07043349112489475,33,266429.4299010129,Low,0.0823922719366663,Conservative
39,189853.00615771778,0.10351498723432896,29,710516.8115154224,Low,0.03487240212215605,Balanced
41,102608.11568229721,0.1833459326420142,5,120689.78829156035,High,0.06951416354979376,Balanced
64,124297.92655999982,0.16289535280236023,34,689998.9149825235,Low,0.054404766947188196,Balanced
42,43657.26731681289,0.09163716114524931,26,134351.73212926945,Medium,0.045830649259247916,Conservative
33,164328.2857718886,0.10518699696463077,19,172576.32632820515,High,0.05862197380752486,Aggressive
49,101868.99210500049,0.14246508845097827,37,633844.8891076312,Low,0.05850356000129496,Aggressive
64,166087.57118174218,0.11242097225127312,39,535686.6782416605,High,0.07114963603122135,Balanced
38,73145.59923451865,0.12545661745468445,13,91919.82922067396,High,0.06473746999934427,Aggressive
49,101821.38759543971,0.15472526166439737,9,83840.11761968092,High,0.07050195477179771,Conservative
46,163713.31918205175,0.12008762722160313,14,190573.50423347013,Medium,0.0984395465668145,Aggressive
54,195559.22039741874,0.07864546845007937,39,894927.4462890408,Medium,0.08483720970161197,Conservative
44,40136.33914583571,0.12808609059722442,2,9411.870642607748,Low,0.043364656337317134,Balanced
45,168117.55016121373,0.10341773453256388,14,347530.5287656538,High,0.06267892492293921,Balanced
56,81117.14149660873,0.0936101342687934,30,151009.5699862411,Low,0.03834888050966079,Balanced
45,123626.35775148227,0.09921628416597787,10,86358.08222460317,Medium,0.061511035791950566,Aggressive
59,79315.68504162715,0.11585033262350086,38,369359.27276184945,High,0.07696658896807541,Conservative
56,134285.73033655834,0.1829919714307432,18,375763.355613292,Medium,0.025261666283925975,Balanced
54,90146.48120947584,0.16010856564953005,14,231145.37906706694,High,0.030993948052541357,Conservative
63,86714.53146620585,0.15018229077520429,37,444288.620339816,High,0.020584850330142786,Balanced
36,36449.51319910904,0.12068903163226002,19,109626.01549479464,High,0.050293412456492034,Conservative
42,54983.26900364796,0.05027449207245252,21,54076.42125571251,Low,0.08138522224546972,Balanced
45,185903.29380713138,0.10108260671586371,6,120906.8740480147,Medium,0.055961268122260835,Conservative
37,199707.16290845186,0.17197880599692106,13,366601.1311666869,Medium,0.06566263615008708,Conservative
45,162688.4978978331,0.10822563642766096,3,63598.8882083651,Medium,0.06718965303547585,Conservative
32,78758.14621149276,0.1345728687601461,8,97909.54105089269,High,0.02716324356700602,Aggressive
64,98415.67353541074,0.08071097245206453,38,270753.06938999187,Low,0.03395657300136576,Balanced
31,155715.58733403406,0.18737866127686864,24,543429.423473053,Low,0.09321713807023647,Conservative
47,194647.30467014367,0.18847556536056004,34,1389659.0039627876,Low,0.0566968814710721,Aggressive
56,107430.09902399249,0.07191055759375307,36,401359.089773701,Low,0.05348900817101178,Aggressive
35,171018.81059902368,0.15862384238094984,26,446215.2603768842,High,0.08007891947394467,Aggressive
46,195761.71684178186,0.06128577616278695,27,420822.8936106778,High,0.023615455574954404,Conservative
46,178490.43907952073,0.1397821426970147,23,598515.4559432174,Low,0.08726250790787501,Conservative
49,68615.45695112558,0.07679804762389947,32,172935.0653182911,Low,0.07363482548085658,Aggressive
46,31365.4168588559,0.07185578787338058,32,105418.37921330948,Medium,0.031593917267324585,Balanced
52,113653.88991603057,0.05061797260890048,15,95430.29597237137,High,0.02519394216853754,Conservative
53,120331.34138819536,0.1911285705301105,22,673205.6443887703,Low,0.02023108081900989,Conservative
37,64212.56197369884,0.1743878737280687,10,113600.06820752719,High,0.043532223690341584,Balanced
42,78394.646630959,0.061621333588693865,39,141272.7674587074,Medium,0.04598400462829559,Conservative
26,160076.03734425298,0.13990634151005352,18,481525.00795353606,Low,0.034144571582944594,Balanced
53,109959.03398123274,0.08493473521988494,33,438620.65614707686,High,0.04296721624795763,Balanced
45,83950.19421204363,0.089602382320941,22,221956.17534454563,High,0.06496302369224992,Conservative
39,135846.4246515263,0.18112554825139887,9,154650.7512829235,High,0.02902874442819558,Aggressive
51,140969.1585159413,0.06714886184018035,36,278373.8111232944,High,0.03609112522444077,Conservative
55,160797.28206293637,0.14022352034945657,0,0.0,High,0.06495923246558666,Aggressive
39,56640.58027969625,0.11018833024685137,1,6688.016508342957,High,0.07635783760121723,Conservative
47,156057.93289558834,0.07862008994454345,21,178764.7194661707,Medium,0.09450166016978787,Aggressive
48,131902.82665877114,0.11778771128939938,16,181469.76205281238,High,0.06084432462239997,Balanced
37,39787.217101475515,0.19107339306591925,23,220109.6426302457,Medium,0.029057938275800357,Aggressive
46,162165.7568030799,0.16724150738458285,20,667344.9742965798,Medium,0.06732225774270537,Aggressive
61,95123.64782664146,0.06981671020455005,39,346865.24223040557,High,0.09962906763719241,Conservative
57,86164.75883603838,0.17741446095764712,28,613340.4973398836,Low,0.0906451616810547,Balanced
27,106172.77576887784,0.19061607934811647,13,212651.15420932652,High,0.08241301142719917,Aggressive
43,88849.76314204195,0.0915446421263311,7,77409.95064070165,Medium,0.07876768536437039,Aggressive
47,87508.55067568454,0.10001295432730216,29,295942.7380086806,High,0.08044444504904057,Conservative
53,167373.20350910633,0.06894648899330826,21,353269.8006663213,High,0.027256689952423994,Balanced
54,51165.89324216769,0.10174101566326134,22,88421.59105827464,High,0.06161432604089778,Aggressive
63,195002.01153576796,0.15097111957094186,39,883696.1856888094,Medium,0.07516639152178756,Conservative
49,124338.37954363835,0.09082325226444016,12,163198.37207848587,Medium,0.025817779870546707,Balanced
61,61097.07973162319,0.051023751615038,27,120229.13481190581,Medium,0.09318061732198595,Aggressive
32,52306.632098386704,0.10078169714502072,29,202491.44984535023,Low,0.030215012209286574,Aggressive
40,130556.62046294704,0.1179761043453099,4,75598.20890287372,Low,0.02705566280357469,Aggressive
32,137609.90545397776,0.13495340561310643,9,148303.37621179654,Low,0.029875454547451587,Aggressive
25,39014.38107506783,0.15257376565370295,38,275456.1694413838,Low,0.053858857439603294,Aggressive
29,71310.32540189358,0.05926765163431552,8,43991.556162616565,High,0.06345406110463911,Balanced
27,165228.52660764943,0.12046279179491617,13,324288.3774904598,Low,0.02757911774530527,Aggressive
25,38436.18671639933,0.08995436940260276,37,150546.59133783221,Low,0.08287876653648014,Aggressive
28,175365.07286402615,0.19219543483167467,9,165966.40974728417,Low,0.03601287420727242,Aggressive
64,141887.62100947672,0.1039847764690884,32,547539.553369377,High,0.06483715329829337,Aggressive
59,103851.95409174482,0.06501855480798056,10,66057.42885098084,Low,0.05928983992885767,Conservative
56,88893.5843250557,0.05622372361573567,39,284887.91949220275,Low,0.09245084632736442,Balanced
58,33272.32385431197,0.08981088313923598,5,16542.616993085114,Low,0.09146427918540369,Balanced
49,170286.54077781332,0.0768318108323964,16,231990.50068810573,Medium,0.03907296843229841,Balanced
34,54262.71517465147,0.1474699440318114,35,418446.2888634884,Low,0.06307400736100563,Aggressive
45,82622.13861655498,0.17704498125614498,5,43414.52118333493,Low,0.09883201091711857,Balanced
63,126748.18666167665,0.09688380552053938,9,85797.40451242797,Low,0.046547779945828274,Aggressive
51,71818.74201211322,0.1366687182440736,4,45389.41482002318,High,0.025893541738169087,Aggressive
51,114513.87883787423,0.15954579154715798,18,268101.63922052836,Low,0.07744259561674458,Conservative
26,167588.28088557938,0.10977315337090025,6,93398.19240580879,Low,0.06025550520705643,Aggressive
37,109991.44891434672,0.059948841700710145,23,211206.83124228445,Medium,0.09517063171699357,Balanced
33,191326.14850033133,0.0843777366391678,18,313645.1475212616,Medium,0.06601598438920633,Aggressive
60,174075.10546397808,0.18245987121330254,10,191480.48637097247,High,0.06091971454659541,Balanced
46,86616.67001177702,0.17367203993823427,2,24395.43948432847,High,0.09318775003050118,Aggressive
50,97993.56117926943,0.06297987932358756,29,103101.2329259331,Low,0.05043068009486615,Conservative
36,101965.54359382961,0.08359230850508613,37,333072.54365050135,Medium,0.06779570758791852,Aggressive
41,136450.50699716748,0.16537479231849803,5,75963.08076491106,High,0.08765645886532089,Balanced
38,78755.27396205177,0.12288473479832301,34,446553.1928574593,High,0.06780694226154033,Conservative
38,194772.35359982646,0.16399505475435866,21,722636.1334092804,Medium,0.043823667449524865,Aggressive
58,133476.31750259514,0.08166387074932199,10,60973.02311461107,Low,0.06466577355097644,Conservative
44,97898.2819859927,0.19290472087554122,7,105871.986862602,Medium,0.05456205737349762,Aggressive
35,139651.66863356644,0.16754111731998492,26,679104.273591439,Low,0.09877709577875814,Conservative
40,97218.8517900503,0.07961784872390121,28,181077.5199045998,Low,0.024075407094435855,Aggressive
55,169025.26576650122,0.13376738010199835,7,160355.94632410034,Medium,0.08143747310500146,Balanced
30,126532.96329379262,0.06696456921443868,22,262720.57597849926,Low,0.0219212241866144,Aggressive
43,37134.98557903139,0.1042152222689754,28,92110.63026561725,High,0.06831316836503748,Balanced
61,60048.66746198833,0.14894320527132815,15,112138.70972308259,Medium,0.05447492706692078,Aggressive
28,177048.9754150209,0.09951915318931576,34,790629.3435363258,High,0.09283550432822814,Aggressive
28,125692.97048065429,0.1485137593636952,7,106986.87309434646,Low,0.06314723448544038,Balanced
44,191558.39100736385,0.0867169196991143,7,67204.69298730229,Low,0.08618667985245448,Balanced
34,42311.79318631641,0.15818101707996007,32,145840.37735448004,Medium,0.07377132301445669,Balanced
48,80194.30711461557,0.10393843608798937,4,48304.57007665783,Medium,0.05576472176772193,Balanced
59,62902.37345072734,0.16857219063671558,36,547129.814270909,Low,0.0470169060033562,Aggressive
50,124152.84967888516,0.07050348720767204,16,101510.90571130639,Medium,0.029362943390129737,Aggressive
61,95074.7812835846,0.1042966924028428,21,219376.68903415324,Low,0.02108152425568835,Aggressive
62,56736.500792986844,0.11958986806620264,13,56219.970073316814,High,0.020111696688046736,Balanced
45,139267.825373123,0.1135768286750865,37,687481.4022679597,Medium,0.03807239515998234,Aggressive
64,121170.7221855217,0.11496417567805102,31,295941.8093658385,High,0.06487372783032189,Aggressive
63,76705.16272037115,0.1167205000017609,13,63990.02171636137,Medium,0.0980395635169031,Conservative
45,111561.13082300422,0.1983205287848977,19,556950.0329464742,High,0.07641832005412996,Conservative
34,156775.5135570022,0.07897356549044822,21,214607.02722892386,Low,0.025654625747287316,Balanced
62,64896.18467361195,0.1652995745762907,29,189306.47580394015,Low,0.07161657101656509,Balanced
28,79793.97693929393,0.1327683171659987,32,452208.89291676163,Low,0.058839651382800146,Conservative
44,88838.86780599957,0.11204426271647813,4,50263.03950459967,Low,0.07089467472125809,Aggressive
41,156943.49432417538,0.14502930757628968,17,458048.1200828508,Medium,0.06985535159284197,Aggressive
31,173976.8419236542,0.17802971646497062,6,262264.04281762824,High,0.03151559747882092,Balanced
28,93986.04439507384,0.11999575459296291,28,312379.72975890344,Medium,0.09355677298386701,Aggressive
53,80425.5465117661,0.17972020534416017,8,72623.90993989732,Medium,0.06436332344569111,Aggressive
38,181205.94891978512,0.06406975024385748,6,39102.784288655195,Low,0.07606090410440215,Conservative
27,199892.03847275538,0.14796263329896486,6,145239.9818646723,Medium,0.0509663010513646,Conservative
48,143960.11874250585,0.09997700919812949,5,42230.40665233494,High,0.029783318208280056,Balanced
61,198296.70454816072,0.10800729909082463,39,864942.5699007513,Medium,0.07527437635182543,Balanced
40,142194.2672263247,0.13565296263564558,26,258029.44522479037,High,0.0953990996572684,Conservative
28,154688.24624133023,0.12198751974463586,3,53426.54098836332,Low,0.06649059985144892,Aggressive
48,96071.52026239732,0.10726691577647818,0,0.0,Low,0.0358917533795375,Conservative
58,103604.48298983909,0.09624851327295972,5,43290.87852880474,Medium,0.0698601863886871,Conservative
54,54503.062878197175,0.14274729533472985,30,274258.76288953616,High,0.054314541697889684,Balanced
42,169867.50251007095,0.12583694777444382,0,0.0,Low,0.051923058931885216,Aggressive
43,188280.035250824,0.09849636882663207,4,62410.25560583874,Low,0.0930803814383275,Balanced
55,135984.48272799904,0.08074415283163383,18,294630.6829689662,Medium,0.07896654602139268,Balanced
43,88420.04243571774,0.16617022939456283,4,71631.10015805915,High,0.06070188326952733,Conservative
43,56182.77531364227,0.1699572386791832,4,38724.12102708475,Low,0.05340011266430683,Conservative
46,75076.55904990353,0.0820682190470304,30,199513.9376774988,Low,0.03943421681677249,Balanced
48,73419.77154481335,0.08924735198669007,6,44040.115882910686,High,0.0474771023351714,Conservative
36,134299.74030780743,0.08587145337522303,14,84695.42303131313,Medium,0.06324932743369514,Conservative
54,190656.36911181276,0.18268546183648127,12,242528.41075124926,Medium,0.02386737058718424,Aggressive
62,38206.22078285685,0.1661195571592776,11,80230.43075913806,Low,0.04860143513382424,Aggressive
55,30173.79093105616,0.06118602848749711,18,28727.907889927123,Low,0.05952696659402801,Balanced
60,132030.93053343537,0.1748998924740629,12,153917.06875306283,Medium,0.06866359099392778,Aggressive
43,78290.27855355159,0.05552777310886875,26,90142.44802212602,Medium,0.07944805746277782,Balanced
60,179693.2181976227,0.08797996864745192,37,368682.98651208007,Low,0.021106532222441514,Aggressive
54,85632.55234398888,0.1878487076144923,32,729048.7643524304,High,0.04358429831624537,Conservative
57,79255.39208991118,0.17964969421493143,5,50041.986061391966,High,0.04087656167411284,Conservative
42,75816.80560711054,0.16721517720869222,12,97926.44572295295,Low,0.061702364195069886,Balanced
52,54624.9806356015,0.11863208436638746,12,87574.60778048504,Low,0.05728104053856577,Aggressive
35,128860.1806271088,0.09821211515300118,12,155195.2824028909,Low,0.02639205860576281,Conservative
57,58596.3123968157,0.18223187563106852,19,218289.6977190771,Low,0.08090811763913218,Balanced
41,102187.29716434945,0.14856111354038185,35,497303.93071679265,Medium,0.07498168629533475,Aggressive
30,108365.2488834603,0.09432632825716902,36,355899.9856855004,High,0.0856915373534104,Conservative
28,33483.64796925566,0.11947938169481725,8,40927.7168579643,High,0.028882780648604146,Aggressive
44,32857.237569594225,0.1822250333392429,16,68967.52257395485,High,0.06049858808300916,Balanced
51,118436.15708866097,0.18551831541173325,34,669752.7498282379,Medium,0.06829776623752445,Balanced
39,148325.90447895246,0.14889531409575943,17,547334.0480700715,Low,0.023915170233435985,Balanced
30,190164.2219876688,0.1598833791075551,24,503481.43562902766,High,0.09675325733688982,Conservative
38,60450.27830668237,0.05589467498432053,14,37548.57185645863,High,0.08355472544776572,Balanced
35,47553.99760413404,0.1406900761455782,22,101790.5336194841,Medium,0.03949213828953553,Aggressive
63,38854.94417761566,0.15334888525564655,0,0.0,Low,0.07030011924545541,Conservative
33,104127.06909520154,0.05305657206203475,37,157361.81086496546,Low,0.03147012548609149,Balanced
50,135935.05244711268,0.17657884819343833,17,222988.956637914,Low,0.08985682812145229,Balanced
40,172894.07064771492,0.18924275174761118,0,0.0,High,0.02786730732685524,Conservative
29,146049.62998983235,0.08569046786281821,38,410267.7158574966,Medium,0.0923275579739454,Balanced
34,65421.33414272575,0.1768693899045447,9,54227.53424525278,High,0.0862286804835229,Aggressive
27,108500.96228736742,0.14982688740637465,30,611055.4448877379,Medium,0.05825809681992053,Conservative
37,184758.8788724714,0.13710437296252978,37,1214298.9119512283,Medium,0.07220795127851681,Aggressive
54,85545.98062115311,0.1764688960533723,6,82553.33630542252,High,0.039664889071041654,Aggressive
30,114784.16206562835,0.09284158036178056,37,585403.0403390034,Medium,0.0507480224817794,Balanced
41,192956.10688942845,0.16862842665302813,7,268533.77658148174,Medium,0.0373955760964485,Conservative
43,154900.3609475286,0.0971781151502305,33,617814.4610130192,Medium,0.06220940735609867,Balanced
59,157115.86555908766,0.16811848143621108,8,146291.8342262545,Low,0.04549434754713856,Aggressive
50,72896.7807502487,0.11765810086346863,24,275305.5466436575,Low,0.04812378686768208,Balanced
29,100498.68011187178,0.06754182072396207,26,255028.2328148721,Low,0.055421214335546226,Balanced
53,43998.16772644269,0.10722797904589859,6,20842.73751221442,Low,0.08980736932354125,Aggressive
61,133109.39739859072,0.08502399174646261,31,416261.8162073464,High,0.06388955955847618,Balanced
44,47634.127972224014,0.06507973261793287,8,30924.300726879,High,0.08452768360511803,Aggressive
45,172104.6289750123,0.06654306026354975,16,147537.50751103798,High,0.08788416427788648,Conservative
34,168474.14379339945,0.1670107097756075,34,932749.709343213,Low,0.0396342704184368,Aggressive
29,120712.86719079262,0.18220967787837017,15,197143.55732572396,High,0.08221516268463452,Conservative
60,53998.22564349505,0.1890693679148756,1,6871.901085632216,Low,0.07189297810932212,Aggressive
30,34348.42714317859,0.17809192584956823,30,103056.7978285938,Low,0.06059242973297095,Aggressive
50,165440.4734822373,0.1745336145928163,15,459182.9669085155,Medium,0.027093355683678884,Balanced
28,132023.88214628256,0.0603253777274909,32,286785.06227385526,Medium,0.06578706945590856,Conservative
63,150858.03824714018,0.16851853920825657,20,720022.4968259846,Low,0.0324304766419651,Aggressive
63,81647.2113751825,0.16749239894846768,16,228034.8272909527,Medium,0.08530042510676246,Balanced
59,116612.06543346547,0.06969355911569199,34,210173.4542359015,Medium,0.09476974485023797,Balanced
25,157019.60899174056,0.14930138479019486,6,78695.25274958309,Medium,0.05824861232845875,Conservative
48,108635.76241334592,0.11787610046889224,28,496582.78533250885,Medium,0.05524217420396553,Balanced
60,132235.31787068426,0.18500202852081066,10,239465.90266363116,High,0.05910258332354788,Balanced
30,164253.80450735358,0.15431125435935011,29,909481.2882529696,Medium,0.025374567425417292,Aggressive
55,66587.5096952844,0.19264813045613782,17,112232.31486059786,Low,0.038958524557923584,Conservative
44,41207.91119077199,0.06573839679119656,15,40152.16569054811,Medium,0.09524886840968254,Conservative
48,120409.99683783688,0.05609109716785898,5,27884.359161724038,Medium,0.047605951999349486,Conservative
49,40561.38102241627,0.19603690366408194,1,4216.943721619385,High,0.0673086183707202,Conservative
60,160314.74004234804,0.06202882421673566,9,114169.16152599108,High,0.0719313393744824,Balanced
45,152265.94609774405,0.10792937313653445,3,49937.98039386413,High,0.09017248099464432,Conservative
54,179891.15414910048,0.14749559333758322,9,198962.08615594427,Medium,0.03905426753802959,Balanced
48,138725.5566657733,0.18200850100011257,8,263763.2564984477,Low,0.0912104075629325,Balanced
54,41423.58702790354,0.08818659773208892,23,79559.67488045049,High,0.05133248164023416,Balanced
46,73035.86133323496,0.0543587317827535,4,7995.823054636069,Medium,0.09374216458065154,Balanced
52,167348.41357566227,0.12819301857487841,34,1053577.9966009664,Medium,0.05290543499617392,Conservative
31,58412.51094330991,0.12066680304083621,3,15979.178196798652,Medium,0.028316798584516648,Balanced
59,148741.67952853086,0.09603397732836194,34,646213.5254351896,High,0.024169832803786342,Aggressive
52,162644.08625648124,0.1810849051252174,12,465258.9346079019,Medium,0.09738303897486429,Aggressive
38,86119.00563539099,0.16239832573748522,36,333492.6653953334,High,0.029706893499102965,Aggressive
34,84790.57047849444,0.17871745747988704,31,457547.7044573805,Medium,0.0632953301107549,Aggressive
40,124826.45580555497,0.07427134392157989,0,0.0,Low,0.062158359652362646,Balanced
40,176418.67656830983,0.15386179384105117,10,231960.30974226035,Low,0.0521085789282303,Aggressive
55,68064.05432529168,0.19626526031282865,25,411104.13686256896,Medium,0.05344247289446541,Aggressive
49,190013.89332720847,0.14178708377130386,2,39715.53756541462,High,0.05805729023682511,Balanced
37,131850.1764194184,0.07570465479432292,12,73919.62370998143,Medium,0.027962740987264256,Conservative
30,198661.50012988696,0.19936705917022018,31,1236549.6501520565,Low,0.08327254916750916,Conservative
33,45234.33307920485,0.12924853723375673,22,133379.6468629111,Medium,0.05016510311869705,Conservative
60,51515.56320614905,0.17600885274143707,22,234552.34916331142,High,0.03956316689573729,Conservative
44,170529.10663129206,0.07240421711456471,29,450851.60525244416,High,0.04546138489226395,Balanced
42,177008.50225265438,0.14991443266368823,5,158660.78105245743,High,0.06894958392005912,Balanced
45,105727.97702305877,0.1868926547305796,6,159510.31407944844,High,0.08200840644642905,Conservative
28,151392.09994419693,0.12980267286679092,29,411971.29311219096,Low,0.03227357577301969,Aggressive
57,177484.73886574156,0.09329900908772068,36,637719.4187431718,High,0.06740550310314886,Balanced
51,37331.723997200876,0.06911327419363798,31,68793.56429630143,High,0.05379298376784088,Aggressive
31,127571.57190885396,0.09439169978574954,5,88031.57369306848,Low,0.08895776620452092,Aggressive
30,175091.71330950322,0.10323263043902871,34,577854.4759387211,High,0.09594392646473968,Aggressive
39,97686.34057941174,0.15649326578447445,31,691765.5683644705,Low,0.07428339057959696,Conservative
42,81405.21303911257,0.0767932110544403,11,87267.35651019322,High,0.06718441137215934,Conservative
56,165270.13646612238,0.06591572835731115,3,39821.47559483121,High,0.08242843743590028,Conservative
35,87083.71919548215,0.10804093115506319,31,289206.20436172036,High,0.05966448367285902,Aggressive
44,30539.630691365546,0.11879804246137068,34,116369.13023161248,High,0.024429788145961757,Aggressive
48,193127.33989694118,0.14425775783262576,15,428996.2896135256,Medium,0.0760876679921381,Balanced
39,130660.95017967315,0.1561296951951409,14,226662.20637467326,Medium,0.06643076655002422,Balanced
31,169318.0461807121,0.18339165632503995,1,43612.16418198963,High,0.03211502160068491,Conservative
45,170301.26559826147,0.09334303482920542,5,102876.22837420713,High,0.03703735966400468,Balanced
50,41289.77146336458,0.12929117340378937,13,90315.8819629792,High,0.03845412443106619,Aggressive
38,59046.23389569901,0.1049061060204598,28,161846.80650235104,Medium,0.07859277317274684,Aggressive
61,82890.51572914005,0.050213250804648515,25,59424.69271374283,High,0.06146975792284709,Aggressive
45,84518.87845702488,0.13691477340798913,17,232737.3510141675,Low,0.023831548122813795,Conservative
42,141993.64000575518,0.17236941135067083,3,64204.76214576354,Medium,0.08703720366616868,Balanced
29,135932.59652795643,0.055465922915509114,36,371971.19796232734,Medium,0.07159731434264742,Aggressive
27,114080.26226166834,0.05052376379044554,37,273044.04877144814,Medium,0.07865201389850071,Conservative
47,65914.83449249054,0.1591727609766107,24,162496.40667300732,High,0.09499494423066304,Conservative
50,94937.18984735158,0.152578958751325,28,446846.747321762,Low,0.04081341044024152,Balanced
61,122410.97463907882,0.11087781580025315,33,533990.0296422486,Medium,0.06716867093871326,Aggressive
48,109557.51223767013,0.14924073224313647,15,261967.84481922514,Low,0.08081187529622949,Conservative
43,51639.73062616332,0.19300791087965014,36,363845.99384809687,Low,0.06102334012277745,Conservative
49,140416.78389532704,0.08717941948329555,29,258392.96196656275,Low,0.05888558536867888,Aggressive
45,42418.802057812296,0.08688898917973759,22,59671.735267875825,High,0.09429793466366347,Conservative
36,94293.09612378365,0.07793483071463209,35,326138.1308585782,High,0.039488246713828536,Conservative
57,150704.98910478893,0.1585980124960626,27,334731.6900484354,High,0.07223077189834572,Balanced
28,33404.00086835011,0.10297838572570102,0,0.0,Medium,0.09762306003236414,Balanced
31,126897.07923770374,0.1983039700980696,7,180869.94259719123,Medium,0.03759897364136615,Balanced
46,86868.56560436054,0.1571973355185727,14,274572.879837024,Low,0.056992942972202046,Balanced
57,31501.41338186486,0.10510653299710769,33,163602.05896608028,Medium,0.09803498336526845,Balanced
41,62365.15608036522,0.07237790510951972,18,94532.5022678477,High,0.022868331185318266,Aggressive
48,189960.85285601125,0.13880372247915834,29,697558.3135267028,High,0.07038836651022003,Conservative
58,118595.31393586537,0.09423548796446383,9,98077.05181313596,High,0.05236331231347213,Aggressive
52,199528.6247869524,0.18582636219444304,26,678877.503711341,High,0.08168736590401786,Aggressive
63,119218.847562006,0.11621065998147122,19,157739.7577936181,Low,0.04585925280780795,Balanced
46,122469.1900893456,0.09389749468078314,24,297727.0491423625,Medium,0.04983066891194493,Aggressive
41,96613.31219858491,0.13828277218560214,8,139530.8632294433,High,0.06125094627488804,Conservative
58,82706.87118434043,0.07054617514565971,39,173341.10110800626,Low,0.04767056932745628,Aggressive
30,72762.74403260062,0.13423236092043178,33,296417.70453336445,Medium,0.04076594383974054,Aggressive
30,88381.50474221456,0.058416721777961034,20,108915.0375132411,Low,0.04842670155869838,Balanced
58,108174.68375307346,0.14103330226208116,23,494021.99099605344,High,0.09263607944397124,Aggressive
25,62638.63153923431,0.12952457658521435,6,31088.219066310532,High,0.04741402790248468,Aggressive
34,68228.7656069683,0.12811489732084574,3,19323.55548552628,High,0.09195458941009547,Balanced
45,76162.61067363466,0.1526246580586671,7,115425.88935745577,Medium,0.03640157358241309,Conservative
29,106374.18162824266,0.05666849216400271,12,39028.26412488791,High,0.07377446309445813,Balanced
26,140978.27235842132,0.11895971969454443,20,387778.1962007105,Medium,0.07959699173427116,Balanced
46,175544.84554866885,0.11660579945605619,34,793069.6753782433,Low,0.028909266350394897,Aggressive
26,78812.41232181436,0.1189673662763749,4,33125.94568325476,Medium,0.0635188885203058,Balanced
34,61233.81785804435,0.19698364565980153,7,81746.42774048269,Low,0.02104692810364778,Balanced
58,94404.06902459436,0.07089177097163905,1,9067.749964922126,Medium,0.09425808726430392,Conservative
40,182045.1229832155,0.15356446355893888,23,427570.31209143845,High,0.06194096844143862,Aggressive
63,31676.32381731371,0.11029942060678348,15,38340.13651482174,High,0.022941279393613154,Conservative
46,145237.66472981672,0.12675897864867705,3,55912.653947930114,Low,0.07465783315172819,Conservative
36,111117.20788996885,0.16435908587842946,29,481828.9766679189,Medium,0.09085660565803669,Balanced
48,57377.85654331561,0.07360631638602216,29,131586.787621868,Medium,0.07900169353392401,Conservative
64,84573.65946665933,0.16453778189547386,34,672240.3929320029,Low,0.03069933310937394,Conservative
62,68241.50745909577,0.06054961740266594,12,70265.53828241616,Medium,0.06319102365875677,Balanced
34,179231.4685413208,0.12249642668147497,36,576997.5311049798,Medium,0.0786478832296286,Balanced
59,111918.47527064834,0.1613106286549371,10,144816.29750671348,Low,0.08404560493924818,Aggressive
56,125726.02723832378,0.07888271830320492,18,118190.51095260427,Low,0.021280161066187776,Balanced
31,130926.8952872935,0.1656373469053135,17,526381.3641985941,Low,0.042699156781403444,Balanced
45,138734.91118240054,0.07502187603886148,16,149521.72028391098,Medium,0.09077150030230068,Balanced
44,114244.46736390809,0.1698858135405682,10,184323.6586685923,Low,0.040674548902421906,Aggressive
50,33038.500242173686,0.12034033594127565,14,72507.72017134631,Low,0.05780257030789347,Conservative
28,86902.85677549083,0.15269574977946604,7,94092.95647428489,Low,0.07573321676551091,Balanced
46,61258.4509225685,0.1876109687553783,28,199435.58197286577,Low,0.09884789897377545,Aggressive
39,145624.28329498507,0.11126322854206008,16,243129.8188524535,High,0.05406882998358427,Balanced
64,39639.79073290793,0.08494362902341593,25,95166.03519766874,High,0.06029396981767392,Conservative
45,125846.57648897952,0.18007461449265155,4,110517.7619855747,High,0.06469036566881062,Conservative
39,65807.39278663116,0.07424249721571673,3,16787.55442553731,Low,0.03873323114252851,Balanced
46,191303.7925394004,0.14472140777561252,23,394277.1591152402,Medium,0.04949426825817628,Balanced
52,87041.96017171103,0.18848799320609222,10,131963.69380931192,High,0.054757303083705536,Aggressive
38,85287.60253368782,0.15115950673029588,29,461191.48889840674,Low,0.02154587241778053,Conservative
51,186975.39355842303,0.07935216281750229,39,798632.1126720741,High,0.020609160676690934,Balanced
64,100949.14645170403,0.07284259276448495,34,136805.09457028736,High,0.03794469010674571,Balanced
52,193686.59681157616,0.08784582966508866,32,295225.2665656419,Low,0.0609778739696899,Balanced
50,34108.95986269559,0.10871102492848678,35,148391.83963725448,Low,0.09645532815015916,Balanced
