posting_date,internship_title,employment_type,work_mode,industry,location,company_name,company_size,company_age,linkedin_presence,website_available,domain_age_months,verification_status,stipend,unrealistic_salary_flag,payment_required,registration_fee,job_description_length,grammatical_errors,vague_description_score,urgency_score,keyword_spam_score,fake_certificate_offer,recruiter_experience_years,recruiter_email_type,suspicious_email_domain,recruiter_response_time_hours,social_media_presence,emotional_manipulation_score,phishing_language_score,trust_signal_score,fraud_score,is_fake_posting
2020-10-02,Data Science Intern,Part-Time,Remote,EdTech,Toronto,"Bailey, Banks and Miranda",Enterprise,34.0,1,1,412,0,19243.0,0,0,0,1071,1,39,71,22,0,10.1,Corporate,0,19.6,1,28,60,37.5,62.6,1
2018-09-29,UI/UX Designer,Internship,Remote,Gaming,Singapore,Brooks-Fowler,Startup,30.0,1,1,362,1,40905.0,0,0,0,2262,4,5,38,19,1,5.0,Corporate,0,21.0,1,44,0,78.0,26.0,0
2023-12-11,Cybersecurity Analyst,Full-Time,Hybrid,FinTech,New York,Kim-Salazar,Medium,32.0,1,0,384,1,17917.0,0,0,0,2643,5,22,31,56,0,8.4,Free,1,13.9,1,39,8,57.5,64.5,1
2023-01-23,Cloud Engineer,Contract,Remote,FinTech,London,Briggs and Sons,Startup,25.0,1,1,287,1,32408.0,0,0,0,2907,5,55,32,20,1,4.1,Free,1,10.7,0,20,17,26.1,69.2,1
2023-09-13,Backend Developer,Part-Time,Hybrid,FinTech,Berlin,Barker-Fowler,Medium,18.0,1,1,218,1,23194.0,0,0,0,1366,3,31,27,2,1,7.3,Corporate,0,35.9,1,35,15,,25.8,0
2022-11-21,Marketing Intern,Part-Time,Remote,Cybersecurity,San Francisco,Mccarthy-Taylor,Startup,15.0,1,1,176,1,34392.0,0,0,0,708,1,5,21,36,0,1.8,Corporate,0,23.3,1,28,30,70.4,3.4,0
2023-09-22,Frontend Developer,Full-Time,Remote,E-Commerce,Sydney,Allen-Haynes,Startup,,1,1,259,1,27630.0,0,0,0,2105,4,10,51,12,0,4.0,Free,1,22.1,1,0,12,45.4,8.3,0
2018-09-15,Backend Developer,Part-Time,Remote,EdTech,Singapore,Padilla Inc,Startup,16.0,0,1,173,1,27802.0,0,1,3668,1266,3,38,82,34,1,6.7,Corporate,0,37.3,0,44,19,67.8,91.2,1
2019-08-22,ML Engineer,Internship,Remote,Marketing,Singapore,"Harrington, Goodwin and Jackson",Enterprise,13.0,0,0,171,1,30813.0,0,0,0,1351,3,32,71,0,0,3.6,Corporate,0,13.5,0,47,14,42.7,55.5,1
2021-05-15,Cybersecurity Analyst,Full-Time,Onsite,EdTech,San Francisco,"Sullivan, Miles and Walker",Startup,20.0,1,1,238,0,44036.0,0,0,0,1702,4,23,18,2,0,5.3,Free,1,17.3,1,20,39,46.2,20.1,0
2019-05-31,AI Research Intern,Part-Time,Hybrid,E-Commerce,Toronto,Davis PLC,Small,21.0,1,1,243,1,50367.0,0,0,0,1738,3,62,28,10,0,4.7,Corporate,0,19.6,1,21,17,55.0,20.0,0
2018-07-11,UI/UX Designer,Contract,Onsite,Marketing,Berlin,"Collins, Beck and Bautista",Startup,14.0,0,1,183,1,36551.0,0,0,0,1974,6,55,85,18,0,7.0,Corporate,0,12.7,1,35,45,45.1,58.4,1
2025-06-26,AI Research Intern,Part-Time,Remote,E-Commerce,Toronto,Washington LLC,Small,15.0,0,1,165,1,27817.0,0,0,0,756,3,22,56,35,1,0.2,Corporate,0,6.3,0,32,30,42.9,57.9,1
2021-08-09,Backend Developer,Internship,Remote,Marketing,London,"Anderson, Cortez and Smith",Startup,29.0,1,1,333,1,72611.0,0,0,0,2222,3,43,43,28,0,3.6,Free,1,15.1,1,18,45,45.9,58.7,1
2019-07-23,ML Engineer,Full-Time,Hybrid,Software,Dubai,"Johnson, Brooks and Lewis",Small,12.0,0,1,133,0,28124.0,0,0,0,2658,5,30,59,1,0,4.1,Corporate,0,13.4,1,20,27,27.4,59.2,1
2026-11-25,Marketing Intern,Contract,Onsite,Healthcare,London,White Inc,Small,34.0,1,1,412,0,2000.0,0,0,0,1077,4,0,0,30,0,9.4,Free,1,18.2,1,61,32,48.5,37.9,0
2026-06-05,AI Research Intern,Part-Time,Remote,Marketing,Bangalore,"Kennedy, Brown and Davidson",Medium,23.0,1,0,271,1,52679.0,0,0,0,1620,7,13,0,18,0,4.9,Corporate,0,18.1,0,25,18,67.6,21.8,0
2025-12-09,Marketing Intern,Internship,Remote,FinTech,London,"Turner, Farmer and Gibbs",Small,39.0,1,0,474,1,56935.0,0,0,0,1073,3,4,61,11,0,2.1,Free,1,37.4,0,27,47,60.9,45.8,0
2020-07-29,AI Research Intern,Contract,Hybrid,Healthcare,Singapore,"Dyer, Powell and Clark",Small,14.0,0,1,162,1,46268.0,0,0,0,1683,1,49,86,41,0,5.4,Corporate,0,14.3,0,60,15,47.5,42.1,0
2026-08-04,Backend Developer,Internship,Remote,FinTech,San Francisco,Vega and Sons,Enterprise,29.0,1,1,332,1,28623.0,0,0,0,2354,5,42,56,28,0,5.1,Corporate,0,18.6,1,44,30,36.7,36.6,0
2018-08-26,Backend Developer,Part-Time,Remote,Healthcare,Sydney,"Bailey, Wilson and Jones",Startup,38.0,1,1,452,1,24141.0,0,0,0,3048,4,29,0,32,0,7.0,Corporate,0,8.0,1,34,12,77.4,14.9,0
2023-01-03,Marketing Intern,Full-Time,Remote,Cybersecurity,London,"Williams, Wilson and Smith",Enterprise,34.0,1,1,395,0,34693.0,0,0,0,2443,6,65,56,19,0,4.3,Corporate,0,19.6,1,44,26,10.2,57.0,1
2022-05-07,ML Engineer,Internship,Onsite,Marketing,Berlin,Schneider-Thompson,Startup,34.0,0,1,432,1,48648.0,0,0,0,1921,3,24,45,3,0,3.1,Corporate,0,13.0,0,0,21,50.0,24.7,0
2020-11-29,Cloud Engineer,Internship,Remote,Marketing,San Francisco,"Porter, Nichols and Myers",Medium,11.0,1,1,122,0,42285.0,0,0,0,2695,5,14,70,20,0,6.2,Free,1,29.8,1,0,45,32.9,60.5,1
2021-08-23,Data Science Intern,Internship,Remote,EdTech,Berlin,Rose-Blake,Small,27.0,1,0,331,1,,0,0,0,1780,3,1,8,45,0,9.1,Corporate,0,16.7,1,0,36,66.6,34.4,0
2023-12-27,Frontend Developer,Contract,Remote,Healthcare,Toronto,Sanders-West,Small,5.0,0,0,47,0,23532.0,0,0,0,710,4,38,0,24,0,2.6,Free,1,24.6,1,60,18,28.4,69.4,1
2026-01-20,Frontend Developer,Full-Time,Remote,AI,Toronto,Mccall LLC,Small,10.0,1,1,108,0,62841.0,0,0,0,1714,4,52,82,32,0,5.3,Free,1,17.5,1,0,35,25.4,79.1,1
2026-10-14,Cybersecurity Analyst,Part-Time,Hybrid,Marketing,London,Mendoza Inc,Medium,16.0,1,1,214,0,58431.0,0,0,0,1926,6,17,16,32,0,7.1,Free,1,5.7,1,50,17,44.9,32.7,0
2023-06-25,Frontend Developer,Full-Time,Remote,AI,London,Chapman-Cooper,Startup,5.0,0,1,55,0,50321.0,0,1,1593,710,4,86,54,24,0,7.6,Corporate,0,26.4,1,9,0,6.8,100.0,1
2018-05-12,ML Engineer,Internship,Remote,EdTech,London,"Calderon, Sutton and Hawkins",Enterprise,32.0,0,1,402,0,37290.0,0,0,0,1053,3,68,64,11,0,0.5,Corporate,0,4.8,1,19,39,27.7,51.8,1
2024-05-24,Marketing Intern,Internship,Remote,Software,Bangalore,Jones-Bender,Enterprise,33.0,0,1,402,0,30586.0,0,0,0,1591,6,30,7,1,0,4.0,Free,1,25.0,1,27,33,40.4,53.1,1
2019-03-09,ML Engineer,Internship,Remote,EdTech,Berlin,Flynn-Williams,Startup,27.0,1,1,333,1,2000.0,0,0,0,2249,3,6,7,37,0,6.5,Corporate,0,42.2,1,46,11,70.3,0.0,0
2025-10-15,ML Engineer,Internship,Onsite,Cybersecurity,San Francisco,Phillips PLC,Startup,38.0,0,1,470,1,23094.0,0,1,2422,3336,2,19,32,46,0,5.6,Free,1,16.5,1,0,3,,50.9,1
2020-09-23,Data Science Intern,Internship,Hybrid,FinTech,New York,Tran LLC,Enterprise,11.0,1,1,133,0,22096.0,0,1,73,1110,3,25,29,9,0,0.3,Free,1,18.3,1,25,29,42.8,68.0,1
2018-08-23,ML Engineer,Part-Time,Onsite,Marketing,New York,Green-Woodward,Startup,31.0,0,1,379,1,55576.0,0,1,1844,2301,5,57,23,21,0,1.0,Free,1,3.1,1,64,47,37.1,100.0,1
2025-06-05,UI/UX Designer,Part-Time,Hybrid,Software,Berlin,Mullen-Vang,Small,1.0,1,1,1,1,36102.0,0,0,0,2178,4,48,71,45,0,0.7,Free,1,24.7,0,40,20,43.5,53.4,1
2024-02-22,Cybersecurity Analyst,Full-Time,Remote,Cybersecurity,Sydney,"Taylor, Torres and Olson",Small,1.0,1,1,19,0,33348.0,0,0,0,2939,5,16,42,21,0,7.6,Corporate,0,17.8,1,15,38,39.1,49.8,0
2021-07-27,Cybersecurity Analyst,Full-Time,Remote,Software,London,"Jones, Evans and Francis",Startup,20.0,1,1,265,1,35037.0,0,0,0,1260,1,4,41,33,0,7.0,Corporate,0,25.4,1,4,0,75.1,2.2,0
2020-08-10,ML Engineer,Full-Time,Remote,EdTech,New York,Fitzpatrick-Williams,Enterprise,11.0,0,1,121,1,53411.0,0,0,0,1992,3,44,56,40,0,0.0,Free,1,22.0,1,16,46,35.5,85.6,1
2023-10-15,Marketing Intern,Internship,Onsite,Marketing,Dubai,Watson-King,Enterprise,7.0,1,1,64,0,62096.0,0,0,0,2307,6,28,78,8,0,4.8,Free,1,26.7,1,30,2,58.9,54.3,1
2023-02-23,Cloud Engineer,Contract,Hybrid,Software,Bangalore,Hudson-Cobb,Medium,5.0,1,1,60,1,35276.0,0,0,0,2439,2,50,72,33,0,7.6,Free,1,2.4,1,11,22,63.7,49.4,0
2026-06-05,Marketing Intern,Internship,Hybrid,E-Commerce,Toronto,Garrett-Rodriguez,Small,2.0,1,1,7,1,43714.0,0,0,0,2054,3,69,9,21,0,6.4,Free,1,23.7,1,0,16,70.3,36.8,0
2025-10-17,UI/UX Designer,Contract,Remote,FinTech,Dubai,Ponce Group,Startup,29.0,1,1,321,0,42868.0,0,0,0,1988,1,30,71,25,1,2.6,Corporate,0,20.2,1,1,15,58.1,52.9,1
2021-04-27,Cloud Engineer,Contract,Remote,Software,Bangalore,Johnson and Sons,Enterprise,16.0,1,1,149,1,35891.0,0,0,0,2726,2,55,45,43,0,7.8,Corporate,0,17.0,1,29,8,64.5,25.6,0
2019-10-09,Frontend Developer,Part-Time,Remote,Marketing,Singapore,Farmer-Sanders,Startup,28.0,0,0,335,1,46956.0,0,0,0,2483,2,43,63,13,1,5.2,Free,1,8.6,1,32,25,45.3,100.0,1
2019-08-31,ML Engineer,Full-Time,Onsite,Software,San Francisco,Lopez-Roberts,Startup,5.0,1,1,59,0,36843.0,0,0,0,2216,3,21,69,15,0,2.4,Free,1,17.1,1,0,35,47.0,56.7,1
2024-02-28,ML Engineer,Contract,Remote,Gaming,New York,Estrada-Hudson,Small,31.0,1,1,370,1,18493.0,0,1,347,1387,2,9,57,57,0,1.1,Corporate,0,23.6,0,35,16,73.5,50.6,1
2023-07-04,Data Science Intern,Internship,Hybrid,Cybersecurity,Toronto,Fuller-James,Medium,30.0,1,1,359,1,39380.0,0,0,0,2050,3,52,21,25,0,1.2,Corporate,0,7.6,1,39,38,43.3,22.0,0
2020-05-17,AI Research Intern,Internship,Remote,Marketing,Singapore,"Bryant, Mayo and Mercado",Small,7.0,1,0,98,1,12013.0,0,0,0,1198,2,2,50,0,0,9.4,Corporate,0,9.7,1,36,16,96.0,1.0,0
2021-01-04,Marketing Intern,Contract,Remote,Marketing,Berlin,Massey-Freeman,Startup,5.0,1,1,30,1,13072.0,0,1,1844,2194,4,60,19,13,0,3.5,Corporate,0,26.1,0,52,0,60.8,33.6,0
2018-12-11,Frontend Developer,Internship,Remote,E-Commerce,Dubai,Cole-Hendricks,Medium,32.0,1,0,379,0,35775.0,0,0,0,1611,2,41,60,0,0,0.8,Corporate,0,21.6,0,12,40,47.4,49.5,0
2020-04-01,Data Science Intern,Contract,Remote,Gaming,New York,Smith-Hernandez,Startup,6.0,1,0,77,0,45194.0,0,0,0,1910,3,30,79,47,0,4.6,Free,1,16.2,0,61,8,56.1,60.4,1
2021-12-23,UI/UX Designer,Contract,Remote,E-Commerce,Bangalore,Anderson Group,Medium,36.0,1,1,408,0,63574.0,0,0,0,2224,2,45,70,6,0,6.7,Free,1,15.9,1,30,49,28.0,82.7,1
2022-08-31,ML Engineer,Part-Time,Remote,Cybersecurity,Singapore,"Scott, Melendez and Anderson",Medium,36.0,1,1,449,1,45909.0,0,0,0,1462,4,50,27,0,0,2.0,Corporate,0,1.0,1,18,15,62.1,2.9,0
2024-08-31,AI Research Intern,Contract,Remote,E-Commerce,Singapore,Brown LLC,Startup,32.0,1,1,375,1,39107.0,0,0,0,1370,5,21,67,0,0,1.9,Corporate,0,1.1,1,34,29,65.8,9.2,0
2018-07-21,Cloud Engineer,Internship,Hybrid,Cybersecurity,Sydney,Johnson Inc,Startup,20.0,1,0,199,1,59699.0,0,0,0,1885,7,38,41,40,0,4.0,Corporate,0,2.4,0,56,16,53.2,41.6,0
2019-07-16,UI/UX Designer,Full-Time,Remote,Cybersecurity,New York,"Price, Meyer and Flores",Startup,,1,1,326,1,11787.0,0,0,0,1605,0,18,58,28,0,8.7,Corporate,0,24.2,0,13,32,86.5,0.0,0
2026-02-23,Marketing Intern,Contract,Remote,Marketing,London,Vaughn-Smith,Startup,6.0,1,0,106,1,40913.0,0,0,0,2462,6,30,38,10,0,3.0,Corporate,0,4.5,1,9,19,56.7,46.6,0
2022-03-24,Backend Developer,Internship,Remote,Healthcare,London,Landry-Scott,Enterprise,10.0,1,1,111,1,44514.0,0,0,0,2262,3,43,25,13,0,3.6,Corporate,0,13.9,1,29,16,72.9,13.5,0
2021-01-09,Frontend Developer,Full-Time,Hybrid,Healthcare,New York,"Atkinson, Kennedy and Rubio",Medium,25.0,1,1,305,1,37947.0,0,0,0,1428,2,38,15,8,0,8.3,Corporate,0,13.7,1,39,8,63.0,0.8,0
2022-07-25,Cybersecurity Analyst,Internship,Remote,Cybersecurity,Dubai,Rodriguez PLC,Small,10.0,1,1,104,1,53581.0,0,1,2614,2738,3,44,43,32,0,3.2,Corporate,0,2.9,1,29,68,42.3,74.0,1
2025-08-14,Marketing Intern,Full-Time,Hybrid,Gaming,London,"Perry, Kirby and Novak",Small,14.0,1,1,174,1,36897.0,0,0,0,1706,5,19,77,13,0,9.5,Free,1,39.1,1,38,61,38.3,53.2,1
2022-01-30,Data Science Intern,Contract,Onsite,Healthcare,London,Smith-Mccoy,Enterprise,11.0,1,1,128,1,18366.0,0,0,0,2487,3,35,43,20,0,0.5,Corporate,0,18.5,0,16,0,77.2,2.2,0
2025-09-30,Frontend Developer,Contract,Remote,Cybersecurity,New York,"Beck, Vazquez and Ellis",Medium,4.0,1,0,63,1,35584.0,0,0,0,2279,5,89,25,22,0,7.8,Corporate,0,31.7,0,3,24,42.3,66.8,1
2023-03-26,Cloud Engineer,Full-Time,Remote,EdTech,Berlin,Anderson PLC,Medium,2.0,1,1,28,0,60053.0,0,0,0,1309,8,34,54,28,0,5.1,Free,1,10.0,1,27,23,47.3,57.6,1
2020-02-02,Data Science Intern,Contract,Remote,Gaming,Berlin,Robertson-Lee,Medium,37.0,0,0,432,0,72739.0,0,0,0,1719,3,17,49,33,0,3.2,Corporate,0,1.0,1,56,21,40.2,43.1,0
2020-06-30,Cloud Engineer,Full-Time,Remote,Cybersecurity,London,Reyes and Sons,Medium,38.0,1,1,470,0,17891.0,0,0,0,2943,1,25,86,24,0,6.1,Corporate,0,29.1,0,6,12,55.4,19.3,0
2023-06-15,Backend Developer,Part-Time,Remote,Cybersecurity,San Francisco,Mendez-Lopez,Medium,18.0,1,1,220,1,17405.0,0,0,0,1152,7,53,0,34,0,5.3,Free,1,4.0,1,13,36,44.3,57.5,1
2025-01-03,Marketing Intern,Internship,Remote,Cybersecurity,London,Walker-Randolph,Small,22.0,1,1,228,1,10992.0,0,0,0,2423,2,54,55,18,0,3.5,Corporate,0,26.1,1,62,36,41.6,32.0,0
2020-09-20,Frontend Developer,Contract,Onsite,Marketing,Singapore,"Torres, Yang and Medina",Small,35.0,1,1,420,1,34229.0,0,0,0,2219,3,40,55,40,0,3.7,Corporate,0,26.4,1,38,24,65.3,18.3,0
2019-08-21,Frontend Developer,Part-Time,Onsite,Gaming,Sydney,Anderson-Harris,Medium,37.0,1,1,466,1,38732.0,0,1,4393,1297,3,45,49,43,0,8.2,Corporate,0,27.8,1,26,28,62.9,64.5,1
2025-04-10,AI Research Intern,Full-Time,Remote,AI,San Francisco,Horn Ltd,Startup,4.0,1,1,18,0,63652.0,0,0,0,1693,2,23,53,17,0,3.1,Free,1,25.6,1,0,34,50.2,28.5,0
2021-06-13,ML Engineer,Part-Time,Remote,Cybersecurity,San Francisco,"Brown, Thomas and Chapman",Medium,21.0,1,1,235,1,34327.0,0,0,0,2113,2,22,0,49,0,0.1,Corporate,0,24.5,1,43,39,68.7,25.2,0
2020-02-25,Backend Developer,Internship,Onsite,Gaming,San Francisco,Kennedy-Sherman,Small,3.0,0,1,30,1,49632.0,0,0,0,1811,2,32,4,0,0,5.1,Corporate,0,17.4,1,18,40,47.8,27.1,0
2023-04-18,UI/UX Designer,Internship,Remote,Marketing,Bangalore,Pollard-Harris,Startup,2.0,1,1,23,1,23765.0,0,0,0,1323,4,48,3,50,0,7.7,Corporate,0,17.5,1,58,44,23.0,51.9,1
2019-03-26,Cybersecurity Analyst,Full-Time,Remote,E-Commerce,Berlin,Scott LLC,Small,8.0,1,1,90,1,53136.0,0,0,0,1906,3,45,26,21,0,5.6,Corporate,0,22.2,1,19,0,56.1,8.0,0
2020-07-07,Marketing Intern,Full-Time,Remote,FinTech,Dubai,Martin LLC,Medium,20.0,0,1,239,0,43716.0,0,0,0,2894,2,30,82,0,0,0.0,Corporate,0,19.1,1,53,0,61.7,19.3,0
2023-09-19,Marketing Intern,Contract,Onsite,E-Commerce,Dubai,"Edwards, Dixon and Mccoy",Enterprise,37.0,0,0,443,1,32436.0,0,0,0,1140,4,78,48,30,0,6.3,Free,1,1.0,1,26,4,31.4,81.4,1
2024-07-08,Frontend Developer,Part-Time,Remote,Marketing,Berlin,"Douglas, Fuller and Perkins",Enterprise,27.0,1,1,311,1,34383.0,0,0,0,2071,2,45,38,42,0,11.0,Corporate,0,24.8,1,39,18,59.5,29.1,0
2021-02-03,Marketing Intern,Full-Time,Remote,FinTech,London,"Gonzalez, Zuniga and Barker",Small,19.0,1,1,233,1,51486.0,0,1,3483,1375,6,33,79,62,0,3.7,Corporate,0,1.0,0,17,5,66.8,56.6,1
2020-07-17,Cloud Engineer,Part-Time,Remote,E-Commerce,New York,"Brown, Barry and Herrera",Medium,8.0,0,1,92,1,13976.0,0,0,0,227,1,34,62,35,0,5.6,Free,1,4.0,1,63,20,68.0,60.8,1
2018-08-16,Data Science Intern,Internship,Hybrid,E-Commerce,New York,"King, Sanchez and Pittman",Small,9.0,1,1,86,1,14532.0,0,1,4137,1751,4,54,28,2,0,4.0,Free,1,14.0,1,18,26,64.3,63.4,1
2025-11-24,ML Engineer,Part-Time,Hybrid,AI,Singapore,"Velasquez, Haney and Hill",Medium,36.0,0,0,431,1,30796.0,0,0,0,2347,7,42,11,24,0,5.4,Free,1,31.2,1,20,25,36.6,79.2,1
2021-12-11,Frontend Developer,Part-Time,Remote,Gaming,London,"Sanchez, Smith and Peterson",Small,1.0,1,0,53,1,19809.0,0,1,4862,1955,1,40,33,16,0,8.0,Corporate,0,17.1,1,0,32,58.2,70.4,1
2020-12-14,UI/UX Designer,Part-Time,Hybrid,E-Commerce,Sydney,Morales-Floyd,Startup,12.0,0,1,154,1,36192.0,0,0,0,681,3,58,62,16,0,8.7,Corporate,0,15.0,1,52,13,34.3,53.5,1
2019-11-13,Cybersecurity Analyst,Contract,Remote,Healthcare,Toronto,"Villa, Wilson and Mcgrath",Startup,31.0,1,1,370,0,49844.0,0,0,0,2486,2,27,27,29,0,3.9,Corporate,0,18.1,1,42,5,51.3,10.0,0
2020-05-29,Frontend Developer,Full-Time,Remote,Healthcare,New York,Carpenter LLC,Startup,27.0,1,0,322,1,56965.0,0,0,0,1486,1,58,0,22,0,1.9,Free,1,24.0,1,46,29,41.8,59.1,1
2021-07-22,ML Engineer,Contract,Remote,Marketing,London,"Callahan, Burke and Cooper",Small,37.0,0,0,435,0,14163.0,0,0,0,1464,3,78,23,0,0,2.0,Corporate,0,33.3,1,1,28,38.5,61.3,1
2018-08-05,Marketing Intern,Internship,Remote,Cybersecurity,Toronto,Greer Group,Small,20.0,1,1,228,1,14313.0,0,0,0,2405,4,37,4,29,0,2.5,Free,1,8.7,1,29,28,57.8,45.6,0
2025-12-11,AI Research Intern,Contract,Hybrid,Software,New York,"Chambers, Jones and Anderson",Medium,35.0,1,1,427,1,16663.0,0,1,4634,2555,7,28,88,13,0,0.0,Free,1,14.1,1,77,35,54.5,79.4,1
2026-02-17,Cloud Engineer,Part-Time,Onsite,AI,Bangalore,"Grant, Cochran and Adams",Medium,32.0,1,0,387,1,58809.0,0,0,0,1910,1,54,49,44,1,3.6,Corporate,0,7.9,0,0,32,44.1,60.7,1
2020-07-24,AI Research Intern,Contract,Hybrid,AI,Berlin,Osborne-Hernandez,Startup,21.0,0,1,263,0,48230.0,0,1,4432,1981,3,32,49,43,0,6.9,Corporate,0,6.4,0,29,23,41.9,72.4,1
2021-11-28,ML Engineer,Contract,Hybrid,Cybersecurity,Dubai,Myers and Sons,Small,29.0,1,0,371,1,74215.0,0,0,0,2012,3,84,86,0,0,0.0,Corporate,0,38.0,1,0,0,58.0,46.4,0
2018-09-22,Backend Developer,Internship,Hybrid,EdTech,Sydney,"Hammond, Hamilton and Chan",Enterprise,9.0,1,0,118,1,21872.0,0,0,0,2604,8,25,0,7,0,5.6,Free,1,6.1,1,12,3,78.0,37.4,0
2020-07-31,Frontend Developer,Full-Time,Onsite,Gaming,San Francisco,Lewis-Salas,Startup,21.0,1,1,221,0,46324.0,0,0,0,1287,3,48,14,23,1,7.0,Free,1,20.1,1,16,33,30.5,62.4,1
2018-11-02,Cybersecurity Analyst,Internship,Hybrid,Marketing,Berlin,Baker-Brown,Medium,36.0,1,1,464,0,49034.0,0,0,0,1939,1,7,61,15,0,4.7,Free,1,27.4,1,51,10,47.0,13.1,0
2024-03-08,AI Research Intern,Full-Time,Onsite,Cybersecurity,Berlin,"Jackson, Holt and Gutierrez",Startup,3.0,1,1,30,1,54512.0,0,0,0,2341,2,20,28,53,0,3.8,Free,1,16.6,1,60,0,92.7,11.5,0
2025-07-12,Cybersecurity Analyst,Full-Time,Remote,AI,London,Simmons PLC,Medium,8.0,1,0,75,1,2000.0,0,0,0,1036,6,19,32,0,0,2.1,Free,1,12.9,1,16,32,51.4,71.3,1
2022-11-03,Marketing Intern,Internship,Remote,E-Commerce,Dubai,Baird-Miller,Small,22.0,1,0,275,1,45148.0,0,0,0,1325,3,0,48,25,0,7.8,Corporate,0,34.4,1,21,39,65.1,33.0,0
2021-02-25,Backend Developer,Internship,Remote,Cybersecurity,Sydney,Booth Group,Medium,5.0,1,1,93,1,25664.0,0,1,4883,1428,6,31,53,41,1,0.3,Corporate,0,27.1,0,42,6,50.9,81.5,1
2020-02-07,AI Research Intern,Full-Time,Onsite,FinTech,Toronto,"Roman, Bennett and Walker",Medium,2.0,1,1,35,0,34069.0,0,0,0,1928,1,53,9,19,0,6.2,Corporate,0,11.9,1,28,38,17.2,41.0,0
2018-03-27,ML Engineer,Full-Time,Hybrid,Marketing,Toronto,"Johnson, Duncan and Harmon",Startup,5.0,1,1,57,1,38935.0,0,0,0,3076,2,11,49,0,0,2.2,Corporate,0,16.0,0,0,19,68.2,8.7,0
2020-11-09,Data Science Intern,Part-Time,Remote,FinTech,Singapore,"Gomez, Smith and Garcia",Startup,27.0,1,1,305,1,26000.0,0,0,0,1139,3,31,66,40,1,6.2,Corporate,0,13.6,1,54,35,52.2,58.6,1
2021-09-24,Data Science Intern,Internship,Remote,Software,Berlin,"Clark, Diaz and Rice",Startup,26.0,1,0,323,1,36018.0,0,0,0,1821,6,0,49,24,0,0.0,Corporate,0,27.3,1,0,14,63.5,13.3,0
2020-02-23,Frontend Developer,Part-Time,Remote,E-Commerce,Berlin,Swanson-Alexander,Small,16.0,1,0,219,0,52130.0,0,0,0,2801,2,51,55,34,0,8.3,Corporate,0,6.2,1,0,45,21.7,63.7,1
2021-12-10,Data Science Intern,Part-Time,Remote,Gaming,Berlin,"Martinez, Roberts and Serrano",Startup,26.0,0,1,314,1,17255.0,0,0,0,1611,1,6,35,16,0,11.2,Free,1,19.1,1,62,31,,46.7,0
2018-05-14,Frontend Developer,Internship,Hybrid,FinTech,Dubai,Scott and Sons,Enterprise,8.0,1,0,115,1,49021.0,0,1,4304,2005,1,57,1,13,0,6.9,Corporate,0,19.2,1,49,0,53.9,52.0,1
2019-03-04,Backend Developer,Full-Time,Onsite,AI,Dubai,Walters Ltd,Enterprise,38.0,1,1,452,0,29667.0,0,0,0,2073,4,56,53,46,0,2.8,Corporate,0,17.7,0,41,14,37.1,37.0,0
2024-01-11,Cybersecurity Analyst,Full-Time,Onsite,EdTech,Sydney,Decker-Davila,Medium,36.0,0,0,420,1,54347.0,0,0,0,2991,4,62,38,67,0,9.4,Free,1,12.1,1,18,18,20.8,85.2,1
2024-10-10,UI/UX Designer,Full-Time,Remote,E-Commerce,Dubai,Diaz-Wang,Startup,35.0,1,1,415,1,4401.0,0,0,0,1364,2,45,73,30,1,5.3,Corporate,0,18.1,1,29,54,54.2,73.1,1
2026-04-26,Marketing Intern,Contract,Remote,Marketing,Toronto,"Campbell, Bowers and Hughes",Small,14.0,1,1,154,1,2000.0,0,0,0,1416,6,40,90,56,0,6.9,Corporate,0,24.0,1,21,34,59.1,57.2,1
2018-12-08,Cloud Engineer,Part-Time,Remote,Healthcare,Bangalore,Wright Ltd,Small,23.0,1,1,274,1,13387.0,0,0,0,821,1,12,23,53,0,10.1,Corporate,0,13.8,1,27,35,73.4,19.8,0
2026-01-17,Frontend Developer,Part-Time,Hybrid,EdTech,Toronto,Gross Inc,Small,2.0,0,1,12,1,14082.0,0,1,2050,1399,5,15,41,20,0,7.2,Corporate,0,11.7,1,56,29,51.9,61.2,1
2024-06-28,Cloud Engineer,Internship,Remote,Healthcare,Sydney,"Thompson, Yang and Chase",Small,26.0,1,1,302,1,,0,1,3270,1651,5,44,60,31,0,5.5,Corporate,0,17.1,0,57,15,54.3,65.5,1
2025-08-31,Cybersecurity Analyst,Internship,Remote,FinTech,London,"Watkins, Jackson and Whitehead",Medium,21.0,1,1,262,1,19069.0,0,0,0,1411,4,43,56,28,0,13.0,Free,1,20.1,1,22,13,77.8,36.3,0
2023-10-19,AI Research Intern,Part-Time,Remote,Gaming,Dubai,Stein PLC,Enterprise,11.0,1,1,164,1,36592.0,0,0,0,3009,3,3,19,59,0,7.5,Corporate,0,34.3,1,35,0,99.9,0.0,0
2021-08-27,Frontend Developer,Part-Time,Remote,Marketing,Bangalore,Melton-Goodwin,Enterprise,3.0,1,1,25,1,38891.0,0,0,0,2156,4,41,42,2,0,2.1,Corporate,0,10.9,1,9,8,97.9,0.0,0
2024-04-28,UI/UX Designer,Contract,Hybrid,EdTech,London,"Fisher, Kramer and Barnett",Medium,36.0,1,1,418,0,61368.0,0,0,0,2230,3,13,23,23,0,6.9,Corporate,0,34.0,1,28,5,68.1,15.2,0
