# T, V, AP, RH, EP
17.36000000,43.96000000,1013.02000000,79.59000000,466.36000000
15.79000000,58.86000000,1015.85000000,91.91000000,455.15000000
14.02000000,40.66000000,1017.05000000,84.14000000,465.39000000
22.08000000,55.50000000,1018.42000000,58.46000000,455.79000000
27.44000000,52.30000000,1008.15000000,58.92000000,441.75000000
8.71000000,41.82000000,1033.08000000,74.53000000,477.94000000
22.84000000,50.05000000,1005.59000000,79.49000000,442.85000000
16.18000000,41.66000000,1010.01000000,65.62000000,465.82000000
24.52000000,56.85000000,1012.59000000,54.47000000,438.89000000
12.84000000,39.54000000,1011.47000000,89.86000000,468.22000000
27.17000000,73.50000000,1010.36000000,73.29000000,435.22000000
24.33000000,49.16000000,1003.46000000,61.04000000,441.20000000
28.26000000,63.13000000,1012.00000000,68.35000000,440.58000000
25.01000000,68.63000000,1013.76000000,43.65000000,447.12000000
11.22000000,41.66000000,1008.96000000,72.38000000,477.53000000
11.15000000,41.26000000,1022.67000000,81.83000000,473.57000000
18.63000000,45.87000000,1007.98000000,79.90000000,453.79000000
9.64000000,39.85000000,1012.90000000,83.82000000,478.37000000
11.60000000,40.96000000,1023.95000000,86.83000000,473.66000000
13.08000000,42.32000000,1016.63000000,83.72000000,462.41000000
13.56000000,41.48000000,1008.53000000,87.20000000,459.76000000
28.67000000,69.14000000,1008.24000000,72.68000000,433.79000000
6.07000000,38.91000000,1019.25000000,83.39000000,483.56000000
10.10000000,41.58000000,1021.26000000,94.06000000,468.19000000
21.63000000,50.16000000,1005.70000000,84.84000000,448.32000000
21.94000000,64.15000000,1021.20000000,61.75000000,453.30000000
21.47000000,60.77000000,1018.06000000,85.73000000,444.02000000
23.48000000,66.44000000,1011.28000000,61.11000000,443.21000000
27.97000000,66.17000000,1010.81000000,63.73000000,441.70000000
13.10000000,40.03000000,1017.79000000,84.48000000,470.75000000
12.72000000,40.71000000,1016.02000000,71.57000000,466.99000000
27.93000000,73.68000000,1015.41000000,49.95000000,435.95000000
17.84000000,61.27000000,1020.10000000,70.68000000,454.57000000
24.90000000,58.49000000,1011.06000000,65.14000000,444.19000000
19.69000000,56.65000000,1020.86000000,73.41000000,455.32000000
8.30000000,36.08000000,1020.63000000,80.42000000,481.60000000
26.60000000,61.02000000,1010.26000000,66.16000000,436.19000000
27.37000000,70.72000000,1009.77000000,67.87000000,441.90000000
25.16000000,47.01000000,1014.99000000,64.00000000,452.64000000
12.12000000,38.28000000,1013.65000000,90.19000000,471.19000000
30.25000000,71.80000000,1010.87000000,60.40000000,437.28000000
28.76000000,51.43000000,1011.88000000,49.79000000,449.98000000
31.43000000,69.89000000,1014.80000000,56.22000000,426.15000000
8.40000000,38.50000000,1013.67000000,69.13000000,486.50000000
11.53000000,41.39000000,1018.39000000,85.52000000,474.49000000
6.99000000,35.19000000,1019.32000000,68.95000000,480.05000000
24.58000000,56.90000000,1007.08000000,68.24000000,437.16000000
24.56000000,66.75000000,1018.50000000,77.47000000,435.03000000
27.37000000,63.31000000,1012.89000000,60.11000000,439.15000000
28.20000000,66.75000000,1018.35000000,60.18000000,433.46000000
15.21000000,43.50000000,1021.60000000,82.06000000,464.08000000
12.38000000,44.20000000,1020.23000000,81.50000000,467.04000000
24.04000000,68.94000000,1007.62000000,69.11000000,437.13000000
28.09000000,77.95000000,1017.07000000,70.98000000,436.94000000
9.68000000,40.22000000,1007.60000000,89.97000000,479.56000000
26.93000000,59.54000000,1004.02000000,75.50000000,437.58000000
22.50000000,59.43000000,1010.31000000,72.17000000,441.92000000
23.35000000,71.85000000,1009.32000000,73.48000000,441.28000000
29.53000000,64.44000000,1013.22000000,59.75000000,440.10000000
11.80000000,42.34000000,1020.25000000,93.54000000,466.52000000
20.77000000,52.05000000,1012.22000000,45.61000000,455.02000000
21.67000000,62.39000000,1007.98000000,92.96000000,445.85000000
30.16000000,69.34000000,1007.67000000,57.69000000,433.54000000
27.44000000,66.56000000,1005.51000000,69.28000000,428.00000000
27.55000000,73.68000000,1013.62000000,81.13000000,431.86000000
15.46000000,37.64000000,1014.57000000,87.53000000,462.96000000
9.11000000,40.64000000,1020.68000000,86.91000000,476.62000000
22.39000000,58.18000000,1008.52000000,87.48000000,448.37000000
4.49000000,38.44000000,1015.47000000,76.96000000,485.78000000
18.88000000,65.94000000,1010.43000000,85.54000000,445.61000000
14.80000000,43.99000000,1022.89000000,85.25000000,461.97000000
29.50000000,72.86000000,1004.63000000,52.17000000,439.43000000
14.22000000,42.32000000,1015.54000000,77.23000000,465.00000000
13.81000000,40.20000000,1013.66000000,88.16000000,464.23000000
6.10000000,43.65000000,1018.07000000,75.85000000,485.24000000
5.48000000,40.07000000,1019.63000000,65.62000000,495.76000000
20.25000000,59.80000000,1015.30000000,82.69000000,453.81000000
13.34000000,40.80000000,1026.56000000,64.85000000,474.47000000
14.56000000,47.45000000,1009.52000000,91.14000000,451.95000000
16.78000000,39.63000000,1005.84000000,87.91000000,465.97000000
24.78000000,50.78000000,1008.81000000,62.97000000,443.98000000
26.45000000,75.60000000,1017.42000000,74.50000000,436.89000000
11.87000000,41.58000000,1017.29000000,90.30000000,464.77000000
29.00000000,75.33000000,1001.60000000,71.43000000,432.65000000
18.59000000,65.06000000,1015.75000000,80.72000000,450.40000000
10.03000000,41.62000000,1014.55000000,95.61000000,462.73000000
27.03000000,71.14000000,1010.33000000,66.25000000,430.41000000
25.02000000,60.77000000,1016.71000000,69.85000000,441.21000000
25.44000000,75.23000000,1010.71000000,66.44000000,436.67000000
21.86000000,60.27000000,1016.06000000,90.48000000,446.31000000
32.23000000,69.13000000,1000.61000000,55.10000000,426.90000000
16.65000000,46.18000000,1010.60000000,95.69000000,465.60000000
9.78000000,40.03000000,1017.33000000,92.11000000,480.59000000
28.19000000,71.97000000,1008.85000000,84.67000000,438.80000000
23.39000000,71.25000000,1005.22000000,93.70000000,435.68000000
26.34000000,68.67000000,1006.54000000,72.48000000,437.52000000
24.13000000,73.18000000,1012.62000000,91.52000000,436.22000000
12.30000000,39.85000000,1012.59000000,73.38000000,476.42000000
21.86000000,63.09000000,1016.64000000,87.94000000,442.79000000
8.63000000,39.96000000,1024.39000000,99.47000000,475.79000000
14.80000000,38.73000000,1003.18000000,80.73000000,467.54000000
29.79000000,62.66000000,1008.50000000,48.51000000,440.27000000
14.35000000,35.71000000,1016.10000000,60.86000000,468.90000000
15.91000000,44.99000000,1010.93000000,62.81000000,459.73000000
14.73000000,40.35000000,1011.15000000,65.20000000,470.03000000
31.49000000,73.50000000,1010.71000000,40.16000000,432.13000000
20.98000000,42.23000000,1012.90000000,70.70000000,462.27000000
26.45000000,74.33000000,1013.81000000,61.70000000,433.16000000
14.97000000,43.67000000,1011.13000000,87.33000000,465.54000000
24.39000000,70.72000000,1009.78000000,82.25000000,442.04000000
14.67000000,45.01000000,1014.28000000,67.91000000,460.47000000
14.41000000,40.71000000,1016.78000000,69.77000000,467.01000000
10.80000000,41.74000000,1020.24000000,78.62000000,479.32000000
11.10000000,44.85000000,1014.27000000,65.08000000,477.03000000
13.94000000,47.83000000,1004.83000000,81.20000000,465.13000000
15.08000000,42.77000000,1018.67000000,73.89000000,461.60000000
24.51000000,51.86000000,1014.64000000,67.57000000,446.74000000
13.71000000,43.41000000,1015.45000000,69.26000000,466.06000000
13.45000000,42.44000000,1012.79000000,83.12000000,473.96000000
24.91000000,64.45000000,1013.02000000,42.34000000,450.84000000
30.82000000,76.20000000,1007.47000000,59.30000000,432.22000000
12.11000000,41.17000000,1019.46000000,62.59000000,475.53000000
24.97000000,58.95000000,1017.19000000,56.24000000,440.03000000
28.68000000,70.32000000,1008.51000000,45.73000000,430.48000000
25.54000000,49.16000000,1003.64000000,47.40000000,443.55000000
25.65000000,43.77000000,1011.65000000,46.18000000,444.01000000
25.00000000,68.14000000,1005.35000000,57.13000000,437.67000000
23.09000000,69.71000000,1009.75000000,91.35000000,437.70000000
26.08000000,76.86000000,1003.30000000,79.49000000,436.85000000
20.86000000,51.30000000,1012.03000000,92.46000000,449.67000000
13.00000000,48.79000000,1017.14000000,85.23000000,464.12000000
21.24000000,63.47000000,1011.86000000,97.02000000,442.94000000
23.39000000,63.21000000,1011.91000000,84.57000000,448.30000000
27.22000000,69.04000000,1008.89000000,70.62000000,440.85000000
24.79000000,67.83000000,1009.32000000,61.46000000,438.36000000
26.54000000,69.48000000,1010.70000000,66.09000000,432.56000000
28.52000000,64.96000000,1005.90000000,70.79000000,431.36000000
10.06000000,43.22000000,1014.10000000,85.70000000,473.00000000
6.75000000,39.90000000,1008.30000000,87.42000000,484.05000000
11.02000000,40.00000000,1015.75000000,74.83000000,468.09000000
30.13000000,78.05000000,1010.99000000,61.50000000,434.14000000
18.01000000,54.90000000,1017.04000000,77.82000000,455.91000000
19.79000000,64.45000000,1016.14000000,73.54000000,451.37000000
14.24000000,45.01000000,1013.54000000,88.68000000,461.64000000
17.18000000,63.09000000,1020.67000000,93.58000000,451.37000000
9.73000000,38.56000000,1017.18000000,61.81000000,479.78000000
21.79000000,61.45000000,1011.11000000,91.78000000,446.99000000
31.01000000,73.50000000,1010.92000000,48.61000000,432.41000000
32.98000000,71.32000000,1003.67000000,49.78000000,433.56000000
7.79000000,41.16000000,1023.17000000,97.11000000,471.82000000
14.48000000,46.18000000,1015.83000000,92.15000000,462.30000000
12.01000000,41.48000000,1017.75000000,66.67000000,469.08000000
18.32000000,42.28000000,1007.86000000,45.62000000,460.27000000
17.08000000,38.58000000,1015.41000000,73.42000000,461.49000000
9.42000000,39.64000000,1010.86000000,74.03000000,478.05000000
33.41000000,77.95000000,1010.30000000,59.72000000,432.90000000
15.27000000,39.54000000,1010.64000000,81.91000000,464.49000000
25.43000000,72.39000000,1002.65000000,88.13000000,436.10000000
27.30000000,65.12000000,1016.24000000,44.87000000,442.78000000
25.89000000,48.41000000,1008.49000000,68.58000000,440.92000000
21.85000000,69.94000000,1010.89000000,79.40000000,443.00000000
13.77000000,42.86000000,1012.86000000,88.83000000,471.94000000
20.98000000,43.77000000,1010.67000000,62.73000000,449.88000000
14.38000000,44.78000000,1010.80000000,66.58000000,459.66000000
24.43000000,67.25000000,1017.99000000,74.27000000,436.50000000
19.46000000,42.04000000,1011.30000000,60.45000000,466.24000000
12.37000000,46.97000000,1013.95000000,90.76000000,464.40000000
25.39000000,70.36000000,1006.76000000,73.62000000,436.50000000
17.84000000,52.08000000,1006.65000000,100.09000000,450.67000000
8.63000000,43.79000000,1016.08000000,83.25000000,483.91000000
26.43000000,77.17000000,1008.67000000,92.59000000,431.26000000
11.38000000,52.75000000,1026.19000000,72.71000000,469.90000000
8.90000000,36.24000000,1013.29000000,89.35000000,479.03000000
28.11000000,66.17000000,1010.51000000,65.16000000,444.20000000
17.80000000,62.26000000,1011.81000000,89.81000000,451.62000000
12.54000000,40.10000000,1015.73000000,84.29000000,475.02000000
28.55000000,74.33000000,1011.77000000,73.34000000,426.48000000
25.77000000,63.31000000,1012.76000000,65.98000000,439.98000000
10.89000000,40.81000000,1025.82000000,81.18000000,478.23000000
11.82000000,42.86000000,1014.12000000,88.28000000,476.70000000
5.95000000,35.57000000,1025.84000000,77.61000000,487.72000000
22.92000000,60.37000000,1007.05000000,89.94000000,438.86000000
26.24000000,70.36000000,1005.40000000,82.43000000,437.31000000
13.03000000,41.26000000,1022.17000000,79.79000000,466.02000000
15.61000000,41.20000000,1016.12000000,75.28000000,467.81000000
15.62000000,41.76000000,1023.82000000,66.17000000,459.72000000
7.66000000,41.92000000,1031.96000000,82.48000000,485.11000000
26.25000000,66.56000000,1008.29000000,60.65000000,436.30000000
6.29000000,40.78000000,1024.75000000,96.37000000,478.29000000
22.25000000,43.79000000,1015.78000000,52.68000000,461.93000000
22.07000000,60.08000000,1017.68000000,71.23000000,452.56000000
11.56000000,40.71000000,1015.85000000,76.08000000,469.17000000
27.36000000,66.54000000,1011.31000000,45.30000000,436.69000000
32.88000000,72.29000000,1008.50000000,62.74000000,431.74000000
25.11000000,58.79000000,1015.99000000,60.55000000,442.34000000
21.12000000,62.96000000,1020.83000000,69.96000000,454.65000000
29.59000000,71.77000000,1006.33000000,62.35000000,426.62000000
8.51000000,39.96000000,1026.34000000,96.10000000,475.96000000
31.09000000,64.05000000,1011.32000000,61.14000000,440.62000000
9.14000000,37.36000000,1015.22000000,78.06000000,491.97000000
21.18000000,45.01000000,1012.57000000,48.05000000,451.62000000
10.16000000,39.30000000,1019.71000000,81.21000000,480.74000000
26.55000000,69.45000000,1013.88000000,55.39000000,435.64000000
19.53000000,50.32000000,1009.71000000,94.46000000,449.59000000
19.49000000,46.63000000,1013.11000000,88.01000000,451.31000000
10.80000000,39.28000000,1010.70000000,82.62000000,478.80000000
15.59000000,45.09000000,1013.41000000,91.97000000,457.54000000
17.44000000,45.01000000,1013.65000000,75.13000000,456.08000000
24.70000000,58.82000000,1009.40000000,75.91000000,442.98000000
14.95000000,42.74000000,1027.66000000,66.71000000,464.31000000
9.60000000,41.82000000,1032.93000000,72.63000000,475.01000000
13.60000000,39.82000000,1013.34000000,86.10000000,470.69000000
31.40000000,66.54000000,1003.55000000,57.73000000,425.91000000
20.40000000,57.85000000,1011.14000000,92.47000000,450.07000000
15.75000000,39.99000000,1007.02000000,77.44000000,464.95000000
22.67000000,62.52000000,1016.47000000,65.63000000,449.34000000
26.84000000,71.94000000,1006.60000000,79.12000000,427.20000000
31.15000000,66.25000000,1008.89000000,61.08000000,437.55000000
21.08000000,52.05000000,1012.28000000,45.25000000,453.40000000
30.74000000,71.77000000,1006.24000000,53.38000000,434.89000000
32.20000000,69.68000000,1012.12000000,42.47000000,437.35000000
23.04000000,48.06000000,1014.16000000,54.99000000,459.36000000
5.00000000,40.64000000,1021.05000000,94.84000000,485.27000000
17.13000000,42.86000000,1014.15000000,73.60000000,463.09000000
25.69000000,59.07000000,1006.89000000,82.34000000,440.60000000
13.83000000,39.64000000,1012.52000000,69.97000000,472.95000000
13.08000000,39.82000000,1012.27000000,85.21000000,476.96000000
17.48000000,58.95000000,1016.49000000,90.35000000,449.26000000
9.60000000,42.03000000,1017.66000000,92.27000000,474.65000000
12.06000000,48.04000000,1010.01000000,100.13000000,465.63000000
23.46000000,57.85000000,1012.70000000,65.54000000,444.66000000
12.97000000,40.75000000,1016.05000000,79.67000000,476.28000000
20.76000000,59.21000000,1017.94000000,80.84000000,447.67000000
13.60000000,41.20000000,1015.92000000,85.05000000,467.42000000
14.28000000,44.84000000,1024.84000000,79.09000000,474.57000000
20.30000000,67.32000000,1013.49000000,80.90000000,441.51000000
30.32000000,74.22000000,1008.31000000,53.14000000,429.36000000
23.22000000,63.07000000,1012.91000000,77.59000000,446.62000000
25.59000000,73.50000000,1011.19000000,81.52000000,435.48000000
26.43000000,75.33000000,1004.09000000,86.48000000,431.79000000
14.51000000,41.79000000,1009.72000000,80.62000000,459.14000000
20.83000000,49.02000000,1009.45000000,91.92000000,445.31000000
23.49000000,47.45000000,1008.46000000,66.18000000,446.72000000
24.31000000,67.79000000,1010.64000000,76.15000000,444.72000000
19.97000000,50.78000000,1008.75000000,92.70000000,446.57000000
30.19000000,66.54000000,1004.39000000,61.43000000,428.37000000
9.59000000,38.91000000,1011.87000000,81.30000000,479.96000000
22.78000000,58.96000000,1013.65000000,57.06000000,452.03000000
5.25000000,40.07000000,1019.48000000,67.70000000,495.23000000
16.55000000,39.64000000,1009.07000000,77.80000000,465.29000000
14.29000000,37.85000000,1009.98000000,92.81000000,468.63000000
8.22000000,40.77000000,1009.11000000,95.61000000,480.38000000
26.11000000,70.36000000,1007.64000000,70.12000000,445.37000000
10.58000000,39.61000000,1020.39000000,71.69000000,477.18000000
5.62000000,43.65000000,1017.90000000,77.43000000,481.69000000
23.95000000,58.79000000,1010.45000000,74.34000000,448.32000000
14.79000000,39.54000000,1007.25000000,82.54000000,469.23000000
25.86000000,61.08000000,1013.51000000,67.50000000,449.67000000
14.02000000,44.85000000,1016.54000000,75.73000000,469.53000000
31.80000000,69.05000000,1000.77000000,49.82000000,426.50000000
20.17000000,56.03000000,1019.47000000,56.77000000,458.04000000
7.89000000,40.46000000,1019.61000000,74.53000000,477.27000000
16.21000000,41.23000000,995.88000000,80.00000000,463.09000000
11.48000000,41.14000000,1027.67000000,90.50000000,464.07000000
19.35000000,50.12000000,1005.43000000,100.10000000,447.43000000
23.08000000,61.86000000,1013.44000000,84.64000000,441.44000000
24.43000000,60.07000000,1015.59000000,59.99000000,444.71000000
20.08000000,62.52000000,1017.99000000,75.74000000,450.98000000
15.25000000,52.90000000,1014.86000000,76.87000000,463.93000000
29.90000000,74.99000000,1002.28000000,59.76000000,436.77000000
9.57000000,52.75000000,1022.32000000,75.40000000,470.93000000
25.23000000,60.84000000,1017.79000000,56.42000000,442.02000000
16.85000000,42.24000000,1017.43000000,66.01000000,472.63000000
26.53000000,63.87000000,1017.38000000,48.53000000,445.11000000
21.03000000,44.78000000,1007.99000000,36.82000000,459.72000000
27.16000000,65.61000000,1014.21000000,47.93000000,441.33000000
25.82000000,61.08000000,1013.64000000,66.40000000,448.46000000
12.91000000,41.16000000,1011.90000000,89.19000000,472.71000000
14.88000000,41.66000000,1009.40000000,67.15000000,468.55000000
11.16000000,40.96000000,1023.49000000,83.70000000,478.30000000
15.29000000,38.73000000,1000.90000000,81.17000000,468.62000000
5.62000000,41.38000000,1020.91000000,86.21000000,490.83000000
20.11000000,51.19000000,1007.82000000,92.06000000,449.03000000
32.09000000,69.40000000,1003.10000000,56.91000000,430.62000000
29.33000000,52.84000000,1006.04000000,44.30000000,438.25000000
24.38000000,58.20000000,1016.93000000,51.61000000,444.36000000
29.01000000,70.32000000,1007.26000000,60.55000000,429.23000000
25.62000000,63.13000000,1013.84000000,83.49000000,439.13000000
15.86000000,40.66000000,1016.23000000,86.74000000,455.85000000
13.56000000,43.67000000,1011.34000000,94.02000000,467.09000000
21.55000000,60.27000000,1017.42000000,92.59000000,443.93000000
21.84000000,45.09000000,1013.94000000,46.11000000,450.88000000
10.59000000,41.93000000,1017.70000000,92.91000000,479.85000000
29.82000000,69.75000000,1010.09000000,65.02000000,442.60000000
21.77000000,42.23000000,1013.03000000,67.44000000,462.51000000
8.76000000,40.96000000,1025.21000000,90.72000000,483.79000000
23.43000000,61.47000000,1007.84000000,87.11000000,448.01000000
21.32000000,59.80000000,1016.26000000,76.26000000,452.70000000
23.32000000,66.48000000,1003.92000000,72.25000000,436.26000000
23.42000000,63.07000000,1011.72000000,75.81000000,444.23000000
30.39000000,71.80000000,1010.87000000,64.11000000,435.82000000
14.74000000,43.71000000,1024.35000000,81.53000000,465.49000000
20.83000000,70.72000000,1009.56000000,89.37000000,446.48000000
25.09000000,57.43000000,1013.20000000,70.42000000,446.11000000
14.39000000,44.85000000,1014.19000000,75.16000000,465.88000000
29.35000000,71.58000000,1010.07000000,61.80000000,434.45000000
27.43000000,64.96000000,999.72000000,67.94000000,431.21000000
32.27000000,71.85000000,1007.88000000,56.01000000,427.56000000
24.41000000,69.48000000,1008.34000000,76.13000000,435.38000000
26.34000000,69.45000000,1013.87000000,54.15000000,438.50000000
14.32000000,44.60000000,1013.85000000,68.13000000,466.36000000
25.60000000,63.90000000,1013.16000000,53.19000000,451.44000000
15.84000000,41.66000000,1009.69000000,62.81000000,465.50000000
15.90000000,41.35000000,1006.28000000,78.20000000,464.03000000
14.81000000,44.88000000,1019.10000000,66.70000000,464.65000000
2.34000000,39.42000000,1028.47000000,69.68000000,490.34000000
24.81000000,67.17000000,1007.71000000,84.37000000,442.75000000
23.53000000,72.24000000,1010.84000000,94.33000000,436.69000000
13.58000000,49.83000000,1008.90000000,86.80000000,465.82000000
23.90000000,61.47000000,1009.01000000,81.05000000,438.73000000
32.06000000,75.33000000,1001.96000000,63.15000000,432.92000000
8.80000000,39.42000000,1025.17000000,68.72000000,476.50000000
26.90000000,77.95000000,1017.47000000,75.58000000,434.18000000
14.76000000,40.71000000,1017.37000000,71.07000000,465.58000000
33.60000000,77.17000000,1009.01000000,47.53000000,430.32000000
13.17000000,36.71000000,1012.82000000,72.76000000,474.93000000
27.98000000,58.33000000,1013.92000000,54.25000000,437.76000000
20.50000000,51.19000000,1009.00000000,91.79000000,445.35000000
18.12000000,43.69000000,1016.91000000,52.95000000,464.68000000
25.21000000,70.04000000,1009.51000000,76.13000000,432.93000000
14.43000000,35.85000000,1021.99000000,78.25000000,464.60000000
24.26000000,68.14000000,1005.09000000,59.49000000,438.79000000
22.49000000,62.52000000,1016.57000000,63.69000000,451.87000000
18.15000000,41.67000000,1012.75000000,52.69000000,464.44000000
29.14000000,67.45000000,1015.51000000,46.47000000,433.34000000
16.70000000,46.18000000,1012.60000000,96.15000000,455.93000000
13.85000000,41.39000000,1018.62000000,75.55000000,471.45000000
22.10000000,65.48000000,1019.30000000,66.96000000,447.00000000
25.99000000,49.82000000,1015.95000000,58.56000000,452.09000000
26.23000000,59.14000000,1016.98000000,75.54000000,437.85000000
18.43000000,44.63000000,1019.76000000,39.99000000,458.75000000
12.35000000,41.38000000,1021.99000000,55.38000000,474.94000000
11.92000000,40.55000000,1016.91000000,100.07000000,472.45000000
23.68000000,51.30000000,1011.86000000,71.24000000,451.67000000
13.12000000,44.21000000,1019.57000000,89.29000000,469.09000000
15.09000000,41.76000000,1022.40000000,76.22000000,463.27000000
30.47000000,70.83000000,1010.91000000,46.94000000,444.39000000
25.47000000,59.92000000,1010.08000000,77.18000000,439.84000000
28.57000000,62.26000000,1010.75000000,62.12000000,437.41000000
19.68000000,44.34000000,1019.49000000,49.50000000,468.27000000
7.91000000,41.79000000,1021.86000000,54.92000000,479.02000000
24.31000000,58.62000000,1017.29000000,64.44000000,449.12000000
25.83000000,70.47000000,1006.24000000,81.83000000,434.45000000
18.78000000,54.20000000,1012.05000000,89.25000000,448.04000000
20.55000000,63.86000000,1015.12000000,73.98000000,447.54000000
13.96000000,39.54000000,1011.05000000,85.72000000,468.82000000
31.18000000,74.34000000,1003.81000000,63.59000000,434.15000000
26.49000000,78.92000000,1010.82000000,83.42000000,434.91000000
22.05000000,48.14000000,1015.81000000,69.94000000,447.37000000
21.23000000,57.32000000,1010.99000000,75.17000000,443.87000000
23.69000000,65.59000000,1010.85000000,88.92000000,439.66000000
9.66000000,41.06000000,1021.21000000,84.70000000,482.20000000
30.14000000,67.69000000,1006.54000000,57.05000000,426.91000000
27.11000000,66.49000000,1013.71000000,39.28000000,435.79000000
15.56000000,40.12000000,1013.72000000,89.78000000,461.21000000
30.53000000,73.21000000,1000.37000000,74.17000000,430.20000000
12.81000000,45.51000000,1015.46000000,79.97000000,469.27000000
27.00000000,71.25000000,1002.66000000,70.59000000,437.22000000
9.88000000,40.00000000,1021.40000000,92.06000000,481.58000000
8.74000000,36.30000000,1015.18000000,61.97000000,438.63000000
21.90000000,55.50000000,1018.85000000,60.27000000,456.52000000
31.54000000,77.24000000,1007.83000000,62.98000000,430.07000000
32.31000000,66.44000000,1009.60000000,63.92000000,428.44000000
10.05000000,37.14000000,1012.64000000,75.97000000,474.16000000
12.87000000,39.30000000,1019.26000000,71.55000000,471.48000000
28.33000000,68.14000000,1004.63000000,71.21000000,431.27000000
24.72000000,77.54000000,1008.39000000,81.03000000,438.52000000
24.28000000,68.31000000,1009.94000000,77.08000000,440.07000000
24.19000000,46.93000000,1013.40000000,49.39000000,446.30000000
26.31000000,63.77000000,1014.15000000,69.36000000,440.10000000
27.24000000,66.75000000,1017.78000000,69.60000000,433.65000000
16.78000000,58.95000000,1017.74000000,96.24000000,450.02000000
10.99000000,44.63000000,1020.67000000,90.09000000,473.29000000
24.80000000,64.63000000,1020.69000000,55.74000000,447.82000000
14.84000000,41.48000000,1017.26000000,63.42000000,460.30000000
27.89000000,70.94000000,1007.54000000,49.18000000,435.21000000
24.34000000,59.54000000,1004.01000000,87.07000000,440.63000000
30.93000000,73.42000000,1010.98000000,56.42000000,432.44000000
24.27000000,74.99000000,1007.73000000,82.49000000,438.26000000
26.11000000,52.36000000,1013.90000000,59.62000000,453.76000000
25.59000000,61.08000000,1013.19000000,77.28000000,443.91000000
19.65000000,44.89000000,1009.76000000,75.36000000,451.35000000
13.83000000,42.86000000,1030.77000000,75.09000000,470.21000000
10.29000000,40.00000000,1021.46000000,90.60000000,479.58000000
28.57000000,65.27000000,1013.27000000,51.11000000,440.51000000
17.03000000,58.49000000,1011.91000000,92.16000000,460.48000000
15.34000000,41.23000000,996.87000000,86.56000000,465.16000000
25.53000000,62.96000000,1019.81000000,59.70000000,444.38000000
30.96000000,64.44000000,1013.63000000,49.64000000,437.61000000
9.33000000,39.96000000,1024.55000000,98.58000000,473.78000000
18.44000000,45.38000000,1014.30000000,86.02000000,461.99000000
15.70000000,42.99000000,1007.51000000,76.05000000,464.59000000
10.38000000,40.92000000,1021.53000000,95.18000000,466.46000000
27.01000000,43.21000000,1011.71000000,77.84000000,434.09000000
27.29000000,71.32000000,1006.39000000,81.59000000,435.25000000
15.40000000,38.73000000,1000.67000000,79.71000000,469.18000000
23.31000000,60.08000000,1017.14000000,64.35000000,452.65000000
11.94000000,40.66000000,1016.61000000,96.11000000,467.99000000
5.75000000,42.07000000,1004.24000000,78.23000000,485.23000000
18.61000000,44.06000000,1016.91000000,75.01000000,452.68000000
21.98000000,55.97000000,1009.12000000,89.51000000,442.65000000
13.41000000,45.00000000,1021.65000000,45.24000000,478.96000000
33.70000000,68.27000000,1007.16000000,50.41000000,427.40000000
32.18000000,65.74000000,1010.89000000,46.52000000,435.58000000
13.98000000,44.84000000,1023.60000000,89.09000000,462.81000000
8.33000000,39.72000000,1020.24000000,82.84000000,479.12000000
11.68000000,40.23000000,1018.49000000,83.43000000,475.47000000
25.15000000,68.51000000,1013.25000000,72.31000000,440.96000000
21.53000000,59.80000000,1016.46000000,74.72000000,454.99000000
23.48000000,70.79000000,1006.70000000,88.57000000,432.25000000
30.39000000,70.98000000,1007.55000000,72.76000000,435.48000000
20.57000000,63.78000000,1016.76000000,74.00000000,449.93000000
18.76000000,52.90000000,1016.27000000,64.70000000,458.26000000
19.88000000,47.03000000,1012.27000000,91.99000000,456.44000000
21.36000000,52.30000000,1007.95000000,79.38000000,448.13000000
9.21000000,39.72000000,1019.54000000,74.44000000,478.96000000
14.28000000,37.20000000,1013.96000000,82.71000000,467.44000000
25.52000000,61.25000000,1012.84000000,75.98000000,435.48000000
23.99000000,58.62000000,1016.91000000,66.36000000,449.40000000
35.56000000,68.94000000,1006.56000000,38.75000000,429.69000000
16.59000000,43.56000000,1012.88000000,59.61000000,465.03000000
27.55000000,63.13000000,1012.92000000,71.29000000,440.75000000
26.54000000,71.14000000,1007.52000000,72.04000000,431.31000000
5.66000000,40.62000000,1015.87000000,84.97000000,485.18000000
13.18000000,40.83000000,1007.67000000,95.44000000,472.36000000
10.06000000,34.69000000,1027.90000000,71.73000000,477.68000000
10.04000000,39.13000000,1011.26000000,88.91000000,474.61000000
4.44000000,38.44000000,1016.14000000,75.35000000,486.53000000
31.62000000,64.05000000,1010.94000000,58.93000000,439.09000000
14.38000000,44.84000000,1024.59000000,81.68000000,471.60000000
24.15000000,71.73000000,1009.76000000,85.16000000,436.55000000
13.72000000,49.83000000,1006.88000000,89.49000000,463.65000000
11.87000000,40.55000000,1019.06000000,94.11000000,473.79000000
25.52000000,67.17000000,1007.33000000,85.12000000,440.02000000
25.52000000,63.94000000,1017.81000000,41.54000000,440.32000000
27.62000000,67.51000000,1012.38000000,60.25000000,442.13000000
25.31000000,60.75000000,1008.65000000,79.35000000,437.33000000
24.70000000,58.46000000,1015.58000000,68.64000000,439.70000000
9.93000000,41.62000000,1013.76000000,96.02000000,464.64000000
18.58000000,44.60000000,1016.61000000,48.15000000,459.06000000
9.19000000,40.62000000,1017.78000000,68.91000000,475.42000000
