Show Id,Title,Description,Director,Genres,Cast,Production Country,Release Date,Rating,Duration,Imdb Score,Content Type,Date Added
debb29c8-ddf6-4873-8704-fe49414d0b86,BEASTARS,"In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",,"Anime Series, International TV Shows","Chikahiro Kobayashi, Sayaka Senbongi, Yuki Ono, Atsumi Tanezaki, Junya Enoki, Yuma Uchida, Takeo Otsuka, Naoto Kobayashi, Yoshiyuki Shimozuma, Nobuhiko Okamoto, Fukushi Ochiai, Takaaki Torashima, Sayumi Watabe, Genki Muro, Yuichi Iguchi, Yuko Hara, Ikuto Kanemasa, Ouchi Akane, Hibiku Yamamura, Sakura Ando, Akio Otsuka, Mitsuaki Hoshino, Kenyu Horiuchi",Japan,2021,TV-MA,2 Seasons,7.9/10,TV Show,"July 15, 2021"
27dc4cb0-ad07-4648-8768-a527f84f0e4a,Beasts of No Nation,"When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.",Cary Joji Fukunaga,"Dramas, Independent Movies","Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King Kong"" Nii Adom Quaye, Ama K. Abebrese, Kobina Amissah Sam, Francis Weddey, Richard Pepple",United States,2015,TV-MA,137 min,7.8/10,Movie,"October 16, 2015"
7d827879-7153-4fd6-aad7-2b2912305368,Beat Bugs,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard.",,Kids' TV,"Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada",2018,TV-Y,3 Seasons,7.6/10,TV Show,"July 21, 2019"
219a0dbd-d09e-4274-95f2-7c967dd02fa9,Beat Bugs: All Together Now,"After winning a local talent show, the Beat Bugs journey to compete on ""The Bug Factor,"" a televised singing contest held in faraway Rocket Ship Park.",Josh Wakely,"Children & Family Movies, Music & Musicals","Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada",2017,TV-Y,51 min,,Movie,"November 21, 2017"
d7086f62-b171-4c40-957c-7336babdc9d5,Beats,"On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor.",Chris Robinson,"Dramas, Independent Movies, Music & Musicals","Khalil Everage, Anthony Anderson, Uzo Aduba, Emayatzy Corinealdi, Paul Walter Hauser, Dave East, Seandrea Sledge, Ashley Jackson, Megan Sousa",United States,2019,TV-MA,110 min,6.2/10,Movie,"June 19, 2019"
e7cb5347-cf27-4fcb-adf0-b06339cd0688,Beauties of the Night,"Back in the days of disco, Mexico had its own stars of the night. This documentary casts new light on former queens of the Mexican burlesque scene.",María Jose Cuevas,"Documentaries, International Movies","Olga Breeskin, Lyn May, Rossy Mendoza, Wanda Seux, Princesa Yamal",Mexico,2016,TV-MA,92 min,7.4/10,Movie,"November 25, 2016"
df144148-fa3c-4f4d-8b4e-7cf6e85fa9f1,Beauty & the Beast,A homicide detective and a veteran who has been turned into a beast by a military experiment gone awry become allies after they meet by chance.,,"Crime TV Shows, Romantic TV Shows, TV Dramas","Kristin Kreuk, Jay Ryan, Max Brown, Austin Basis, Nina Lisandrello, Brian White, Sendhil Ramamurthy",Canada,2016,TV-14,4 Seasons,7.0/10,TV Show,"September 19, 2016"
5f17a342-ca71-43a9-b385-9f8d1ff2d7de,Beauty and the Bestie,"Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission.",Wenn V. Deramas,"Action & Adventure, Comedies, International Movies","Vice Ganda, Coco Martin, James Reid, Nadine Lustre, Karla Estrada, Ryan Bang, Badjie Mortiz, Alonzo Muhlach, Marco Masa, Lassy Marquez, MC Calaquian",Philippines,2015,TV-14,119 min,5.0/10,Movie,"February 27, 2019"
677066f0-6d62-4151-8076-826f6c0c22ab,Bebe's Kids,"When ladies' man Robin meets Jamika, he falls head over heels, but she greets him with four surprises: her son and her girlfriend Bebe's three kids.",Bruce W. Smith,Comedies,"Faizon Love, Vanessa Bell Calloway, Wayne Collins, Jonell Green, Marques Houston, Tone-Loc, Myra J., Nell Carter","United States, United Kingdom, Canada, Taiwan",1992,PG-13,73 min,6.0/10,Movie,"June 2, 2021"
6c656ef8-8aad-459a-a60b-f7250b90fb1c,Because This Is My First Life,"Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond.",,"International TV Shows, Korean TV Shows, Romantic TV Shows","Lee Min-ki, Jung So-min, Esom, Kim Ga-eun, Park Byung-eun, Kim Min-seok, Moon Hee-kyung, Kim Byung-ok, Kim Sun-young",South Korea,2017,TV-14,1 Season,8.1/10,TV Show,
0be641ec-f998-4f51-ab57-93e549d898a9,Becoming,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others as she tours with ""Becoming.""",Nadia Hallgren,Documentaries,Michelle Obama,United States,2020,PG,89 min,7.0/10,Movie,"May 6, 2020"
6581b4bf-068a-414f-a1fc-9adc9f272414,Becoming Champions,This series looks at the stories behind the athletes and countries that have achieved World Cup champion status.,,"Docuseries, International TV Shows",,Mexico,2018,TV-G,1 Season,6.9/10,TV Show,
246ea73a-e153-4b89-b03d-0992861b5682,Bee Movie,"Barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along.","Steve Hickner, Simon J. Smith","Children & Family Movies, Comedies","Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman, Chris Rock, Kathy Bates, Barry Levinson, Larry King, Ray Liotta",United States,2007,PG,92 min,5.9/10,Movie,"January 1, 2017"
a56c1b8e-e56e-4df6-ac72-18de2668faa9,Been So Long,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.,Tinge Krishnan,"Dramas, International Movies, Music & Musicals","Michaela Coel, Arinzé Kene, George MacKay, Ashley Thomas, Joe Dempsie, Ronke Adekoluejo, Luke Norris, Mya Lewis",,2018,TV-MA,100 min,5.3/10,Movie,"October 26, 2018"
7f3c0b7e-f12a-47b3-b43a-4059902db781,Before 30,"Four female friends in the fast-paced city of Lagos, Nigeria endure public and private pressures to walk down the aisle by the age of 30.",BB Sasore,"International TV Shows, Romantic TV Shows, TV Comedies","Damilola Adegbite, O.C. Ukeje, Beverly Naya, Meg Otanwa, Anee Icha, Patrick Diabuah, Tunbosun Aiyedehin, Patrick Doyle",Nigeria,2015,TV-MA,1 Season,,TV Show,
f25b5d59-cba8-4a59-8cc1-4a077f88af86,Before I Fall,"Forced to continually relive the day she dies in a car crash, a privileged high schooler must unravel the cosmic mystery of her suddenly looping life.",Ry Russo-Young,"Dramas, Romantic Movies","Zoey Deutch, Halston Sage, Erica Tremblay, Logan Miller, Cynthy Wu, Kian Lawley, Jennifer Beals, Medalion Rahimi, Diego Boneta, Elena Kampouris, Liv Hewson, G. Hannelius, Nicholas Lea, Claire Margaret Corlett, Roan Curtis",United States,2017,PG-13,98 min,6.3/10,Movie,"June 8, 2020"
23ea8678-ba60-483b-8679-c839619db119,Before I Wake,"Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability.",Mike Flanagan,"Horror Movies, Thrillers","Kate Bosworth, Thomas Jane, Jacob Tremblay, Annabeth Gish, Dash Mihok, Jay Karnes, Lance E. Nichols",United States,2016,PG-13,97 min,6.1/10,Movie,"January 5, 2018"
76ca520f-970d-4b52-9276-9726c1a008ba,Before the Summer Crowds,"Ahead of summer break, a couple heads to a seaside resort where intimate interactions with other villagers make for anything but a peaceful holiday.",Mohamed Khan,"Dramas, International Movies","Maged El Kedwany, Hana Shiha, Ahmed Dawood, Lana Mushtak, Hany El Metennawy",Egypt,2016,TV-14,86 min,5.2/10,Movie,"June 5, 2020"
33975602-02ec-4ca9-a6ba-a962e4c15372,Behind Enemy Lines,"After dire setbacks in 1940, Winston Churchill commissions a new kind of fighting force: commandos trained to use stealth and audacious tactics.",,"British TV Shows, Docuseries",,United States,2001,TV-14,1 Season,6.2/10,TV Show,
c79f15ca-7586-4e34-a970-023b9e0d3033,Behind Her Eyes,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,,"British TV Shows, International TV Shows, TV Dramas","Simona Brown, Eve Hewson, Tom Bateman, Robert Aramayo, Tyler Howitt, Georgie Glen",United Kingdom,2021,TV-MA,1 Season,7.3/10,TV Show,
6a05d74f-41f5-4d41-929b-021b6e6fc649,Behind the Curve,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it.",Daniel J. Clark,Documentaries,,United States,2018,TV-14,96 min,6.6/10,Movie,"February 15, 2019"
a653db56-2b95-469d-a5b0-0359cd743ece,Being Elmo: A Puppeteer's Journey,"Whoopi Goldberg narrates Elmo creator Kevin Clash's remarkable journey from a working-class Baltimore neighborhood to Jim Henson's ""Sesame Street.""",Constance Marks,Documentaries,"Kevin Clash, Whoopi Goldberg",United States,2011,PG,76 min,7.5/10,Movie,"February 21, 2012"
b900edca-9fff-425e-9188-4c999d198e34,Being Mrs Elliot,"When a scorned wife from the city shares a cab with a troubled villager, a fiery accident forces them to live out each other's lives.",Omoni Oboli,"Dramas, International Movies, Romantic Movies","Omoni Oboli, Majid Michel, Ayo Makun, Uru Eke, Ime Bishop Umoh, Lepacious Bose, Seun Akindele, Sylvia Oluchy, Chika Chukwu",Nigeria,2014,TV-14,113 min,,Movie,"December 20, 2019"
152222cb-f390-4aeb-b264-f53e33642bbd,Being Napoleon,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon.","Jesse Handsher, Olivier Roland",Documentaries,"Mark Schneider, Frank Samson",United States,2018,TV-MA,88 min,5.5/10,Movie,"August 1, 2018"
2afbb4cd-3106-4c40-921a-1386ff7be074,Beirut Oh Beirut,"In the aftermath of the 1967 Arab-Israeli War, four young Lebanese navigate their existence along rapidly transforming political lines.",Maroun Baghdadi,"Classic Movies, Dramas, International Movies","Ezzat El Alaily, Mireille Maalouf, Joseph Bou Nassar, Elie Adabachi, Philippe Akiki, Ahmed Al Zein",Lebanon,1975,TV-14,106 min,6.5/10,Movie,"October 19, 2020"
5a1ea7c4-c410-4148-96ad-b376f0df1039,Belgica,"Two brothers become partners in a modest nightclub and turn it into the hottest spot in town, but their exhilarating run of success comes at a price.","Felix Van Groeningen, Felix van Groeningen","Dramas, International Movies","Stef Aerts, Tom Vermeir, Charlotte Vandermeersch, Hélène Devos, Boris Van Severen, Sara De Bosschere, Dominique Van Malder, Sam Louwyck, Stefaan De Winter, Silvanus Saow","Belgium, France, Netherlands",2016,TV-MA,127 min,6.5/10,Movie,"April 15, 2016"
0042a048-3838-401b-aec0-872a15be792d,Belief: The Possession of Janet Moses,"This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism.",David Stubbs,"Documentaries, International Movies","Kura Forrester, William Davis, Tina Cook, Hariata Moriarty",New Zealand,2015,TV-MA,90 min,5.9/10,Movie,"October 15, 2017"
397ea8d0-977b-41aa-8c44-f596df643725,Bella and the Bulldogs,"The life of cheerleader Bella Dawson turns upside down when, in a twist of fate, she becomes quarterback for her middle school's football team.",,"Kids' TV, TV Comedies","Brec Bassinger, Coy Stewart, Jackie Radinsky, Buddy Handleson, Lilimar, Haley Tju, Dorien Wilson, Rio Mangini, Annie Tedesco",United States,2015,TV-G,1 Season,5.2/10,TV Show,
0cf83d78-b786-4357-96b4-a06200c429e5,Belmonte,An artist muddles through a midlife crisis while trying to balance his dimming career with a yearning to be a better father.,Federico Veiroj,"Dramas, Independent Movies, International Movies","Gonzalo Delgado, Olivia Molinaro Eijo, Jeannette Sauksteliskis, Tomás Wahrmann, María Noel Gutiérrez, Marcelo Fernández Borsari, Alejandro Castiglioni, Cecilia Caballero Jeske, Martín Reyes, Carolina Penadés","Uruguay, Spain, Mexico",2018,TV-MA,74 min,6.3/10,Movie,"June 7, 2019"
68f17551-c7f7-4536-861f-c5e4801a89fc,Below Zero,"When a prisoner transfer van is attacked, the cop in charge must fight those inside and outside while dealing with a silent foe: the icy temperatures.",Lluís Quílez,"Action & Adventure, International Movies","Javier Gutiérrez, Karra Elejalde, Luis Callejo, Andrés Gertrúdix, Isak Ferriz, Édgar Vittorino, Miquel Gelabert, Florin Opritescu, Àlex Monner, Patrick Criado",Spain,2021,TV-MA,107 min,6.3/10,Movie,"January 29, 2021"
e6f06aeb-8178-4dcb-9058-331931e913ca,Ben & Holly's Little Kingdom,"In the magical Little Kingdom, friends Ben Elf and fairy princess Holly have fun adventures as they learn about teamwork, sharing and problem-solving.",,Kids' TV,"Preston Nyman, Sian Taylor, Ian Puleston-Davies, Sara Crowe, Sarah Ann Kennedy, Judy Flynn, John Sparkes, David Graham",United Kingdom,2019,TV-Y,2 Seasons,7.5/10,TV Show,"June 2, 2021"
8c06afc0-7bf0-41da-adb6-896938c33810,Ben Platt Live from Radio City Music Hall,"Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage —numbers from his debut LP, ""Sing to Me Instead.”","Alex Timbers, Sam Wrench",Music & Musicals,Ben Platt,United States,2020,TV-PG,85 min,8.4/10,Movie,"May 20, 2020"
da23bad6-6fa4-4f7d-8754-c039ceb80ac8,Benchwarmers 2: Breaking Balls,A rookie lawyer with an emasculating past in baseball can break into the legal world only if he manages a law firm's ragtag company softball team.,Jon Rosenbaum,"Comedies, Sports Movies","Chris Klein, Jon Lovitz, Chelsey Reist, Lochlyn Munro, Liam Hughes, Jill Morrison, Zak Santiago, Garfield Wilson, Jonathan Silverman",United States,2019,PG-13,90 min,4.2/10,Movie,"December 31, 2019"
726cd4ba-dd20-471e-b7d0-567d72bd02cf,Bending the Arc,This documentary follows a group of ambitious advocates whose mission to save lives in Haiti turns into a global fight for health care and justice.,"Kief Davidson, Pedro Kos",Documentaries,,United States,2017,TV-MA,102 min,7.7/10,Movie,"October 22, 2020"
8dfe9516-d8cc-4c23-add3-726d11daed4a,Benji,A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.,Brandon Camp,"Children & Family Movies, Dramas","Gabriel Bateman, Darby Camp, Kiele Sanchez, Jerod Haynes, Gralen Bryant Banks, Angus Sampson, Will Rothhaar, Jim Gleason, Brady Permenter","United Arab Emirates, United States",2018,TV-PG,87 min,6.5/10,Movie,"March 16, 2018"
d5d3734b-3ba6-4f2e-8849-2f6af81e003f,Bennett's War,A medically discharged soldier attempts an improbable return to motorcycle racing to win enough prize money to save his father's farm.,Alex Ranarivelo,"Dramas, Sports Movies","Michael Roark, Trace Adkins, Ali Afshar, Allison Paige, Tony Panterra, Brando Eaton, Hunter Clowdus, Michael King",United States,2019,PG-13,94 min,5.8/10,Movie,"May 2, 2020"
f47c99e0-ef04-4a55-884b-7f88550feafa,Berlin Calling,"DJ Ickarus is at the top of his game, dazzling fans and touring the world – until he gets locked in the loony bin after taking a few too many drugs.",Hannes Stöhr,"Dramas, International Movies, Music & Musicals","Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton, Peter Schneider, Rolf Peter Kahl, Henriette Müller, Udo Kroschwald, Megan Gay, Max Mauff",Germany,2008,TV-MA,105 min,7.1/10,Movie,"January 15, 2017"
22dd7a1e-ede0-40cf-bf0f-9907602fa8ed,Berlin Syndrome,What starts as a passionate one-night stand quickly turns sinister when Clare learns she's locked inside Andi's apartment with no way out.,Cate Shortland,"International Movies, Thrillers","Matthias Habich, Max Riemelt, Teresa Palmer, Lucie Aron, Emma Bading",Australia,2017,R,116 min,6.4/10,Movie,"August 25, 2017"
72a748c3-93b8-4988-8ed4-edde9a412b1b,"Berlin, Berlin: Lolle on the Run","In this cinematic sequel to the hit TV series, Lolle has moved on from Sven and is about to marry her friend Hart – until Sven disrupts her plans.",Franziska Meyer Price,"Comedies, International Movies","Felicitas Woll, Janina Uhse, Jan Sosniok, Matthias Klimsa, Sandra Borgmann, Kai Lentrodt, Armin Rohde, Gitta Schweighöfer, Kailas Mahadevan",Germany,2020,TV-MA,82 min,3.8/10,Movie,"August 7, 2020"
0a6d0004-8fc2-4d5f-83dc-7f31eba902ad,Berserk: The Golden Age Arc I - The Egg of the King,"Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate.",Toshiyuki Kubooka,"Action & Adventure, Anime Features, International Movies","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake",Japan,2012,TV-MA,77 min,7.7/10,Movie,"October 15, 2016"
c0dca2d6-b880-4f75-be88-1b57ddd378fe,Berserk: The Golden Age Arc II - The Battle for Doldrey,"For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will have to leave the Band of the Hawk.",Toshiyuki Kubooka,"Action & Adventure, Anime Features, International Movies","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake, Nobuyuki Katsube, Houchu Ohtsuka, Takayuki Sugo",Japan,2012,TV-MA,92 min,7.9/10,Movie,"September 1, 2017"
03dfb774-562e-4199-b085-8e0f9c0b711a,Berserk: The Golden Age Arc III - The Advent,"A year after he left the Band of the Hawk, Guts rejoins them in an epic battle to vanquish the God Hand and save Griffith from a hellish fate.",Toshiyuki Kubooka,"Action & Adventure, Anime Features, International Movies","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Yoshiro Matsumoto, Minako Kotobuki, Takahiro Fujiwara, Kazuki Yao, Yuichi Nakamura, Aki Toyosaki, Akio Otsuka",Japan,2013,TV-MA,107 min,7.8/10,Movie,"September 1, 2017"
d361e356-820c-4937-8972-a5c89e9046aa,Bert Kreischer: Hey Big Boy,"Ever the stand-up party animal, comic Bert Kreischer riffs on parenting and family life, being a gun and pet owner, his dad discovering pot, and more.",Jeff Tomsic,Stand-Up Comedy,Bert Kreischer,United States,2020,TV-MA,62 min,7.0/10,Movie,"March 17, 2020"
da6f7e50-26f7-4a71-a79f-baa625b5adbb,Bert Kreischer: Secret Time,Shirtless comic Bert Kreischer relays personal secrets and stories about being a cool – if not always responsible – dad in this stand-up special.,Todd Biermann,Stand-Up Comedy,Bert Kreischer,,2018,TV-MA,57 min,7.3/10,Movie,"August 24, 2018"
5ac50671-beeb-438e-b56a-470ffdeddf28,Bert Kreischer: The Machine,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special.",Ryan Polito,Stand-Up Comedy,Bert Kreischer,United States,2016,TV-MA,70 min,7.8/10,Movie,"February 22, 2019"
bf886598-6083-4c46-ad4e-238f5b2a91b8,Besieged Bread,"In battle-ridden Syria, a woman trying to smuggle bread into a blockaded area crosses paths with a soldier who has deserted the regime's forces.",Soudade Kaadan,"Dramas, International Movies","Lama Hakeim, Gabriel Malki, Ehab Shaaban",,2015,TV-14,12 min,,Movie,"June 17, 2021"
e51110d0-133c-4a97-a52e-581d9cd35009,Best Leftovers Ever!,Decadent pasta from day-old fries? Skillful cooks transform tired leftovers into tantalizing new dishes in this wildly creative culinary competition.,,Reality TV,"Jackie Tohn, David So, Rosemary Shrager",United States,2020,TV-G,1 Season,5.9/10,TV Show,
14c362b4-dcf8-4b33-a589-94b25df01625,Best Lover,"Two young stars with different backgrounds and agendas enter into a fake marriage to advance their careers, until the fake starts turning real.",,"International TV Shows, Romantic TV Shows, TV Comedies","Da-hae Lee, Zhou Mi, Wang Qiuzi, Kwang-hyun Park, Jia Zhengyu, Jeong-hak Park","South Korea, China",2016,TV-14,1 Season,6.4/10,TV Show,
1bf52957-be30-4624-b399-1ee53168ca21,Best of Stand-Up 2020,"From Jerry Seinfeld to Leslie Jones, Kevin Hart to Hannah Gadsby, laugh along with the funniest bits from Netflix's 2020 stand-up comedy specials.",,Stand-Up Comedy,"Jerry Seinfeld, Leslie Jones, Taylor Tomlinson, Tom Segura, Jack Whitehall, Michelle Buteau, Bert Kreischer, Jo Koy, Donnell Rawlings, Jim Jefferies, Nikki Glaser, George Lopez, Sam Jay, Marc Maron, Kevin Hart, Michael McIntyre, Fortune Feimster, Eric André, Jim Norton, Felipe Esparza, Hannah Gadsby, Patton Oswalt, Vir Das, Robert Kelly, Urzila Carlson, Tom Papa, Kanan Gill, Ms. Pat, Rob Schneider, Adrienne Iapalucci, Kenny Sebastian, Thomas Middleditch, Ben Schwartz",,2020,TV-MA,77 min,5.4/10,Movie,"December 31, 2020"
ee310686-0ff8-44b4-93dc-097f6fa7960c,Best of the Best,Personal problems and racial tensions distract the members of a U.S. karate team handpicked to compete in an international martial arts competition.,Robert Radler,"Action & Adventure, Sports Movies","Eric Roberts, James Earl Jones, Sally Kirkland, Chris Penn, Phillip Rhee, John P. Ryan, John Dye, Louise Fletcher",United States,1989,PG-13,97 min,6.5/10,Movie,"May 1, 2021"
508290fc-3ba6-43b9-a2e4-71d6715183e3,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","From unseen footage to the last table read, this documentary takes an inside look at the final season of the acclaimed comedy series ""Schitt's Creek.""",Amy Segal,"Documentaries, LGBTQ Movies","Daniel Levy, Eugene Levy, Catherine O'Hara, Annie Murphy, Chris Elliott, Emily Hampshire, Sarah Levy, Jennifer Robertson, Noah Reid, Dustin Milligan, Karen Robinson, Rizwan Manji",Canada,2020,TV-MA,44 min,8.6/10,Movie,"October 3, 2020"
56e2c5f2-d37d-499b-b834-1081b5251c0a,Best Worst Thing That Ever Could Have Happened,"The cast and crew of the 1981 Broadway musical ""Merrily We Roll Along"" recall joy and heartbreak during the production of a surefire hit that wasn't.",Lonny Price,Documentaries,"Stephen Sondheim, Harold Prince, Jason Alexander, Mandy Patinkin, Lonny Price",United States,2016,TV-MA,97 min,7.4/10,Movie,"March 18, 2017"
779aced4-a643-4b58-b31b-731846525fbf,Best.Worst.Weekend.Ever.,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",,"Kids' TV, TV Comedies","Sam Ashe Arnold, Cole Sand, Brianna Reed, Brittany Garms, Alison Becker, Larry Bates, Tiffany Espensen, Rachel Gage, Matt Battaglia, Affion Crockett",United States,2018,TV-PG,1 Season,6.5/10,TV Show,
967e3418-1a94-41de-8c93-85ddcb6eb005,Betaal,"Hired to displace tribal villagers to make way for a new highway, officials unearth an old curse and an army of British soldier-zombies.",,"International TV Shows, TV Action & Adventure, TV Horror","Viineet Kumar, Aahana Kumra, Suchitra Pillai, Jatin Goswami, Siddharth Menon, Manjiri Pupala, Yashwant Wasnik, Savita Bajaj, Jitendra Joshi, Syna Anand",India,2020,TV-MA,1 Season,5.6/10,TV Show,
7af929a9-a56c-4d83-8a51-83f532da1887,Bethany Hamilton: Unstoppable,This documentary follows the rising tide of Bethany Hamilton who lost her arm as a teen before making waves in pro surfing and her personal life.,Aaron Lieber,"Children & Family Movies, Documentaries, Sports Movies",Bethany Hamilton,United States,2019,PG,100 min,7.5/10,Movie,"March 25, 2020"
8694af03-16cc-4dba-afd4-8756b8c6bd9b,Better Call Saul,"This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman.",,"Crime TV Shows, TV Comedies, TV Dramas","Bob Odenkirk, Jonathan Banks, Michael McKean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito",United States,2018,TV-MA,4 Seasons,8.5/10,TV Show,"February 9, 2020"
350938f7-d96c-4fa3-b437-7fced5831bd8,Better Than Us,"A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists.",,"Crime TV Shows, International TV Shows, TV Dramas","Paulina Andreeva, Kirill Käro, Aleksandr Ustyugov, Olga Lomonosova, Eldar Kalimulin, Vitaliya Kornienko, Vera Panfilova, Aleksandr Kuznetsov, Fyodor Lavrov, Sergey Sosnovskiy, Kirill Polukhin, Pavel Vorontsov",Russia,2019,TV-MA,1 Season,7.3/10,TV Show,
5e354404-f52f-4988-88a0-4cf9cac98878,Betty White: First Lady of Television,This documentary on actress and television producer Betty White traces her decades-long career as a  woman breaking new ground in entertainment.,Steve Boettcher,Documentaries,"Betty White, Valerie Bertinelli, Georgia Engel, Tina Fey, Valerie Harper, Jennifer Love Hewitt, Carl Reiner, Ryan Reynolds, Alex Trebek",United States,2018,TV-14,56 min,7.9/10,Movie,"January 12, 2020"
72450ca5-83ea-433f-b212-e4c1073193d5,Between,"After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.",,"International TV Shows, TV Dramas, TV Mysteries","Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro",Canada,2016,TV-14,2 Seasons,6.1/10,TV Show,"July 6, 2021"
89bfbaa1-ae5b-4c83-83cb-6026f7a57b63,Between Maybes,"A former actress takes a trip to Japan, where she meets a young man who provides an escape from reality and makes her consider a different way of life.",Jason Paul Laxamana,"Dramas, International Movies, Romantic Movies","Gerald Anderson, Julia Barretto, Yayo Aguila, Christian Vazquez",Philippines,2019,TV-14,108 min,6.4/10,Movie,"December 3, 2020"
d4dfdd76-dabe-4bc3-9d07-e9652843963f,Between Two Ferns: The Movie,"Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.",Scott Aukerman,Comedies,"Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani Linayao, Will Ferrell",United States,2019,TV-MA,83 min,6.0/10,Movie,"September 20, 2019"
f19de879-0cee-4981-b461-a989e6d3196f,Between Worlds,"Grieving for his dead wife and daughter, a trucker plunges into a romance with a mother who needs his help. The dead, however, are far from gone.",Maria Pulera,Thrillers,"Nicolas Cage, Franka Potente, Penelope Mitchell, Garrett Clayton, Lydia Hearst, Hopper Penn",Spain,2018,R,91 min,3.8/10,Movie,"April 27, 2021"
13691cbd-3cea-4823-9d1c-10907ddf960b,Beverly Hills Ninja,"Raised by ninjas, a big-hearted but bumbling orphan travels to Beverly Hills on a mission to help a woman investigate her shady boyfriend.",Dennis Dugan,"Action & Adventure, Comedies","Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker, Soon-Tek Oh, Keith Cooke, Chris Rock, François Chau, Dale Ishimoto, Daming Chen",United States,1997,PG-13,89 min,5.4/10,Movie,"February 1, 2021"
8621806d-8994-4f35-9c00-09bd38bc1b87,Beyblade Burst,"Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader.",,"Anime Series, Kids' TV","Marina Inoue, Junya Enoki, Fumihiro Okabayashi, Tsubasa Yonaga, Ayahi Takagaki, Yu Kobayashi",Japan,2016,TV-Y7,1 Season,6.5/10,TV Show,
29228041-aea1-4b9f-b794-3d45dba94266,Beyblade Burst Evolution,"Scouted by a famous Spanish club, Valt Aoi heads to Spain. With their sights on the World League, he and his teammates face the European League first.",,"Anime Series, Kids' TV","Marina Inoue, Ryoko Shiraishi, Takuma Terashima, Junko Takeuchi, Fumihiro Okabayashi, Yu Kobayashi, Ayahi Takagaki",,2017,TV-Y,1 Season,,TV Show,
