Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
9b84a409-bdf4-469a-bbd8-614ca19e4ea6,636635,Landing Page Submission,Google,No,No,1,7,520,3.5,SMS Sent,India,Media and Advertising,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,14,16,No,No,SMS Sent
2dab2d42-2e68-4917-90d9-7dc21095f528,636619,API,Google,No,No,0,3,141,3,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13,15,No,No,Modified
5b672318-3107-4797-9801-bfa07a33eba0,636616,Landing Page Submission,Direct Traffic,No,No,0,15,260,5,Page Visited on Website,India,"Banking, Investment And Insurance",,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,01.High,01.High,16,18,No,Yes,Modified
051c08ac-8cc3-4d63-b4aa-16c596e2bdc2,636584,Landing Page Submission,Organic Search,No,No,1,7,60,7,Email Opened,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Metro Cities,02.Medium,02.Medium,15,15,No,Yes,Email Opened
5a5644cc-2003-4072-bbad-b11386187172,636575,Landing Page Submission,Google,No,No,0,9,351,9,Email Opened,India,Media and Advertising,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14,17,No,No,Email Opened
57f80fec-8003-4de4-acff-1db6007dfe77,636564,API,Olark Chat,No,No,0,1,1286,1,SMS Sent,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Thane & Outskirts,02.Medium,02.Medium,14,15,No,No,Modified
6043c19d-71aa-4529-97ff-7549d67fad16,636562,API,Olark Chat,No,No,1,0,0,0,Email Opened,,Hospitality Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,02.Medium,15,15,No,No,Email Opened
fb75889f-6664-428c-a697-28934634f03a,636547,Landing Page Submission,Google,No,No,0,5,340,2.5,Email Link Clicked,India,Human Resource Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Other Cities of Maharashtra,02.Medium,01.High,13,17,No,No,Modified
5a10099c-a917-4b84-86b8-8c1b29a183f0,636524,Landing Page Submission,Direct Traffic,No,No,0,2,341,2,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Metro Cities,02.Medium,02.Medium,15,16,No,Yes,Modified
cafb463a-56cf-4cdf-9afc-e0001c8bba1b,636516,API,Olark Chat,No,No,0,0,0,0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16,15,No,No,Modified
f61f2ef5-a46c-4720-b213-ecaec46a8730,636515,Landing Page Submission,Google,No,No,1,4,866,4,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15,18,No,No,SMS Sent
4bc6337f-9a4a-4f00-ac3c-fbaffd28dc08,636471,API,Organic Search,No,No,0,11,87,3.67,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14,15,No,No,Email Opened
fbe89bfb-6c53-4052-bd45-62216751c4b3,636453,Landing Page Submission,Direct Traffic,No,No,0,2,334,2,Unreachable,India,Rural and Agribusiness,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,03.Low,02.Medium,12,13,No,Yes,Modified
914c1189-25f7-4a5c-95f7-b30c7b8bb98e,636452,Landing Page Submission,Google,No,No,1,8,1524,2.67,Olark Chat Conversation,India,Human Resource Management,Other,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15,20,No,No,Modified
c6bb7f05-3c40-42d1-a88d-dde098ff405e,636449,Landing Page Submission,Direct Traffic,No,No,0,5,121,5,Page Visited on Website,United Arab Emirates,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,15,18,No,Yes,Modified
b3be463c-367f-42df-8903-97c28f719eef,636443,Landing Page Submission,Google,No,No,1,18,874,3.6,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Mumbai,01.High,01.High,16,18,No,Yes,Email Opened
c138ca6e-095e-4547-9023-4926ac4fda1b,636435,Landing Page Submission,Google,No,No,0,6,63,6,Email Opened,India,Human Resource Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Modified
6d568b5b-ddaf-4ead-94b9-fb3981e2d403,636432,Landing Page Submission,Direct Traffic,Yes,No,0,2,1157,2,SMS Sent,India,E-Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,02.Medium,01.High,15,18,No,Yes,Modified
135a6d59-9a05-44d5-84d7-cb1c5829a4cd,636421,Landing Page Submission,Direct Traffic,No,No,0,3,190,1.5,Email Opened,India,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,15,18,No,Yes,Email Opened
b6c7a141-4ea8-4056-a003-1f9b58c78382,636420,Landing Page Submission,Google,No,No,1,4,786,4,Email Opened,India,Finance Management,Student of SomeSchool,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Potential Lead,Other Metro Cities,02.Medium,01.High,14,18,No,No,Modified
4c5de4ee-42a1-46f2-bdaf-1310eea5b05c,636417,Landing Page Submission,Organic Search,No,No,0,3,1367,3,Page Visited on Website,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Other Cities,02.Medium,02.Medium,15,14,No,Yes,Modified
2007b74a-e22a-40a0-bc0e-7fc396b9eff3,636410,Landing Page Submission,Direct Traffic,No,No,0,2,360,2,SMS Sent,India,Retail Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Worst,No,No,Select,Other Cities of Maharashtra,03.Low,01.High,10,17,No,No,Modified
f81ecc96-5355-402d-9127-e908e3f24d60,636404,Landing Page Submission,Google,No,No,1,6,116,3,SMS Sent,India,Operations Management,SMS,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,02.Medium,01.High,15,17,No,No,SMS Sent
a400ee44-ec60-4c31-b850-e3fa4df88af9,636403,API,Google,No,No,0,2,231,2,Email Link Clicked,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
4d6a313b-b16d-4615-832d-b9336e0d65e8,636367,Landing Page Submission,Google,No,No,0,5,261,5,SMS Sent,India,Select,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,,No,No,Select,Other Cities,02.Medium,02.Medium,14,13,No,No,Modified
5180af31-82ef-4090-b298-b80c7cc3fe63,636356,Landing Page Submission,Direct Traffic,No,No,0,5,281,5,SMS Sent,India,Healthcare Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,14,15,No,Yes,Modified
b68dbcc1-11f9-452c-ba6a-4bfafde751df,636348,Landing Page Submission,Google,No,No,0,2,302,2,Form Submitted on Website,India,IT Projects Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Low in Relevance,No,No,Other Leads,Mumbai,03.Low,02.Medium,12,15,No,No,Modified
8b12ca5e-00b1-48a4-8c4b-65672ef523d2,636345,Landing Page Submission,Google,No,No,0,4,369,4,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13,18,No,Yes,Email Opened
a5673ead-ac0e-4249-9119-1934c7eb753a,636334,API,Olark Chat,No,No,0,0,0,0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16,15,No,No,Modified
c0943a42-21b6-4c6a-8c8e-923af13be7b1,636317,Landing Page Submission,Organic Search,No,No,1,2,969,2,SMS Sent,India,Marketing Management,SMS,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Other Metro Cities,02.Medium,02.Medium,14,16,No,No,SMS Sent
309048ee-729e-40f8-907f-83e5ee1cfde3,636299,Landing Page Submission,Direct Traffic,No,No,0,3,87,3,Email Opened,India,Supply Chain Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Thane & Outskirts,02.Medium,01.High,13,17,No,Yes,Modified
b5682168-4f39-45b3-a737-3673e602c598,636280,Landing Page Submission,Google,No,No,0,5,41,5,SMS Sent,India,Media and Advertising,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,13,15,No,Yes,Modified
91962642-7df3-4b2d-a981-c7c2a3af51bb,636274,Landing Page Submission,Google,No,No,0,5,66,2.5,Email Opened,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,13,17,No,Yes,Modified
4413850e-32a9-4f72-bf5c-eabb0934efe5,636273,Landing Page Submission,Google,No,No,1,11,1858,2.2,Olark Chat Conversation,India,Marketing Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Thane & Outskirts,01.High,01.High,17,17,No,No,Olark Chat Conversation
115829d4-4245-4218-bd96-6a9ba9a4e489,636261,Lead Add Form,Reference,No,No,1,0,0,0,Email Opened,,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Select,02.Medium,01.High,15,19,No,No,Email Opened
93a82db1-b2b8-4dff-a204-e017908341c1,636241,API,Google,No,No,1,2,1042,2,SMS Sent,India,Select,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14,15,No,No,SMS Sent
b29d61b2-ff25-42dd-a355-7cab76a18348,636228,API,Google,No,No,0,6,76,1.2,Page Visited on Website,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13,15,No,No,Page Visited on Website
41969c2a-eb95-4aa1-a9c5-d6aacfdcb96b,636225,API,Organic Search,No,No,0,2,402,2,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Select,02.Medium,02.Medium,13,15,No,No,Modified
cead9acc-5a8d-46a3-b3ae-3088a2c0c712,636209,Lead Add Form,Live Chat,No,No,1,0,0,0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Select,02.Medium,01.High,15,17,No,No,SMS Sent
8ff83185-786d-43b9-8b66-d09eac3178ca,636208,Landing Page Submission,Direct Traffic,No,No,1,3,686,3,SMS Sent,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,15,14,No,Yes,SMS Sent
d8a1a4f5-e987-496b-bfa9-ea9a9231a6c9,636201,Landing Page Submission,Direct Traffic,No,No,0,3,5,3,SMS Sent,India,E-COMMERCE,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,14,15,No,Yes,Modified
976c43f8-ceab-441b-bd76-36f5cd17d5ca,636192,API,Google,No,No,1,2,1160,2,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14,15,No,No,SMS Sent
b29f1681-7033-452c-8a78-ad525dafd2c5,636191,Landing Page Submission,Google,No,No,0,3,1198,3,Form Submitted on Website,India,Finance Management,SMS,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13,18,No,No,Modified
4ed7879b-93fa-4deb-a699-4314ec9e195f,636186,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17,15,No,No,Modified
936995c9-0e10-4dfa-964d-032bef2d34c5,636185,Landing Page Submission,Google,No,No,0,4,1275,4,Email Opened,India,Human Resource Management,Other,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,13,17,No,No,Email Opened
54238b21-65ce-4304-98c6-0f8a6b9671e3,636182,Landing Page Submission,Direct Traffic,No,No,0,2,924,2,Email Opened,India,Human Resource Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,02.Medium,01.High,13,17,No,No,Modified
d3d1caba-109c-4acc-a578-58ac2e1f4817,636177,API,Google,Yes,No,0,2,144,1,SMS Sent,India,Select,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14,15,No,No,Modified
ac38569f-d28f-4c04-a31d-31535b5f467e,636174,Landing Page Submission,Google,No,No,0,7,548,3.5,SMS Sent,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,,No,No,Select,Thane & Outskirts,02.Medium,02.Medium,14,14,No,No,Modified
b061aa07-adfe-4fd4-a879-d9038ea3482f,636146,Landing Page Submission,Google,No,No,0,5,384,1.67,Email Opened,India,International Business,Other,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Email Opened
ba23aac2-45ee-4a61-b064-5369aef3ee90,636127,Landing Page Submission,Direct Traffic,Yes,No,0,1,197,1,Email Bounced,United States,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,01.High,13,17,No,No,Modified
89a7b0b5-c5d7-47c6-8026-5ee300b68013,636120,API,Google,No,No,0,2,183,2,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15,15,No,No,Modified
6ba97f19-89a6-43d3-b5fe-b7aae842afd5,636112,Landing Page Submission,Google,Yes,No,0,2,435,2,Olark Chat Conversation,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,01.High,01.High,16,18,No,No,Modified
06251568-3990-42b4-aaf0-eff15c51a340,636110,Lead Add Form,Welingak Website,No,No,1,0,0,0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15,15,No,No,SMS Sent
398707db-b986-4376-ba2a-ae5d31ce2728,636092,Lead Add Form,Welingak Website,No,No,1,0,0,0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15,15,No,No,SMS Sent
23f41d1f-986e-4513-94eb-1803cc88d399,636075,Landing Page Submission,Direct Traffic,No,No,0,2,309,2,Email Opened,India,Media and Advertising,,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,02.Medium,14,16,No,Yes,Email Opened
e6dce74c-1b64-4d43-8b2a-47232acf18dd,636073,Lead Add Form,Reference,No,No,1,0,0,0,Email Link Clicked,,Finance Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,20,No,No,Modified
1c63b791-7209-42fb-8a16-d26409dda99e,636059,Lead Add Form,Welingak Website,No,No,1,0,0,0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15,15,No,No,SMS Sent
f551090e-50fe-4970-ad58-08758e27e50c,636054,Landing Page Submission,Google,No,No,0,2,109,2,Email Opened,India,Select,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Cities,02.Medium,02.Medium,15,16,No,No,Modified
a4d12096-2172-4c7d-a522-7b70670dbcf6,636052,API,Olark Chat,No,No,0,0,0,0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14,15,No,No,Modified
e86663d5-4e87-4f1f-b9a4-deafce64f8d3,636033,API,Google,No,No,1,2,1080,2,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
07df0761-a570-4f2a-91ac-9bae71b64178,636002,Landing Page Submission,Organic Search,No,No,0,3,62,3,Email Opened,India,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,14,16,No,Yes,Email Opened
2fce19f1-b41f-4e32-8311-4326126ec7cd,635999,API,Organic Search,No,No,0,4,187,2,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Select,02.Medium,02.Medium,15,16,No,No,Modified
0bafab4f-c687-4dfc-a24f-8294bcfce5e2,635995,API,Olark Chat,No,No,1,0,0,0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15,15,No,No,Modified
12258a2c-7e58-4f69-bc62-fa5f1efd34ad,635990,Landing Page Submission,Direct Traffic,No,No,0,4,157,4,Email Opened,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,14,16,No,Yes,Email Opened
ae1e7ec5-1462-46d7-b237-0bba91186ad1,635983,Landing Page Submission,Google,No,No,0,6,396,3,Olark Chat Conversation,India,"Banking, Investment And Insurance",Multiple Sources,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,15,16,No,No,Olark Chat Conversation
6038980b-a6a5-4816-b848-ae366aba8561,635971,Landing Page Submission,Google,No,No,0,5,70,5,Page Visited on Website,India,Finance Management,Multiple Sources,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,15,18,No,No,Modified
158b6387-78f2-4030-b7d1-c6e8030bc6b7,635958,Landing Page Submission,Direct Traffic,Yes,No,0,6,186,6,Email Bounced,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Thane & Outskirts,02.Medium,01.High,15,17,No,Yes,Modified
688b7ac7-2fbd-4109-a2d8-f7a5919f4d7e,635948,API,Google,No,No,1,2,1485,2,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14,15,No,No,Modified
7232bb65-34f8-45bb-8000-4974609a6b32,635947,Landing Page Submission,Direct Traffic,Yes,No,1,9,1296,2.25,SMS Sent,India,Media and Advertising,Student of SomeSchool,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14,17,No,No,SMS Sent
9e7557dd-0156-4ba3-a844-d7b210603497,635923,API,Olark Chat,No,No,1,0,0,0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15,15,No,No,Modified
270786a4-b9a0-4fd8-befc-5966b258355b,635910,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15,19,No,No,Modified
2129220e-e309-47a4-88c6-093c41701e78,635908,API,Olark Chat,No,No,0,0,0,0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,03.Low,02.Medium,11,15,No,No,Modified
009cb4b9-cd0b-4e5e-9f7d-500a63c49981,635906,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,,02.Medium,02.Medium,15,15,No,No,Modified
03283251-eada-401a-9b63-90a2e570d339,635898,API,Google,No,No,1,2,331,2,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
0e25f0e0-5322-49ce-a217-5b830f2dab2e,635896,Landing Page Submission,Direct Traffic,No,No,1,3,1009,3,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15,20,No,No,Modified
7b6d6bd5-2262-466d-af30-032a51dd42d1,635889,API,Google,No,No,1,3,1283,3,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
ecb83473-e70d-4745-a876-a83df155ce4a,635864,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,15,19,No,No,Modified
19b85e12-0c37-4a8f-bc73-7da73f6c046a,635851,Landing Page Submission,Google,No,No,0,5,432,5,Email Opened,India,Media and Advertising,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Mumbai,02.Medium,01.High,13,17,No,No,Modified
a53c3703-dbf9-4bdd-8276-cc091ba1e45e,635850,Landing Page Submission,Direct Traffic,No,No,1,5,426,5,SMS Sent,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15,18,No,Yes,SMS Sent
24c573f1-e036-4be0-a80d-6b332a8fd48e,635849,API,Google,No,No,1,3,829,1.5,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
f3c3987b-99c1-4f01-aca2-20290be6c719,635825,Landing Page Submission,Google,No,No,1,5,1113,5,Email Opened,India,International Business,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,14,17,No,No,Email Opened
9a9d15e4-7f7e-4c1c-b04a-453081ef9957,635823,Lead Add Form,Welingak Website,No,No,1,0,0,0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15,15,No,No,Email Opened
d73235f6-04c6-4213-92a9-125f5bcbaac4,635822,API,Olark Chat,No,No,1,0,0,0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,15,15,No,No,SMS Sent
231045d5-40a5-4515-a416-3e241dd7f1c6,635816,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17,15,No,No,Modified
f23d4d1d-f52f-4baa-87a4-d68e175aca16,635810,API,Google,No,No,1,2,1453,1,SMS Sent,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,14,16,No,No,Modified
e2fbc130-1d46-4ee7-8eba-7644e682b2bf,635809,Lead Add Form,Reference,No,No,1,0,0,0,Email Opened,,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Potential Lead,Other Cities,02.Medium,01.High,15,18,No,No,Modified
f6692334-473f-4f4f-9b32-05353fa047e8,635799,Landing Page Submission,Google,No,No,0,7,269,3.5,Email Opened,India,Hospitality Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,13,13,No,Yes,Email Opened
3f044d46-c6d5-4d85-8af9-9fc6651bf17e,635794,API,Olark Chat,No,No,1,11,788,1.57,Email Opened,India,Healthcare Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,01.High,03.Low,16,11,No,No,Email Opened
59311297-cc80-4053-9d34-7faadc3d68d3,635783,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,01.High,15,17,No,No,SMS Sent
c29457ce-4311-4b05-a7ea-762ccb3b091b,635782,API,Google,No,No,0,2,282,2,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15,15,No,No,Modified
ed172d36-e8ca-44db-9b0a-cc878844ffe2,635776,Lead Add Form,Reference,No,No,1,2,1723,1,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,02.Medium,01.High,15,17,No,No,Modified
d2acf2ea-99cc-46d7-bf8d-db004baceb77,635762,Landing Page Submission,Direct Traffic,No,No,0,1,296,1,Converted to Lead,India,E-COMMERCE,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,14,13,No,Yes,Modified
e5fb32dd-b3b7-4fbf-972d-c13d2cfc6866,635761,API,Google,No,No,1,4,1859,2,SMS Sent,India,IT Projects Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,14,14,No,No,Modified
152e75cf-21cb-4d74-a13e-573499ab3dac,635757,Landing Page Submission,Google,No,No,1,6,1252,3,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14,18,No,No,Email Opened
9bfaa74a-ba64-42e2-b56e-2e495ce99532,635754,Landing Page Submission,Direct Traffic,No,No,0,4,54,4,Email Opened,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,02.Medium,02.Medium,13,16,No,Yes,Modified
023fa0b2-091f-4171-8f7f-069e7d39b8b7,635742,Landing Page Submission,Google,No,No,1,3,85,3,Email Opened,India,Finance Management,Student of SomeSchool,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,Mumbai,03.Low,01.High,12,18,No,No,Modified
